Site,Species_Name,1,2,3,4,5,Notes,,,,,
18,Bromus madritensis,,3,,,4,,,,,,
18,Calandrinia ciliata,,,,,,,,,,,
18,Calycadenia pauciflora,6,,6,8,12,,,,,,
18,Chaenactis glabriuscula,,,0.1,,0.1,,,,,,
18,Chorizanthe membranacea,,,,,,,,,,,
18,Chorizanthe polygonoides,,,,,,,,,,,
18,Cuscuta californica,,,,,14,,,,,,
18,Dichelostemma capitatum,0.2,0.1,0.3,,,in fruit,,,,,
18,Epilobium brachycarpum,0.1,,,,,,,,,,
18,Eremocarpus setigerus,,,,,,,,,,,
18,Eschscholzia californica,,,,,2,,,,,,
18,Filago californica,,,,,,,,,,,
18,Gilia capitata,,,,,,,,,,,
18,Gilia tricolor,,,,,0.2,,,,,,
18,Hemizonia congesta,,,,,0.1,,,,,,
18,Holocarpha virgata,20,14,,4,2,in bud,,,,,
18,Lactuca serriola,2,,,,,,,,,,
18,Lasthenia californica,,,,,,,,,,,
18,Layia septentrionalis,,,,,,,,,,,
18,Lepidium nitidum,,,,,,,,,,,
18,Lolium multiflorum,0.1,,,,,,,,,,
18,Lotus humistratus,0.1,0.1,8,36,22,,,,,,
18,Lotus wrangelianus,13,16,,,,very dried out,,,,,
18,Melica californica,,,,,,,,,,,
18,Melilotus indica,,,,,,,,,,,
18,Micropus californicus,,,,,,,,,,,
18,Microseris douglasii,,,0.3,,,,,,,,
18,Nassella pulchra,,,,,1,,,,,,
18,Navarretia jepsonii,,,,,,,,,,,
18,Navarretia pubescens,,,,,,,,,,,
18,Plantago erecta,,13,,0.1,1,,,,,,
18,Rigiopappus leptocladus,,,,,,,,,,,
18,Sidalcea diploscypha,0.2,,,,,,,,,,
18,Taeniatherum caput-medusae,,,,,,,,,,,
18,Thysanocarpus curvipes,,,,,0.2,,,,,,
18,Trifolium albopurpureum,2,0.4,0.1,,,tight head no involucre,,,,,
18,Trifolium bifidum,,,,,,,,,,,
18,Trifolium gracilentum,,,,,,,,,,,
18,Uropappus lindleyi,,,,,,,,,,,
18,Vulpia microstachys,,3,6,8,2,,,,,,
18,Amsinckia menziesii,,,,,0.1,in flower,,,,,
19,Achyrachaena mollis,,,0.1,1,0.2,,,,,,
19,Agoseris heterophylla,,,,0.1,,,,,,,
19,Anagallis arvensis,,,,,,,,,,,
19,Ancistrocarphus filagineus,,,,,0.1,,,,,,
19,Astragalus gambelianus,,,,,,,,,,,
19,Athysanus pusillus,,,,,,,,,,,
19,Avena fatua,,1,,,,,,,,,
19,Brodiaea elegans,,,0.2,,,,,,,,
19,Bromus carinatus,,,,,,,,,,,
19,Bromus diandrus,,,,,,,,,,,
19,Bromus hordeaceus,1,10,20,30,,,,,,,
19,Calandrinia ciliata,,4,,,,,,,,,
19,Calochortus luteus,,,0.3,,,,,,,,
19,Calycadenia pauciflora,,,,,5,,,,,,
19,Cardamine oligosperma,,,,,,,,,,,
19,Castilleja attenuata,,,,,,,,,,,
19,Chlorogalum pomeridianum,13,,,,,,,,,,
19,Claytonia parviflora,,,,,,,,,,,
19,Collinsia sparsiflora,,15,,,,,,,,,
19,Cuscuta californica,,,,,,,,,,,
19,Dichelostemma capitatum,,,,,,,,,,,
19,Elymus elymoides,,,,,5,,,,,,
19,Epilobium brachycarpum,,,,,,,,,,,
19,Eriogonum nudum,,0,7,0,6,,,,,,
19,Eriogonum vimineum,,4,1,8,,,,,,,
19,Erodium cicutarium,,,,,,,,,,,
19,Euphorbia crenulata,,0.2,2,0.1,,,,,,,
19,Hemizonia congesta,40,30,7,10,1,,,,,,
19,Hordeum brachyantherum,,,,,,,,,,,
19,Hordeum marinum,,,,,,,,,,,
19,Lactuca serriola,,,,,,,,,,,
19,Lasthenia californica,0.1,30,1,20,6,,,,,,
19,Linanthus bicolor,,,,,,,,,,,
19,Lolium multiflorum,45,25,1,,,,,,,,
19,Lotus humistratus,,,,,0.1,,,,,,
19,Lotus wrangelianus,5,1,20,30,0.4,,,,,,
19,Lupinus bicolor,,,0.2,,,,,,,,
19,Lupinus microcarpus,,,,,,,,,,,
19,Melica californica,,,20,14,,,,,,,
19,Micropus californicus,,2,0.8,,1.5,,,,,,
19,Microseris douglasii,,,,,,,,,,,
19,Nassella pulchra,,9,,,,,,,,,
19,Plantago erecta,,0.3,,,0.4,,,,,,
19,Poa secunda,,,,,0.2,,,,,,
19,Rigiopappus leptocladus,,,,,3.5,,,,,,
19,Sagina apetala,,,,,,,,,,,
19,Sidalcea diploscypha,,,,0.3,,,,,,,
19,Stellaria nitens,,,,,,,,,,,
19,Taeniatherum caput-medusae,,,,,,,,,,,
19,Trifolium albopurpureum,,0.1,0.3,1,,,,,,,
19,Trifolium bifidum,0.2,0.2,0.2,,,,,,,,
19,Trifolium fucatum,,,,,,,,,,,
19,Trifolium gracilentum,0.1,,,,,,,,,,
19,Trifolium hirtum,,,,,,,,,,,
19,Trifolium microcephalum,,,0.1,,,,,,,,
19,Triteleia laxa,,,,,,,,,,,
19,Vicia villosa,50,18,,,,,,,,,
19,Vulpia microstachys,,1,,,2,,,,,,
19,Vulpia myuros,,,,,,,,,,,
19,Zigadenus fremontii,,,,,,,,,,,
20,Agoseris heterophylla,,,,,,,,,,,
20,Amsinckia menziesii,,,,,,,,,,,
20,Anagallis arvensis,,,,,,,,,,,
20,Athysanus pusillus,,,,,,,,,,,
20,Avena fatua,,,,8,,,,,,,
20,Brodiaea elegans,,,,,0.1,,,,,,
20,Bromus hordeaceus,1,0.4,1,4,32,,,,,,
20,Calandrinia ciliata,,,,,,,,,,,
20,Calochortus superbus,,,,,,,,,,,
20,Cardamine oligosperma,,,,,,,,,,,
20,Centaurea solstitialis,,,,,,,,,,,
20,Cerastium glomeratum,,,,,,,,,,,
20,Chlorogalum pomeridianum,19,32,13,,,,,,,,
20,Collinsia sparsiflora,,,,0.4,0.1,,,,,,
20,Cuscuta californica,,,,,,,,,,,
20,Delphinium hesperium,,,,,,,,,,,
20,Delphinium variegatum,,,,3,,not in flower,,,,,
20,Dichelostemma capitatum,0.1,,0.1,0.1,,"skinny leaves, could be Juncus, no flowers",,,,,
20,Epilobium brachycarpum,,,,,,,,,,,
20,Eremocarpus setigerus,,,,,,wow! none in plots!,,,,,
20,Euphorbia crenulata,0.1,0.1,,0.1,0.1,,,,,,
20,Hemizonia congesta,70,45,60,40,50,,,,,,
20,Hordeum marinum,,,,,,,,,,,
20,Lactuca serriola,0.6,0.1,3,0.1,0.2,,,,,,
20,Lasthenia californica,,,,,,,,,,,
20,Lepidium nitidum,,,,,,,,,,,
20,Lolium multiflorum,40,36,17,45,60,,,,,,
20,Medicago polymorpha,,,,,,,,,,,
20,Microseris douglasii,,,,,,,,,,,
20,Perideridia kelloggii,,,,,,,,,,,
20,Phlox gracilis,,,,,,,,,,,
20,Poa secunda,,,,,,,,,,,
20,Sagina apetala,,,,,,,,,,,
20,Sidalcea diploscypha,,,,0.2,0.4,,,,,,
20,Sisyrinchium bellum,,,,,,,,,,,
20,Stellaria nitens,,,0.1,0.1,,tiny flower heads ,,,,,
20,Taeniatherum caput-medusae,,,,,,,,,,,
20,Trifolium albopurpureum,,,,,,,,,,,
20,Trifolium bifidum,,,,7,7,in flower,,,,,
20,Trifolium fucatum,2,0.2,3,0.6,0.3,,,,,,
20,Trifolium gracilentum,,,,,,,,,,,
20,Trifolium hirtum,,,,,,,,,,,
20,Vicia villosa,,,,,,,,,,,
20,Vulpia microstachys,,,,,,,,,,,
20,Vulpia myuros,,,,,,,,,,,
20,Zigadenus fremontii,,0.4,1,1.3,,,,,,,
21,Achyrachaena mollis,,0.1,,,,,,,,,
21,Agoseris heterophylla,0.3,0.2,0.1,0.3,0.1,,,,,,
21,Amsinckia menziesii,,,,,,,,,,,
21,Ancistrocarphus filagineus,,,,,,,,,,,
21,Astragalus gambelianus,,,,,,,,,,,
21,Athysanus pusillus,,,,,,,,,,,
21,Avena fatua,,10,,,3,,,,,,
21,Brodiaea elegans,,,,,,,,,,,
21,Bromus hordeaceus,,,,,0.1,,,,,,
21,Bromus madritensis,,0.1,0.1,0.1,,,,,,,
21,Calandrinia ciliata,,,,,,,,,,,
21,Castilleja attenuata,,,,,,,,,,,
21,Clarkia purpurea,0.4,0.1,,,,,,,,,
21,Dichelostemma capitatum,0.1,0.2,0.3,0.2,0.1,,,,,,
21,Epilobium brachycarpum,0.6,,,,,,,,,,
21,Eremocarpus setigerus,,,,,,,,,,,
21,Eriodictyon californicum,,,,,,,,,,,
21,Filago californica,,,,,,,,,,,
21,Hemizonia congesta,6,0.6,0.2,5,5,,,,,,
21,Holocarpha virgata,6,35,22,11,,,,,,,
21,Hordeum depressum,,,,,,,,,,,
21,Hordeum marinum,,,,,,,,,,,
21,Hypochaeris glabra,,,,,,,,,,,
21,Hypochaeris radicata,,,,,,,,,,,
21,Lactuca serriola,,,,,0.1,,,,,,
21,Lasthenia californica,0.1,0.1,,,,,,,,,
21,Linanthus bicolor,,,,,,,,,,,
21,Lolium multiflorum,8,3,2,16,8,,,,,,
21,Lotus wrangelianus,2,2,29,,,,,,,,
21,Medicago polymorpha,,,,,,,,,,,
21,Micropus californicus,0.1,0.1,0.1,,,,,,,,
21,Microseris douglasii,71,9,10,22,7,,,,,,
21,Nassella pulchra,,,,20,50,,,,,,
21,Plantago erecta,1,0.2,,0.1,,,,,,,
21,Poa secunda,,,,,,,,,,,
21,Ranunculus occidentalis,,,,,,,,,,,
21,Senecio vulgaris,,,,,,,,,,,
21,Sidalcea diploscypha,,0.2,,,2,,,,,,
21,Taeniatherum caput-medusae,,,,,,,,,,,
21,Trifolium albopurpureum,,,,,,,,,,,
21,Trifolium bifidum,0.3,,,,,,,,,,
21,Trifolium fucatum,,,,,,,,,,,
21,Trifolium gracilentum,0.2,0.1,1,0.2,,,,,,,
21,Triphysaria versicolor,,,,,,,,,,,
21,Unknown forb,,,,,,,,,,,
21,Vulpia microstachys,5,,0.4,1.5,0.1,,,,,,
21,Vicia villosa,1,,,,,,,,,,
22,Achyrachaena mollis,,,,,,,,,,,
22,Agoseris grandiflora,,,,,,,,,,,
22,Agoseris heterophylla,,,,,,,,,,,
22,Amsinckia menziesii,,,,,,,,,,,
22,Athysanus pusillus,,,,,,,,,,,
22,Avena fatua,20,2,0.1,2,23,,,,,,
22,Brodiaea elegans,,0.1,,,,,,,,,
22,Bromus diandrus,,0.3,,,,,,,,,
22,Bromus hordeaceus,36,0.5,,10,1,,,,,,
22,Bromus madritensis,,,,,,,,,,,
22,Calochortus superbus,,,,,,,,,,,
22,Carduus pycnocephalus,,,,,,,,,,,
22,Cerastium glomeratum,,,,,,,,,,,
22,Cercocarpus betuloides,,,,,16,,,,,,
22,Clarkia purpurea,1,0.2,,0.2,,,,,,,
22,Collinsia sparsiflora,0.2,,,0.3,,,,,,,
22,Delphinium hesperium,,,,,,,,,,,
22,Dichelostemma capitatum,0.5,,0.2,0.1,,,,,,,
22,Dodecatheon hendersonii,,,,,,,,,,,
22,Elymus elymoides,,,0.2,,,,,,,,
22,Epilobium brachycarpum,,,,,,,,,,,
22,Eremocarpus setigerus,,,,,,,,,,,
22,Euphorbia crenulata,0.8,5,,,,,,,,,
22,Gastridium ventricosum,,,,,,,,,,,
22,Grindelia camporum,,,3,,,,,,,,
22,Hemizonia congesta,13,17,0.1,5,0.3,,,,,,
22,Holocarpha virgata,,,,,,,,,,,
22,Hordeum brachyantherum,,,,15,,,,,,,
22,Hypochaeris glabra,0.2,,,0.1,,,,,,,
22,Lactuca serriola,,,,0.1,,,,,,,
22,Lasthenia californica,,,0.1,0.1,,,,,,,
22,Lepidium nitidum,,,,,,,,,,,
22,Lolium multiflorum,20,45,,40,2,,,,,,
22,Lomatium marginatum,,,0.7,,4,,,,,,
22,Lomatium utriculatum,,,,,,,,,,,
22,Lotus wrangelianus,,,0.2,2,1.3,,,,,,
22,Lupinus bicolor,0.8,0.2,2,0.1,,,,,,,
22,Medicago polymorpha,,,,,,,,,,,
22,Melilotus indica,,,,,,,,,,,
22,Micropus californicus,0.1,5,0.2,,,,,,,,
22,Nassella pulchra,,,6,,2,,,,,,
22,Navarretia pubescens,,,0.1,,,,,,,,
22,Nemophila heterophylla,,,,,,,,,,,
22,Perideridia kelloggii,,,0.3,6,,,,,,,
22,Phlox gracilis,,,,,,,,,,,
22,Plantago erecta,0.1,,0.1,,0.3,,,,,,
22,Poa secunda,,,,,,,,,,,
22,Quercus durata,,,,,,,,,,,
22,Ranunculus californicus,,,,,,,,,,,
22,Ranunculus occidentalis,,,4,,10,,,,,,
22,Sagina apetala,,,,,,,,,,,
22,Sanicula crassicaulis,,,,,,,,,,,
22,Senecio vulgaris,,,,,,,,,,,
22,Sidalcea diploscypha,,,,,,,,,,,
22,Sisyrinchium bellum,,,1,,0.2,,,,,,
22,Stellaria nitens,,,,0.1,,check,,,,,
22,Taeniatherum caput-medusae,2,2,0.1,,,,,,,,
22,Torilis arvensis,,,,,,,,,,,
22,Trifolium albopurpureum,,,,,,,,,,,
22,Trifolium bifidum,18,0.1,0.1,3,,,,,,,
22,Trifolium fucatum,,,0.2,0.1,,,,,,,
22,Trifolium gracilentum,,,,,,,,,,,
22,Trifolium hirtum,,,,,,,,,,,
22,Triteleia laxa,,,,,2,,,,,,
22,Vulpia microstachys,,,0.1,,0.1,,,,,,
22,Vulpia myuros,,,,,,,,,,,
22,Vulpia octoflora,,,,,,,,,,,
22,Wyethia glabra,,,80,,,,,,,,
22,Zigadenus fremontii,,,,,,,,,,,
23,Achyrachaena mollis,,,,0.1,,,,,,,
23,Agoseris grandiflora,,,,,,,,,,,
23,Agoseris heterophylla,0.2,,,,,,,,,,
23,Allium serra,,,,,,,,,,,
23,Amsinckia menziesii,0.8,0.2,0.2,,,,,,,,
23,Athysanus pusillus,,0.6,0.1,,,,,,,,
23,Avena fatua,40,8,0.5,25,13,,,,,,
23,Brodiaea elegans,0.2,,,,,,,,,,
23,Bromus diandrus,,,,,,,,,,,
23,Bromus hordeaceus,4,5,,0.2,1,,,,,,
23,Bromus madritensis,,,,,1,,,,,,
23,Calochortus luteus,,,,,,,,,,,
23,Calochortus superbus,,,,,,,,,,,
23,Calochortus vestae,,,,,,,,,,,
23,Cardamine oligosperma,,,,,,,,,,,
23,Cerastium glomeratum,,,,,,,,,,,
23,Chlorogalum pomeridianum,,,,0.3,,,,,,,
23,Clarkia gracilis,,,,,,,,,,,
23,Clarkia purpurea,,,,,,,,,,,
23,Claytonia parviflora,,,,,,,,,,,
23,Collinsia sparsiflora,,2,11,,0.5,,,,,,
23,Delphinium hesperium,0.3,0.4,,0.2,5,,,,,,
23,Dichelostemma capitatum,0.7,1,0.6,0.2,0.3,,,,,,
23,Dodecatheon hendersonii,,,,,,,,,,,
23,Elymus elymoides,,,,0.3,,,,,,,
23,Epilobium brachycarpum,0.2,0.2,0.5,,0.4,not flowering,,,,,
23,Eremocarpus setigerus,,,,,,,,,,,
23,Eriogonum covilleanum,,,,,,,,,,,
23,Eriogonum vimineum,,,,,0.3,,,,,,
23,Erodium cicutarium,,,,,,,,,,,
23,Euphorbia crenulata,1,,,,,,,,,,
23,Grindelia camporum,,,,,4,,,,,,
23,Hemizonia congesta,20,5,20,3,5,,,,,,
23,Hordeum brachyantherum,,,,,,,,,,,
23,Hypochaeris glabra,,,,,,,,,,,
23,Lactuca serriola,0.1,,0.1,,,,,,,,
23,Lasthenia californica,,0.1,,3,1,,,,,,
23,Lolium multiflorum,20,30,30,,0.1,,,,,,
23,Lomatium marginatum,,,,0.2,,,,,,,
23,Lotus micranthus,,,,,,,,,,,
23,Lotus purshianus,,0.7,5,,,,,,,,
23,Lotus wrangelianus,,,,0.9,1,,,,,,
23,Lupinus bicolor,0.3,1,0.5,,,,,,,,
23,Medicago polymorpha,,,,,,,,,,,
23,Melica californica,,0.1,,,,,,,,,
23,Micropus californicus,0.2,0.1,,,0.2,,,,,,
23,Microseris douglasii,0.2,,,6,6,,,,,,
23,Nassella pulchra,,26,,,,,,,,,
23,Nemophila heterophylla,0.1,,,,,,,,,,
23,Perideridia kelloggii,,,,,,,,,,,
23,Phalaris paradoxa,,,,,,,,,,,
23,Phlox gracilis,,,,,,,,,,,
23,Plantago erecta,0.2,,1,,,,,,,,
23,Poa secunda,,,,,,,,,,,
23,Ranunculus occidentalis,,,,,,,,,,,
23,Sidalcea diploscypha,,,,,,,,,,,
23,Stellaria nitens,,,,,,,,,,,
23,Taeniatherum caput-medusae,1,2,0.5,,,,,,,,
23,Thermopsis macrophylla,,,,,,,,,,,
23,Thysanocarpus curvipes,,,,,,,,,,,
23,Trifolium albopurpureum,,,0.1,,,not flowering; small & hairy,,,,,
23,Trifolium bifidum,0.1,0.4,0.2,,0.2,,,,,,
23,Trifolium fucatum,1,,,,,,,,,,
23,Trifolium gracilentum,,,,,,,,,,,
23,Trifolium willdenovii,,,,,,,,,,,
23,Triteleia laxa,,5,4,4,2,,,,,,
23,Vulpia microstachys,0.1,0.5,1,8,0.5,,,,,,
23,Vulpia myuros,,,,,,,,,,,
23,Zigadenus fremontii,,2,,,,,,,,,
24,Achyrachaena mollis,,,,,,,,,,,
24,Agoseris grandiflora,,,,,,,,,,,
24,Agoseris heterophylla,0.1,0.1,0.1,,,,,,,,
24,Amsinckia menziesii,,1,,,,,,,,,
24,Asclepias fascicularis,,,,,,,,,,,
24,Athysanus pusillus,0.1,,,,,,,,,,
24,Avena fatua,,,1,75,10,,,,,,
24,Bromus diandrus,,,,,,,,,,,
24,Bromus hordeaceus,7,2,0.4,7,5,,,,,,
24,Calandrinia ciliata,,,,,,,,,,,
24,Calochortus superbus,,,,,,,,,,,
24,Calochortus vestae,,,,,,,,,,,
24,Centaurea solstitialis,,,,,,,,,,,
24,Cerastium glomeratum,,,,,,,,,,,
24,Clarkia gracilis,,,,,,,,,,,
24,Clarkia purpurea,,,0.1,,,,,,,,
24,Collinsia sparsiflora,0.3,3,5,,,,,,,,
24,Cuscuta californica,,,,,,,,,,,
24,Delphinium hesperium,,,1,2,,,,,,,
24,Dichelostemma capitatum,0.2,1,1,0.4,,in fruit/flower,,,,,
24,Elymus elymoides,,,5,,,,,,,,
24,Epilobium brachycarpum,,0.1,,0.2,,,,,,,
24,Eremocarpus setigerus,,,,,,,,,,,
24,Euphorbia crenulata,,,0.1,,,,,,,,
24,Filago gallica,,,,,,,,,,,
24,Galium murale,,,,,,,,,,,
24,Geranium dissectum,,,,,,,,,,,
24,Geranium molle,,,,,,,,,,,
24,Grindelia camporum,0.3,,,,10,,,,,,
24,Helianthella californica,,,,,,,,,,,
24,Hemizonia congesta,0.3,7,20,1,0.2,,,,,,
24,Iris douglasiana,,,,,,,,,,,
24,Lactuca serriola,,3,,,,,,,,,
24,Lasthenia californica,4,,18,0.1,,,,,,,
24,Linanthus bicolor,,,,,,,,,,,
24,Lolium multiflorum,5,60,30,35,,,,,,,
24,Lomatium marginatum,,,,,,,,,,,
24,Lotus wrangelianus,0.1,,,0.1,,,,,,,
24,Lupinus bicolor,0.3,0.1,0.4,3,,,,,,,
24,Medicago polymorpha,,,,,,,,,,,
24,Melilotus indica,,,,,7,,,,,,
24,Micropus californicus,,,3,,,,,,,,
24,Microseris douglasii,0.3,,0.4,,,,,,,,
24,Nassella pulchra,9,,,,,,,,,,
24,Navarretia jepsonii,,,,,,,,,,,
24,Nemophila heterophylla,,,,,,,,,,,
24,Nemophila menziesii,,,,,,,,,,,
24,Perideridia kelloggii,1,33,,,,,,,,,
24,Plantago erecta,2,,13,,3,,,,,,
24,Poa secunda,,,0.6,,,,,,,,
24,Ranunculus californicus,,,,,5,,,,,,
24,Ranunculus occidentalis,1,,,,,,,,,,
24,Rumex crispus,,,,,,,,,,,
24,Sidalcea diploscypha,,,,0.1,,,,,,,
24,Sisyrinchium bellum,9,,,,,,,,,,
24,Stellaria nitens,,,,,,,,,,,
24,Taeniatherum caput-medusae,0.1,,,,1,,,,,,
24,Torilis arvensis,,,,,8,,,,,,
24,Trifolium albopurpureum,,,,,,,,,,,
24,Trifolium bifidum,,0.1,0.1,0.1,0.1,,,,,,
24,Trifolium depauperatum,,,,,,,,,,,
24,Trifolium fucatum,0.1,,,,,,,,,,
24,Trifolium gracilentum,,,,,,,,,,,
24,Triteleia laxa,,,,,,,,,,,
24,Vulpia microstachys,2,,5,0.3,4,,,,,,
24,Vulpia myuros,,,,,,,,,,,
24,Wyethia glabra,40,,,,,,,,,,
24,Zigadenus fremontii,,,1,1,,,,,,,
24,Eriodictyon californicum,,,,,0.1,"small, not sure of ID",,,,,
25,Achyrachaena mollis,,,,,,,,,,,
25,Agoseris heterophylla,,,,,,,,,,,
25,Aira caryophyllea,,,,,,,,,,,
25,Allium serra,,0.4,,,,,,,,,
25,Amsinckia menziesii,,,,,,,,,,,
25,Astragalus gambelianus,,,,,,,,,,,
25,Athysanus pusillus,,,,,,,,,,,
25,Avena fatua,,12,3,40,3,,,,,,
25,Brodiaea elegans,,,,,,,,,,,
25,Bromus diandrus,,,3,50,,,,,,,
25,Bromus hordeaceus,45,17,,32,2,,,,,,
25,Bromus madritensis,,9,,,9,,,,,,
25,Calochortus luteus,0.2,,,,,"in bud, ID uncertain",,,,,
25,Carduus pycnocephalus,,,,,,,,,,,
25,Castilleja attenuata,,,,,,,,,,,
25,Centaurea melitensis,,,,,,,,,,,
25,Centaurea solstitialis,,,,,,,,,,,
25,Cerastium glomeratum,,,,,0.1,,,,,,
25,Cercocarpus betuloides,,,,,0.3,,,,,,
25,Clarkia purpurea,,,,,0.1,,,,,,
25,Claytonia exigua,,,,,,,,,,,
25,Claytonia parviflora,,,,,,,,,,,
25,Collinsia heterophylla,,,,,,,,,,,
25,Collinsia sparsiflora,,,,,,,,,,,
25,Daucus pusillus,,,,,,,,,,,
25,Delphinium variegatum,,,,,,,,,,,
25,Dichelostemma capitatum,0.1,0.1,,,,,,,,,
25,Dodecatheon hendersonii,,,,,,,,,,,
25,Elymus elymoides,,,,,,,,,,,
25,Epilobium brachycarpum,,,,,,,,,,,
25,Eremocarpus setigerus,,,,,,,,,,,
25,Erodium cicutarium,,,,,,,,,,,
25,Euphorbia crenulata,,,,,,,,,,,
25,Galium aparine,,,0.2,,,,,,,,
25,Galium murale,,,,,,,,,,,
25,Gastridium ventricosum,,,,,,,,,,,
25,Geranium molle,,,,,,,,,,,
25,Githopsis specularioides,0.1,,,,,,,,,,
25,Hemizonia congesta,,,,,,,,,,,
25,Holocarpha virgata,8,0.3,,,,,,,,,
25,Holodiscus discolor,,,,,,,,,,,
25,Hypochaeris glabra,0.1,,,,,,,,,,
25,Lactuca serriola,,,,,,,,,,,
25,Linanthus bicolor,,,,,,,,,,,
25,Lolium multiflorum,,,,,,,,,,,
25,Lotus wrangelianus,21,,,,,,,,,,
25,Lupinus bicolor,,,,,,,,,,,
25,Melica californica,,,,,,,,,,,
25,Micropus californicus,0.2,12,,,2,,,,,,
25,Nassella pulchra,,,,,,,,,,,
25,Navarretia pubescens,12,,,,,,,,,,
25,Nemophila menziesii,,,,,,,,,,,
25,Plantago erecta,46,9,,1,49,,,,,,
25,Quercus douglasii,,0.6,,,,,,,,,
25,Quercus durata,,,,,,,,,,,
25,Ranunculus occidentalis,,,,,,,,,,,
25,Rigiopappus leptocladus,0.1,,,,,,,,,,
25,Sagina apetala,,,,,,,,,,,
25,Senecio vulgaris,,,,,,,,,,,
25,Sisyrinchium bellum,2,6,,,,,,,,,
25,Stellaria nitens,,,,0.1,0.1,,,,,,
25,Taeniatherum caput-medusae,4,,,3,0.1,,,,,,
25,Thysanocarpus curvipes,,,,,,,,,,,
25,Trifolium bifidum,,,,1,,,,,,,
25,Trifolium gracilentum,,,,,,,,,,,
25,Trifolium hirtum,,,,,,,,,,,
25,Triteleia laxa,0.7,0.3,,3,0.6,in bud,,,,,
25,Unknown forb,,,,,,,,,,,
25,Unknown forb,,,,,,,,,,,
25,Vicia villosa,,,80,19,,,,,,,
25,Vulpia microstachys,6,3,,,50,,,,,,
25,Vulpia myuros,,,,,,,,,,,
25,Zigadenus fremontii,,,,,,,,,,,
25,Allium amplectens,0.2,,,,,Mystery branched lily from prev. yrs.,,,,,
26,Agoseris heterophylla,0.2,0.1,0.1,,0.6,,,,,,
26,Anagallis arvensis,,,,,,,,,,,
26,Aphanes occidentalis,,,,,,,,,,,
26,Astragalus gambelianus,,,,,,,,,,,
26,Athysanus pusillus,0.1,,,,,,,,,,
26,Brodiaea elegans,,,,,,,,,,,
26,Bromus hordeaceus,0.4,,,,,,,,,,
26,Bromus madritensis,0.1,,,,8,,,,,,
26,Castilleja attenuata,0.1,,,,,,,,,,
26,Centaurea solstitialis,,,,,,,,,,,
26,Centaurium trichanthum,,,,,,,,,,,
26,Chlorogalum pomeridianum,,,,,,,,,,,
26,Crassula connata,,,,,,,,,,,
26,Cuscuta californica,,0.4,,,,,,,,,
26,Daucus pusillus,,,,,1,,,,,,
26,Dichelostemma capitatum,0.3,1,,0.4,0.3,,,,,,
26,Eremocarpus setigerus,,,,,0.1,,,,,,
26,Eriogonum vimineum,,,,,,,,,,,
26,Erodium cicutarium,,,,,,,,,,,
26,Gastridium ventricosum,0.1,,,,1,,,,,,
26,Githopsis specularioides,0.1,,,,,,,,,,
26,Hemizonia congesta,,,,,,,,,,,
26,Hesperolinon micranthum,,,,,,,,,,,
26,Holocarpha virgata,20,16,5,24,37,,,,,,
26,Hypochaeris glabra,,,,,,,,,,,
26,Lasthenia californica,6,2,,0.3,3,,,,,,
26,Lessingia ramulosa,,,1,,,,,,,,
26,Linanthus bicolor,1,0.3,,,,,,,,,
26,Lotus humistratus,,0.7,5,0.3,,,,,,,
26,Lotus wrangelianus,2,1,,0.8,1,,,,,,
26,Micropus californicus,0.2,,,,0.1,,,,,,
26,Microseris douglasii,1,1,,2,0.7,,,,,,
26,Nassella pulchra,,,,,,,,,,,
26,Navarretia pubescens,,,,,,,,,,,
26,Plagiobothrys nothofulvus,,,,,,,,,,,
26,Plantago erecta,20,5,6,7,9,,,,,,
26,Plectritis ciliosa,,,,,,,,,,,
26,Poa secunda,,,,,,,,,,,
26,Sagina apetala,,,,,,,,,,,
26,Sidalcea diploscypha,,,,,,,,,,,
26,Stellaria nitens,,,,,,,,,,,
26,Taeniatherum caput-medusae,,,,,0.1,,,,,,
26,Trifolium albopurpureum,0.4,,0.4,0.3,,,,,,,
26,Trifolium microcephalum,,,,,,,,,,,
26,Trifolium microdon,,,,,,,,,,,
26,Vulpia microstachys,0.1,0.5,0.1,0.1,5,,,,,,
26,Rigiopappus,,0.1,,,,,,,,,
27,Agoseris heterophylla,,,,,,,,,,,
27,Ancistrocarphus filagineus,,,17,,2,,,,,,
27,Aphanes occidentalis,,,,,,,,,,,
27,Astragalus gambelianus,,,,,,,,,,,
27,Athysanus pusillus,,,,,,,,,,,
27,Brodiaea elegans,,,,,,,,,,,
27,Bromus hordeaceus,0.1,0.1,,,,,,,,,
27,Bromus madritensis,,,,,,,,,,,
27,Camissonia graciliflora,,,,,,,,,,,
27,Castilleja attenuata,0.1,,,,,,,,,,
27,Centaurium trichanthum,,,,,,,,,,,
27,Cuscuta californica,,0.3,,,,,,,,,
27,Daucus pusillus,,,,,,,,,,,
27,Dichelostemma capitatum,13,0.6,12,1,0.3,,,,,,
27,Eremocarpus setigerus,,,,,,,,,,,
27,Eriogonum vimineum,,,0.1,,0.1,,,,,,
27,Gastridium ventricosum,0.5,,,,,,,,,,
27,Githopsis specularioides,,,,,,,,,,,
27,Hemizonia congesta,,0.1,0.4,,30,,,,,,
27,Hesperolinon micranthum,0.4,0.1,0.6,,,,,,,,
27,Holocarpha virgata,3.5,8,0.1,15,,,,,,,
27,Hypochaeris glabra,,,,,,,,,,,
27,Lagophylla minor,,,0.2,,5,,,,,,
