Site,Soil,Species,Species_new,Species_notes,years,Max(Year),11/1/2012,11/5/2012,11/15/2012,11/27/2012,12/11/2012,12/12/2012,1/14/2013,1/17/2013,1/22/2013,2/5/2013,2/7/2013,1/31/2013,2/11/2013,2/21/2013,2/22/2013,3/4/2013,3/16/2013,3/26/2013,4/12/2013,6/9/2013,9/9/2013,10/4/2013,10/16/2013,11/1/2013,11/13/2013,11/25/2013,12/16/2013,1/3/2014,1/22/2014,5/20/2014,7/22/2014,SUM
34,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Clarkia purpurea,Clarkia purpurea,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,6,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8
34,Nonserp,Euphorbia crenulata,Euphorbia crenulata,,NA,NEW,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34,Nonserp,Galium aparine,Galium aparine,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Galium murale,Galium murale,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
34,Nonserp,Geranium molle,Geranium molle,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Hemizonia congesta,Hemizonia congesta,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Hesperevax sparsiflora,Hesperevax sparsiflora,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Holocarpha virgata,Holocarpha virgata,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Lactuca serriola,Lactuca serriola,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7
34,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Lupinus bicolor,Lupinus bicolor,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Lupinus nanus,Lupinus bicolor,Merge with bicolor,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Medicago polymorpha,Medicago polymorpha,,1,2011,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
34,Nonserp,Melica californica,Melica californica,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Plantago erecta,Plantago erecta,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Poa bulbosa,Poa bulbosa,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Senecio vulgaris,Senecio vulgaris,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,19
34,Nonserp,Torilis arvensis,Torilis arvensis,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,11,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
34,Nonserp,Vicia villosa,Vicia villosa,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34,Nonserp,Vulpia myuros,Vulpia myuros,,2,2010,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,20
35,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Athysanus pusillus,Athysanus pusillus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,NA,NEW,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5
35,Nonserp,Avena fatua,Avena fatua,,0,2012,7,25,9,19,,,,,,,,,,,,,,,,,1,,,,,,,,,,,61
35,Nonserp,Brodiaea elegans,Brodiaea elegans,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Bromus diandrus,Bromus diandrus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,1,,,,11,,,16,,,13,,,,,,,,,,,,,,,,,,,41
35,Nonserp,Bromus madritensis,Bromus madritensis,,4,2008,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,6
35,Nonserp,Castilleja attenuata,Castilleja attenuata,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,6,2006,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
35,Nonserp,Clarkia purpurea,Clarkia purpurea,,1,2011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
35,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,2,2010,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
35,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
35,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,9,1,,,2,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,16
35,Nonserp,Filago gallica,Filago gallica,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Geranium molle,Geranium molle,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Hemizonia congesta,Hemizonia congesta,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Holocarpha virgata,Holocarpha virgata,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Hordeum marinum,Hordeum marinum,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Hypochaeris radicata,Hypochaeris radicata,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Lactuca serriola,Lactuca serriola,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,9,,11,10,,,2,,,4,,,,,,,,,,,,,1,1,,,,,38
35,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Lupinus bicolor,Lupinus bicolor,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Lupinus nanus,Lupinus bicolor,Merge with bicolor,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Medicago polymorpha,Medicago polymorpha,,1,2011,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,4
35,Nonserp,Melilotus indica,Melilotus indica,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Micropus californicus,Micropus californicus,,6,2006,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2
35,Nonserp,Microseris douglasii,Microseris douglasii,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Plantago erecta,Plantago erecta,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Poa bulbosa,Poa bulbosa,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Senecio vulgaris,Senecio vulgaris,,10,2002,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
35,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,5
35,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,16,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,18
35,Nonserp,Triteleia laxa,Triteleia laxa,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Vicia villosa,Vicia villosa,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,Nonserp,Vulpia myuros,Vulpia myuros,,3,2009,,,,,,,10,,,2,,,,3,,,,,,,,,,,,,,,,,,15
36,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,8,2004,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
36,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Astragalus gambelianus,Astragalus gambelianus,,11,2001,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
36,Nonserp,Athysanus pusillus,Athysanus pusillus,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Avena fatua,Avena fatua,,0,2012,11,12,2,8,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,37
36,Nonserp,Brodiaea elegans,Brodiaea elegans,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Bromus diandrus,Bromus diandrus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3
36,Nonserp,Bromus madritensis,Bromus madritensis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Capsella bursa-pastoris,Capsella bursa-pastoris,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Castilleja attenuata,Castilleja attenuata,,11,2001,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
36,Nonserp,Centaurea melitensis,Centaurea melitensis,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Clarkia purpurea,Clarkia purpurea,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Crassula connata,Crassula connata,,NA,NEW,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,14
36,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Erodium botrys,Erodium botrys,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,3,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9
36,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
36,Nonserp,Eschscholzia californica,Eschscholzia californica,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Filago gallica,Filago gallica,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Geranium dissectum,Geranium dissectum,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Gnaphalium spp.,Gnaphalium californicum,Change to G. californicum,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Hemizonia congesta,Hemizonia congesta,,NA,NEW,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
36,Nonserp,Holocarpha virgata,Holocarpha virgata,,2,2010,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
36,Nonserp,Hordeum murinum,Hordeum murinum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lactuca serriola,Lactuca serriola,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Layia platyglossa,Layia platyglossa,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lepidium nitidum,Lepidium nitidum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lolium multiflorum,Lolium multiflorum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lotus humistratus,Lotus humistratus,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lupinus bicolor,Lupinus bicolor,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lupinus microcarpus,Lupinus microcarpus,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Lupinus nanus,Lupinus bicolor,Merge with bicolor,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Medicago polymorpha,Medicago polymorpha,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Micropus californicus,Micropus californicus,,NA,NEW,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
36,Nonserp,Nassella pulchra,Nassella pulchra,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Phlox gracilis,Phlox gracilis,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Plantago erecta,Plantago erecta,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Poa bulbosa,Poa bulbosa,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Silene gallica,Silene gallica,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Trifolium albopurpureum,Trifolium albopurpureum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
36,Nonserp,Triphysaria eriantha,Triphysaria eriantha,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,Nonserp,Vulpia myuros,Vulpia myuros,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,8,2004,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
37,Nonserp,Agoseris heterophylla,Agoseris heterophylla,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Allophyllum gilioides,Allophyllum gilioides,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Avena fatua,Avena fatua,,0,2012,55,37,9,3,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,109
37,Nonserp,Bromus diandrus,Bromus diandrus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
37,Nonserp,Bromus madritensis,Bromus madritensis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Centaurea melitensis,Centaurea melitensis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Clarkia purpurea,Clarkia purpurea,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Crassula connata,Crassula connata,,NA,NEW,,,,,,,34,,,5,,,,,,,,,,1,,3,,,,1,,,,,,44
37,Nonserp,Cryptantha flaccida,Cryptantha hispidula,Merge with Cryptantha hispidula,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Eremocarpus setigerus,Eremocarpus setigerus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Erodium botrys,Erodium botrys,,0,2012,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
37,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
37,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3
37,Nonserp,Filago gallica,Filago gallica,,0,2012,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2
37,Nonserp,Geranium dissectum,Geranium dissectum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Hieracium albiflorum,Hieracium albiflorum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Holocarpha virgata,Holocarpha virgata,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Hordeum marinum,Hordeum marinum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Juncus sp.,Juncus sp.,,NA,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
37,Nonserp,Lolium multiflorum,Lolium multiflorum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Lotus humistratus,Lotus humistratus,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Lupinus bicolor,Lupinus bicolor,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Lupinus microcarpus,Lupinus microcarpus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Lupinus succulentus,Lupinus succulentus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Medicago polymorpha,Medicago polymorpha,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Plantago erecta,Plantago erecta,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Poa bulbosa,Poa bulbosa,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Silene gallica,Silene gallica,,6,2006,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
37,Nonserp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
37,Nonserp,Trifolium microcephalum,Trifolium microcephalum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Vicia villosa,Vicia villosa,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,Nonserp,Vulpia myuros,Vulpia myuros,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Agoseris heterophylla,Agoseris heterophylla,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Aira caryophyllea,Aira caryophyllea,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Aphanes occidentalis,Aphanes occidentalis,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Astragalus gambelianus,Astragalus gambelianus,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Athysanus pusillus,Athysanus pusillus,,3,2009,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3
38,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,0,2012,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
38,Nonserp,Avena fatua,Avena fatua,,NA,NEW,2,,3,44,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,54
38,Nonserp,Bromus diandrus,Bromus diandrus,,0,2012,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,3
38,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,9,,,,,,32,12,,3,,,,,,,,,,,,,,,,56
38,Nonserp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Calandrinia ciliata,Calandrinia ciliata,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Cardamine oligosperma,Cardamine oligosperma,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Castilleja attenuata,Castilleja attenuata,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
38,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,2,2010,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
38,Nonserp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Clarkia purpurea,Clarkia purpurea,,0,2012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
38,Nonserp,Claytonia parviflora,Claytonia parviflora,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Crassula connata,Crassula connata,,NA,NEW,,,,,,,,,,29,,,,,1,,,,,,,2,,,,,,,,,,32
38,Nonserp,Cryptantha hispidula,Cryptantha hispidula,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Cynosurus echinatus,Cynosurus echinatus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Daucus pusillus,Daucus pusillus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Dodecatheon hendersonii,Dodecatheon hendersonii,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Epilobium brachycarpum,Epilobium brachycarpum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Eremocarpus setigerus,Eremocarpus setigerus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Erodium botrys,Erodium botrys,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
38,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
38,Nonserp,Euphorbia crenulata,Euphorbia crenulata,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Filago gallica,Filago gallica,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Galium aparine,Galium aparine,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Galium murale,Galium murale,,0,2012,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,4
38,Nonserp,Gastridium ventricosum,Gastridium ventricosum,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
38,Nonserp,Geranium molle,Geranium molle,,0,2012,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
38,Nonserp,Gilia tricolor,Gilia tricolor,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,Nonserp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
