"site","Serpentine","Grass.Forb","Species_Name","Year","Count"
11,"S","Forb","Githopsis specularioides",2012,1
57,"N","Forb","Githopsis specularioides",2014,1
25,"N","Forb","Githopsis specularioides",2014,1
26,"S","Forb","Githopsis specularioides",2014,1
8,"S","Forb","Grindelia camporum",2014,3
17,"N","Forb","Grindelia camporum",2012,1
5,"S","Forb","Grindelia camporum",2014,1
47,"S","Forb","Grindelia camporum",2012,2
49,"S","Forb","Grindelia camporum",2012,2
24,"S","Forb","Hemizonia congesta",2012,2
43,"N","Forb","Hemizonia congesta",2012,7
7,"S","Forb","Hemizonia congesta",2012,2
47,"S","Forb","Hemizonia congesta",2014,1
49,"S","Forb","Hemizonia congesta",2014,5
48,"S","Forb","Hemizonia congesta",2014,5
33,"S","Forb","Hemizonia congesta",2014,8
40,"N","Forb","Hemizonia congesta",2012,4
29,"S","Forb","Hemizonia congesta",2014,1
9,"S","Forb","Hemizonia congesta",2014,18
22,"S","Forb","Hemizonia congesta",2012,3
30,"S","Forb","Hemizonia congesta",2014,19
44,"S","Forb","Hemizonia congesta",2014,12
21,"S","Forb","Hemizonia congesta",2014,11
30,"S","Forb","Hemizonia congesta",2012,2
23,"S","Forb","Hemizonia congesta",2014,15
16,"S","Forb","Hemizonia congesta",2012,1
6,"S","Forb","Hemizonia congesta",2014,10
25,"N","Forb","Hemizonia congesta",2012,1
12,"S","Forb","Hemizonia congesta",2012,29
4,"S","Forb","Hemizonia congesta",2014,5
54,"N","Forb","Hemizonia congesta",2012,1
6,"S","Forb","Hemizonia congesta",2012,2
21,"S","Forb","Hemizonia congesta",2012,2
2,"S","Forb","Hemizonia congesta",2012,3
16,"S","Forb","Hemizonia congesta",2014,2
13,"S","Forb","Hemizonia congesta",2014,2
14,"S","Forb","Hemizonia congesta",2012,3
33,"S","Forb","Hemizonia congesta",2012,1
8,"S","Forb","Hemizonia congesta",2014,8
70,"N","Forb","Hemizonia congesta",2012,1
8,"S","Forb","Hemizonia congesta",2012,11
2,"S","Forb","Hemizonia congesta",2014,10
24,"S","Forb","Hemizonia congesta",2014,1
20,"S","Forb","Hemizonia congesta",2012,2
45,"S","Forb","Hemizonia congesta",2014,1
56,"N","Forb","Hemizonia congesta",2012,1
46,"S","Forb","Hemizonia congesta",2014,3
31,"S","Forb","Hemizonia congesta",2012,4
19,"S","Forb","Hemizonia congesta",2014,3
43,"N","Forb","Hemizonia congesta",2014,6
29,"S","Forb","Hemizonia congesta",2012,2
32,"S","Forb","Hemizonia congesta",2014,1
20,"S","Forb","Hemizonia congesta",2014,9
27,"S","Forb","Hemizonia congesta",2012,1
7,"S","Forb","Hemizonia congesta",2014,14
5,"S","Forb","Hemizonia congesta",2014,2
27,"S","Forb","Hemizonia congesta",2014,2
28,"S","Forb","Hemizonia congesta",2012,1
15,"S","Forb","Hemizonia congesta",2012,4
46,"S","Forb","Hemizonia congesta",2012,2
23,"S","Forb","Hemizonia congesta",2012,7
3,"S","Forb","Hemizonia congesta",2012,3
31,"S","Forb","Hemizonia congesta",2014,10
19,"S","Forb","Hemizonia congesta",2012,2
74,"N","Forb","Hemizonia congesta",2014,1
11,"S","Forb","Hemizonia congesta",2012,6
36,"N","Forb","Hemizonia congesta",2012,2
31,"S","Forb","Hesperolinon californicum",2012,2
29,"S","Forb","Hesperolinon californicum",2014,1
31,"S","Forb","Hesperolinon californicum",2014,1
30,"S","Forb","Hesperolinon californicum",2014,5
4,"S","Forb","Hesperolinon californicum",2014,2
44,"S","Forb","Hesperolinon disjunctum",2014,2
45,"S","Forb","Hesperolinon disjunctum",2014,4
13,"S","Forb","Hesperolinon disjunctum",2014,2
49,"S","Forb","Hesperolinon disjunctum",2014,7
33,"S","Forb","Hesperolinon disjunctum",2014,11
14,"S","Forb","Hesperolinon disjunctum",2014,3
48,"S","Forb","Hesperolinon disjunctum",2014,2
27,"S","Forb","Hesperolinon micranthum",2014,2
29,"S","Forb","Hesperolinon micranthum",2012,1
28,"S","Forb","Hesperolinon micranthum",2012,1
29,"S","Forb","Hesperolinon micranthum",2014,3
12,"S","Forb","Hesperolinon micranthum",2014,1
45,"S","Forb","Hesperolinon micranthum",2014,1
28,"S","Forb","Hesperolinon micranthum",2014,4
79,"N","Forb","Holocarpha virgata",2014,1
71,"N","Forb","Holocarpha virgata",2012,1
41,"N","Forb","Holocarpha virgata",2014,7
40,"N","Forb","Holocarpha virgata",2012,12
28,"S","Forb","Holocarpha virgata",2012,2
27,"S","Forb","Holocarpha virgata",2012,1
12,"S","Forb","Holocarpha virgata",2014,1
10,"S","Forb","Holocarpha virgata",2012,1
60,"N","Forb","Holocarpha virgata",2014,1
10,"S","Forb","Holocarpha virgata",2014,6
3,"S","Forb","Holocarpha virgata",2012,2
12,"S","Forb","Holocarpha virgata",2012,4
36,"N","Forb","Holocarpha virgata",2012,1
1,"S","Forb","Holocarpha virgata",2012,3
33,"S","Forb","Holocarpha virgata",2014,1
1,"S","Forb","Holocarpha virgata",2014,1
75,"N","Forb","Holocarpha virgata",2012,1
72,"N","Forb","Holocarpha virgata",2014,2
77,"N","Forb","Holocarpha virgata",2014,1
3,"S","Forb","Holocarpha virgata",2014,2
7,"S","Forb","Holocarpha virgata",2012,4
7,"S","Forb","Holocarpha virgata",2014,7
39,"N","Forb","Holocarpha virgata",2012,2
40,"N","Forb","Holocarpha virgata",2014,2
79,"N","Forb","Holocarpha virgata",2012,1
59,"N","Forb","Holocarpha virgata",2014,1
8,"S","Forb","Holocarpha virgata",2014,10
21,"S","Forb","Holocarpha virgata",2014,10
68,"N","Forb","Holocarpha virgata",2014,1
57,"N","Forb","Holocarpha virgata",2012,2
71,"N","Forb","Holocarpha virgata",2014,3
63,"N","Forb","Holocarpha virgata",2012,1
27,"S","Forb","Holocarpha virgata",2014,2
57,"N","Forb","Holocarpha virgata",2014,3
72,"N","Forb","Holocarpha virgata",2012,6
80,"N","Forb","Holocarpha virgata",2012,2
68,"N","Forb","Holocarpha virgata",2012,1
80,"N","Forb","Holocarpha virgata",2014,1
42,"N","Forb","Holocarpha virgata",2014,1
26,"S","Forb","Holocarpha virgata",2014,4
39,"N","Forb","Holocarpha virgata",2014,4
8,"S","Forb","Holocarpha virgata",2012,1
61,"N","Grass","Hordeum marinum",2012,3
24,"S","Grass","Hordeum murinum",2012,2
58,"N","Forb","Hypochaeris glabra",2012,18
38,"N","Forb","Hypochaeris glabra",2012,1
25,"N","Forb","Hypochaeris glabra",2012,1
41,"N","Forb","Hypochaeris glabra",2012,3
24,"S","Forb","Hypochaeris glabra",2012,1
58,"N","Forb","Hypochaeris glabra",2014,9
22,"S","Forb","Hypochaeris glabra",2012,4
60,"N","Forb","Hypochaeris glabra",2012,2
15,"S","Forb","Hypochaeris glabra",2012,35
57,"N","Forb","Hypochaeris glabra",2012,36
43,"N","Forb","Hypochaeris glabra",2012,2
8,"S","Forb","Hypochaeris glabra",2012,2
43,"N","Forb","Hypochaeris glabra",2014,1
60,"N","Forb","Hypochaeris glabra",2014,1
3,"S","Forb","Hypochaeris glabra",2012,3
51,"N","Forb","Hypochaeris glabra",2012,13
7,"S","Forb","Hypochaeris glabra",2012,1
40,"N","Forb","Hypochaeris glabra",2014,1
59,"N","Forb","Hypochaeris glabra",2014,2
15,"S","Forb","Hypochaeris glabra",2014,5
56,"N","Forb","Hypochaeris glabra",2012,1
10,"S","Forb","Hypochaeris glabra",2012,3
63,"N","Forb","Hypochaeris glabra",2012,6
76,"N","Forb","Hypochaeris glabra",2012,2
32,"S","Forb","Hypochaeris glabra",2012,1
63,"N","Forb","Hypochaeris glabra",2014,2
23,"S","Forb","Hypochaeris glabra",2012,2
39,"N","Forb","Hypochaeris glabra",2012,15
78,"N","Forb","Hypochaeris glabra",2012,2
40,"N","Forb","Hypochaeris glabra",2012,43
59,"N","Grass","Juncus bufonius",2012,14
54,"N","Grass","Juncus bufonius",2014,16
10,"S","Grass","Juncus bufonius",2012,11
41,"N","Grass","Juncus bufonius",2012,1
28,"S","Grass","Juncus bufonius",2014,1
66,"N","Grass","Juncus bufonius",2014,63
69,"N","Grass","Juncus bufonius",2012,52
70,"N","Grass","Juncus bufonius",2014,8
74,"N","Grass","Juncus bufonius",2014,6
5,"S","Grass","Juncus bufonius",2012,1
59,"N","Grass","Juncus bufonius",2014,67
8,"S","Grass","Juncus bufonius",2014,14
60,"N","Grass","Juncus bufonius",2014,4
40,"N","Grass","Juncus bufonius",2014,77
46,"S","Grass","Juncus bufonius",2014,1
80,"N","Grass","Juncus bufonius",2014,15
79,"N","Grass","Juncus bufonius",2012,11
65,"N","Grass","Juncus bufonius",2012,7
80,"N","Grass","Juncus bufonius",2012,5
9,"S","Grass","Juncus bufonius",2014,20
39,"N","Grass","Juncus bufonius",2014,30
40,"N","Grass","Juncus bufonius",2012,69
33,"S","Grass","Juncus bufonius",2014,1
3,"S","Grass","Juncus bufonius",2014,1
67,"N","Grass","Juncus bufonius",2014,1
22,"S","Grass","Juncus bufonius",2014,1
26,"S","Grass","Juncus bufonius",2014,14
1,"S","Grass","Juncus bufonius",2014,2
61,"N","Grass","Juncus bufonius",2014,7
5,"S","Grass","Juncus bufonius",2014,6
9,"S","Grass","Juncus bufonius",2012,3
58,"N","Grass","Juncus bufonius",2014,2
55,"S","Grass","Juncus bufonius",2014,1
71,"N","Grass","Juncus bufonius",2014,1
68,"N","Grass","Juncus bufonius",2012,1
4,"S","Grass","Juncus bufonius",2014,1
56,"N","Grass","Juncus bufonius",2012,1
42,"N","Grass","Juncus bufonius",2014,11
16,"S","Grass","Juncus bufonius",2014,1
13,"S","Grass","Juncus bufonius",2014,4
24,"S","Grass","Juncus bufonius",2012,3
29,"S","Grass","Juncus bufonius",2014,1
8,"S","Grass","Juncus bufonius",2012,3
72,"N","Grass","Juncus bufonius",2014,3
78,"N","Grass","Juncus bufonius",2014,82
67,"N","Grass","Juncus bufonius",2012,1
41,"N","Grass","Juncus bufonius",2014,6
68,"N","Grass","Juncus bufonius",2014,14
74,"N","Grass","Juncus bufonius",2012,2
34,"N","Grass","Juncus bufonius",2014,1
15,"S","Grass","Juncus bufonius",2014,18
26,"S","Grass","Juncus bufonius",2012,6
65,"N","Grass","Juncus bufonius",2014,5
6,"S","Grass","Juncus bufonius",2014,1
69,"N","Grass","Juncus bufonius",2014,81
20,"S","Grass","Juncus bufonius",2014,2
66,"N","Grass","Juncus bufonius",2012,166
14,"S","Grass","Juncus bufonius",2014,6
38,"N","Grass","Juncus bufonius",2012,15
38,"N","Grass","Juncus bufonius",2014,16
75,"N","Grass","Juncus bufonius",2014,8
24,"S","Grass","Juncus bufonius",2014,1
52,"N","Grass","Juncus bufonius",2014,2
10,"S","Grass","Juncus bufonius",2014,18
27,"S","Grass","Juncus bufonius",2014,2
54,"N","Grass","Juncus bufonius",2012,4
35,"N","Grass","Juncus bufonius",2014,3
50,"N","Grass","Juncus bufonius",2014,9
79,"N","Grass","Juncus bufonius",2014,65
61,"N","Grass","Juncus bufonius",2012,10
15,"S","Grass","Juncus bufonius",2012,2
39,"N","Grass","Juncus bufonius",2012,2
78,"N","Grass","Juncus bufonius",2012,22
24,"S","Forb","Lactuca serriola",2012,1
4,"S","Forb","Lactuca serriola",2012,2
68,"N","Forb","Lactuca serriola",2012,2
5,"S","Forb","Lactuca serriola",2014,3
38,"N","Forb","Lactuca serriola",2012,1
76,"N","Forb","Lactuca serriola",2012,1
2,"S","Forb","Lactuca serriola",2012,7
24,"S","Forb","Lactuca serriola",2014,1
58,"N","Forb","Lactuca serriola",2014,2
43,"N","Forb","Lactuca serriola",2014,16
3,"S","Forb","Lactuca serriola",2014,1
4,"S","Forb","Lactuca serriola",2014,2
44,"S","Forb","Lactuca serriola",2014,1
9,"S","Forb","Lactuca serriola",2012,2
74,"N","Forb","Lactuca serriola",2012,1
59,"N","Forb","Lactuca serriola",2014,2
25,"N","Forb","Lactuca serriola",2012,1
43,"N","Forb","Lactuca serriola",2012,1
15,"S","Forb","Lactuca serriola",2014,1
39,"N","Forb","Lactuca serriola",2012,3
69,"N","Forb","Lactuca serriola",2014,1
11,"S","Forb","Lactuca serriola",2012,2
48,"S","Forb","Lactuca serriola",2012,2
9,"S","Forb","Lactuca serriola",2014,2
15,"S","Forb","Lactuca serriola",2012,2
31,"S","Forb","Lactuca serriola",2012,1
50,"N","Forb","Lactuca serriola",2012,5
79,"N","Forb","Lactuca serriola",2012,1
7,"S","Forb","Lactuca serriola",2012,2
51,"N","Forb","Lactuca serriola",2012,1
1,"S","Forb","Lactuca serriola",2012,6
21,"S","Forb","Lactuca serriola",2014,1
8,"S","Forb","Lactuca serriola",2014,5
40,"N","Forb","Lactuca serriola",2012,2
20,"S","Forb","Lactuca serriola",2012,1
66,"N","Forb","Lactuca serriola",2012,4
6,"S","Forb","Lactuca serriola",2012,4
14,"S","Forb","Lactuca serriola",2014,1
57,"N","Forb","Lactuca serriola",2014,2
39,"N","Forb","Lactuca serriola",2014,1
29,"S","Forb","Lactuca serriola",2012,3
20,"S","Forb","Lactuca serriola",2014,1
38,"N","Forb","Lactuca serriola",2014,1
42,"N","Forb","Lactuca serriola",2012,2
12,"S","Forb","Lactuca serriola",2014,1
19,"S","Forb","Lactuca serriola",2014,1
65,"N","Forb","Lactuca serriola",2012,1
72,"N","Forb","Lactuca serriola",2014,1
5,"S","Forb","Lactuca serriola",2012,3
53,"N","Forb","Lactuca serriola",2012,1
8,"S","Forb","Lactuca serriola",2012,5
6,"S","Forb","Lactuca serriola",2014,1
16,"S","Forb","Lactuca serriola",2014,3
46,"S","Forb","Lactuca serriola",2012,1
63,"N","Forb","Lactuca serriola",2012,1
2,"S","Forb","Lactuca serriola",2014,10
47,"S","Forb","Lactuca serriola",2014,1
40,"N","Forb","Lactuca serriola",2014,1
13,"S","Forb","Lagophylla minor",2012,2
14,"S","Forb","Lagophylla minor",2012,1
27,"S","Forb","Lagophylla minor",2014,1
13,"S","Forb","Lagophylla minor",2014,2
2,"S","Forb","Lasthenia californica",2014,2
8,"S","Forb","Lasthenia californica",2012,4
4,"S","Forb","Lasthenia californica",2014,2
6,"S","Forb","Lasthenia californica",2014,31
10,"S","Forb","Lasthenia californica",2014,3
31,"S","Forb","Lasthenia californica",2012,8
3,"S","Forb","Lasthenia californica",2012,2
24,"S","Forb","Lasthenia californica",2012,3
24,"S","Forb","Lasthenia californica",2014,11
19,"S","Forb","Lasthenia californica",2014,39
8,"S","Forb","Lasthenia californica",2014,16
12,"S","Forb","Lasthenia californica",2012,2
28,"S","Forb","Lasthenia californica",2014,3
6,"S","Forb","Lasthenia californica",2012,18
27,"S","Forb","Lasthenia californica",2012,14
22,"S","Forb","Lasthenia californica",2012,1
48,"S","Forb","Lasthenia californica",2012,1
15,"S","Forb","Lasthenia californica",2012,3
30,"S","Forb","Lasthenia californica",2012,1
26,"S","Forb","Lasthenia californica",2014,1
21,"S","Forb","Lasthenia californica",2012,2
30,"S","Forb","Lasthenia californica",2014,3
4,"S","Forb","Lasthenia californica",2012,2
7,"S","Forb","Lasthenia californica",2014,7
19,"S","Forb","Lasthenia californica",2012,1
51,"N","Forb","Lasthenia californica",2012,1
13,"S","Forb","Lasthenia californica",2012,4
13,"S","Forb","Lasthenia californica",2014,3
28,"S","Forb","Lasthenia californica",2012,5
27,"S","Forb","Lasthenia californica",2014,3
14,"S","Forb","Lasthenia californica",2012,2
3,"S","Forb","Lasthenia californica",2014,12
7,"S","Forb","Lasthenia californica",2012,1
23,"S","Forb","Lasthenia californica",2014,4
11,"S","Forb","Lasthenia californica",2012,1
10,"S","Forb","Lasthenia californica",2012,1
17,"N","Forb","Lepidium nitidum",2012,1
28,"S","Forb","Lessingia ramulosa",2014,1
27,"S","Forb","Lessingia ramulosa",2014,7
13,"S","Forb","Lessingia ramulosa",2014,10
16,"S","Forb","Lessingia ramulosa",2014,2
15,"S","Forb","Lessingia ramulosa",2014,2
10,"S","Forb","Linanthus bicolor",2012,2
10,"S","Forb","Linanthus bicolor",2014,9
7,"S","Forb","Linanthus bicolor",2012,5
59,"N","Forb","Linanthus bicolor",2012,1
8,"S","Forb","Linanthus bicolor",2012,2
11,"S","Forb","Linanthus bicolor",2012,5
38,"N","Forb","Linanthus ciliatus",2014,2
39,"N","Forb","Linanthus ciliatus",2014,7
55,"S","Forb","Linanthus jepsonii",2014,1
38,"N","Forb","Lithophragma heterophyllum",2014,5
69,"N","Grass","Lolium multiflorum",2012,35
14,"S","Grass","Lolium multiflorum",2014,34
4,"S","Grass","Lolium multiflorum",2012,3
68,"N","Grass","Lolium multiflorum",2012,2
18,"S","Grass","Lolium multiflorum",2012,5
40,"N","Grass","Lolium multiflorum",2014,21
56,"N","Grass","Lolium multiflorum",2014,1
1,"S","Grass","Lolium multiflorum",2012,41
11,"S","Grass","Lolium multiflorum",2012,18
5,"S","Grass","Lolium multiflorum",2012,4
20,"S","Grass","Lolium multiflorum",2014,137
61,"N","Grass","Lolium multiflorum",2014,3
75,"N","Grass","Lolium multiflorum",2012,2
2,"S","Grass","Lolium multiflorum",2012,80
16,"S","Grass","Lolium multiflorum",2012,35
24,"S","Grass","Lolium multiflorum",2014,115
3,"S","Grass","Lolium multiflorum",2012,15
54,"N","Grass","Lolium multiflorum",2014,3
69,"N","Grass","Lolium multiflorum",2014,3
75,"N","Grass","Lolium multiflorum",2014,6
48,"S","Grass","Lolium multiflorum",2012,3
65,"N","Grass","Lolium multiflorum",2012,1
43,"N","Grass","Lolium multiflorum",2014,33
73,"N","Grass","Lolium multiflorum",2012,10
23,"S","Grass","Lolium multiflorum",2014,64
22,"S","Grass","Lolium multiflorum",2014,53
56,"N","Grass","Lolium multiflorum",2012,2
21,"S","Grass","Lolium multiflorum",2012,49
8,"S","Grass","Lolium multiflorum",2014,3
21,"S","Grass","Lolium multiflorum",2014,22
70,"N","Grass","Lolium multiflorum",2012,11
63,"N","Grass","Lolium multiflorum",2012,4
9,"S","Grass","Lolium multiflorum",2012,2
58,"N","Grass","Lolium multiflorum",2014,5
42,"N","Grass","Lolium multiflorum",2014,55
78,"N","Grass","Lolium multiflorum",2012,12
34,"N","Grass","Lolium multiflorum",2012,7
19,"S","Grass","Lolium multiflorum",2014,27
8,"S","Grass","Lolium multiflorum",2012,33
23,"S","Grass","Lolium multiflorum",2012,98
64,"N","Grass","Lolium multiflorum",2012,15
15,"S","Grass","Lolium multiflorum",2014,50
19,"S","Grass","Lolium multiflorum",2012,32
24,"S","Grass","Lolium multiflorum",2012,72
61,"N","Grass","Lolium multiflorum",2012,3
12,"S","Grass","Lolium multiflorum",2014,11
71,"N","Grass","Lolium multiflorum",2012,1
25,"N","Grass","Lolium multiflorum",2012,4
17,"N","Grass","Lolium multiflorum",2012,3
40,"N","Grass","Lolium multiflorum",2012,38
16,"S","Grass","Lolium multiflorum",2014,48
66,"N","Grass","Lolium multiflorum",2012,4
1,"S","Grass","Lolium multiflorum",2014,19
64,"N","Grass","Lolium multiflorum",2014,5
20,"S","Grass","Lolium multiflorum",2012,61
2,"S","Grass","Lolium multiflorum",2014,41
15,"S","Grass","Lolium multiflorum",2012,50
67,"N","Grass","Lolium multiflorum",2014,2
43,"N","Grass","Lolium multiflorum",2012,21
35,"N","Grass","Lolium multiflorum",2012,38
54,"N","Grass","Lolium multiflorum",2012,10
74,"N","Grass","Lolium multiflorum",2012,2
42,"N","Grass","Lolium multiflorum",2012,6
80,"N","Grass","Lolium multiflorum",2014,2
14,"S","Grass","Lolium multiflorum",2012,12
63,"N","Grass","Lolium multiflorum",2014,3
22,"S","Grass","Lolium multiflorum",2012,67
11,"S","Grass","Lolium multiflorum",2014,13
25,"N","Grass","Lolium multiflorum",2014,2
78,"N","Forb","Lomatium utriculatum",2012,1
18,"S","Forb","Lotus humistratus",2014,4
9,"S","Forb","Lotus humistratus",2012,1
49,"S","Forb","Lotus humistratus",2014,2
3,"S","Forb","Lotus humistratus",2014,1
14,"S","Forb","Lotus humistratus",2012,2
27,"S","Forb","Lotus humistratus",2014,13
2,"S","Forb","Lotus humistratus",2014,1
45,"S","Forb","Lotus humistratus",2012,1
13,"S","Forb","Lotus humistratus",2012,3
31,"S","Forb","Lotus humistratus",2012,1
33,"S","Forb","Lotus humistratus",2012,1
40,"N","Forb","Lotus humistratus",2014,1
7,"S","Forb","Lotus humistratus",2012,3
18,"S","Forb","Lotus humistratus",2012,1
45,"S","Forb","Lotus humistratus",2014,2
7,"S","Forb","Lotus humistratus",2014,10
27,"S","Forb","Lotus humistratus",2012,1
46,"S","Forb","Lotus humistratus",2014,4
31,"S","Forb","Lotus humistratus",2014,4
55,"S","Forb","Lotus humistratus",2014,3
13,"S","Forb","Lotus humistratus",2014,9
11,"S","Forb","Lotus humistratus",2012,2
29,"S","Forb","Lotus humistratus",2014,7
29,"S","Forb","Lotus humistratus",2012,5
9,"S","Forb","Lotus humistratus",2014,13
33,"S","Forb","Lotus humistratus",2014,1
14,"S","Forb","Lotus humistratus",2014,1
29,"S","Forb","Lotus micranthus",2012,2
6,"S","Forb","Lotus micranthus",2014,1
23,"S","Forb","Lotus micranthus",2014,2
30,"S","Forb","Lotus micranthus",2012,1
9,"S","Forb","Lotus purshianus",2014,1
48,"S","Forb","Lotus wrangelianus",2012,1
45,"S","Forb","Lotus wrangelianus",2014,12
22,"S","Forb","Lotus wrangelianus",2014,2
11,"S","Forb","Lotus wrangelianus",2012,2
7,"S","Forb","Lotus wrangelianus",2014,5
21,"S","Forb","Lotus wrangelianus",2012,1
48,"S","Forb","Lotus wrangelianus",2014,1
52,"N","Forb","Lotus wrangelianus",2012,1
19,"S","Forb","Lotus wrangelianus",2012,2
16,"S","Forb","Lotus wrangelianus",2012,1
1,"S","Forb","Lotus wrangelianus",2012,11
42,"N","Forb","Lotus wrangelianus",2014,3
60,"N","Forb","Lotus wrangelianus",2012,1
63,"N","Forb","Lotus wrangelianus",2012,2
50,"N","Forb","Lotus wrangelianus",2012,1
73,"N","Forb","Lotus wrangelianus",2012,2
9,"S","Forb","Lotus wrangelianus",2014,1
21,"S","Forb","Lotus wrangelianus",2014,23
7,"S","Forb","Lotus wrangelianus",2012,7
12,"S","Forb","Lotus wrangelianus",2014,1
43,"N","Forb","Lotus wrangelianus",2014,1
4,"S","Forb","Lotus wrangelianus",2014,1
19,"S","Forb","Lotus wrangelianus",2014,12
58,"N","Forb","Lotus wrangelianus",2012,3
60,"N","Forb","Lotus wrangelianus",2014,4
22,"S","Forb","Lotus wrangelianus",2012,4
3,"S","Forb","Lotus wrangelianus",2014,2
10,"S","Forb","Lotus wrangelianus",2012,21
10,"S","Forb","Lotus wrangelianus",2014,2
25,"N","Forb","Lotus wrangelianus",2014,1
27,"S","Forb","Lotus wrangelianus",2012,3
55,"S","Forb","Lotus wrangelianus",2014,2
38,"N","Forb","Lotus wrangelianus",2012,1
23,"S","Forb","Lotus wrangelianus",2014,2
11,"S","Forb","Lotus wrangelianus",2014,1
41,"N","Forb","Lotus wrangelianus",2012,2
16,"S","Forb","Lotus wrangelianus",2014,15
30,"S","Forb","Lotus wrangelianus",2014,1
49,"S","Forb","Lotus wrangelianus",2012,1
63,"N","Forb","Lotus wrangelianus",2014,4
32,"S","Forb","Lotus wrangelianus",2014,1
28,"S","Forb","Lotus wrangelianus",2014,2
46,"S","Forb","Lotus wrangelianus",2014,1
55,"S","Forb","Lotus wrangelianus",2012,1
57,"N","Forb","Lotus wrangelianus",2014,1
40,"N","Forb","Lupinus bicolor",2012,2
3,"S","Forb","Lupinus bicolor",2014,1
76,"N","Forb","Lupinus bicolor",2012,2
1,"S","Forb","Lupinus bicolor",2014,1
77,"N","Forb","Lupinus bicolor",2014,1
67,"N","Forb","Lupinus bicolor",2012,4
66,"N","Forb","Lupinus bicolor",2012,2
8,"S","Forb","Lupinus bicolor",2012,1
41,"N","Forb","Lupinus bicolor",2012,4
62,"N","Forb","Lupinus bicolor",2012,1
17,"N","Forb","Lupinus bicolor",2012,1
77,"N","Forb","Lupinus bicolor",2012,4
71,"N","Forb","Lupinus bicolor",2014,2
22,"S","Forb","Lupinus bicolor",2012,1
42,"N","Forb","Lupinus bicolor",2014,4
80,"N","Forb","Lupinus bicolor",2012,1
78,"N","Forb","Lupinus bicolor",2012,1
51,"N","Forb","Lupinus bicolor",2012,1
76,"N","Forb","Lupinus bicolor",2014,2
50,"N","Forb","Lupinus bicolor",2014,1
80,"N","Forb","Lupinus bicolor",2014,1
39,"N","Forb","Lupinus bicolor",2014,2
73,"N","Forb","Lupinus bicolor",2012,1
40,"N","Forb","Lupinus bicolor",2014,4
71,"N","Forb","Lupinus bicolor",2012,2
53,"N","Forb","Lupinus bicolor",2014,2
8,"S","Forb","Lupinus bicolor",2014,19
73,"N","Forb","Lupinus bicolor",2014,2
74,"N","Forb","Lupinus bicolor",2014,2
41,"N","Forb","Lupinus bicolor",2014,4
52,"N","Forb","Lupinus bicolor",2012,1
25,"N","Forb","Lupinus bicolor",2012,1
36,"N","Forb","Lupinus bicolor",2014,1
74,"N","Forb","Lupinus bicolor",2012,2
63,"N","Forb","Lupinus bicolor",2014,1
38,"N","Forb","Lupinus bicolor",2014,2
77,"N","Forb","Lupinus microcarpus",2012,1
46,"S","Forb","Lupinus microcarpus",2012,1
32,"S","Forb","Lupinus succulentus",2014,2
49,"S","Forb","Lupinus succulentus",2014,2
70,"N","Forb","Lupinus succulentus",2012,1
32,"S","Forb","Lupinus succulentus",2012,1
45,"S","Forb","Lupinus succulentus",2014,1
78,"N","Forb","Madia exigua",2014,1
76,"N","Forb","Madia exigua",2014,1
54,"N","Forb","Madia gracilis",2014,2
78,"N","Forb","Medicago polymorpha",2012,15
79,"N","Forb","Medicago polymorpha",2012,2
72,"N","Forb","Medicago polymorpha",2012,2
42,"N","Forb","Medicago polymorpha",2012,1
76,"N","Forb","Medicago polymorpha",2012,8
8,"S","Forb","Medicago polymorpha",2012,3
73,"N","Forb","Medicago polymorpha",2014,1
43,"N","Forb","Medicago polymorpha",2012,4
67,"N","Forb","Medicago polymorpha",2014,1
61,"N","Forb","Medicago polymorpha",2014,2
34,"N","Forb","Medicago polymorpha",2012,1
76,"N","Forb","Medicago polymorpha",2014,2
15,"S","Forb","Medicago polymorpha",2012,1
17,"N","Forb","Medicago polymorpha",2014,1
35,"N","Forb","Medicago polymorpha",2014,2
66,"N","Forb","Medicago polymorpha",2012,2
78,"N","Forb","Medicago polymorpha",2014,2
68,"N","Forb","Medicago polymorpha",2012,2
70,"N","Forb","Medicago polymorpha",2012,1
63,"N","Forb","Medicago polymorpha",2012,1
17,"N","Forb","Medicago polymorpha",2012,1
35,"N","Forb","Medicago polymorpha",2012,4
62,"N","Forb","Medicago polymorpha",2012,9
69,"N","Forb","Medicago polymorpha",2012,2
54,"N","Forb","Medicago polymorpha",2012,1
24,"S","Forb","Melilotus indica",2014,1
43,"N","Forb","Melilotus indica",2012,1
78,"N","Forb","Melilotus indica",2012,6
53,"N","Forb","Melilotus indica",2012,1
29,"S","Forb","Melilotus indica",2012,4
69,"N","Forb","Melilotus indica",2012,31
5,"S","Forb","Melilotus indica",2014,2
68,"N","Forb","Melilotus indica",2012,3
75,"N","Forb","Melilotus indica",2012,5
5,"S","Forb","Melilotus indica",2012,2
69,"N","Forb","Melilotus indica",2014,4
24,"S","Forb","Melilotus indica",2012,7
71,"N","Forb","Melilotus indica",2012,1
17,"N","Forb","Melilotus indica",2012,1
40,"N","Forb","Micropus californicus",2012,12
54,"N","Forb","Micropus californicus",2012,1
51,"N","Forb","Micropus californicus",2012,2
29,"S","Forb","Micropus californicus",2014,2
24,"S","Forb","Micropus californicus",2014,2
56,"N","Forb","Micropus californicus",2012,9
12,"S","Forb","Micropus californicus",2014,25
3,"S","Forb","Micropus californicus",2014,3
