Date,Plot,Species name,# of seedlings,Notes,
1/28/15,48,Bromus hordeaceus,2,,
1/28/15,48,Plantago erecta,14,,
1/28/15,48,Vulpia microstachys,3,vulpia microstachys?,
2/9/15,48,Bromus hordeaceus,1,,
2/9/15,48,Bromus madritensis,1,,
2/9/15,48,Calycadenia pauciflora,1,,
2/9/15,48,Castilleja attenuata,2,,
2/11/15,48,Centaurium trichanthum,1,"others in plot, see unlabeled stick; check data sheet",
2/11/15,48,Avena fatua,1,,
2/11/15,48,Vulpia microstachys,2,,
2/18/15,48,Avena fatua,3,,
3/4/15,48,Avena fatua,1,,
3/4/15,48,Bromus diandrus,1,,
3/4/15,48,Hesperolinon disjunctum,2,,
3/4/15,48,Navarretia jepsonii,1,,
3/13/15,48,Dichelostemma capitatum,1,,
12/10/14,49,Lotus humistratus,2,,
12/13/14,49,Hemizonia congesta,4,,
12/14/14,49,Hemizonia congesta,1,,
1/28/15,49,Avena fatua,1,,
1/28/15,49,Bromus hordeaceus,7,,
1/28/15,49,Lupinus succulentus,1,,
1/28/15,49,Navarretia pubescens,1,,
1/28/15,49,Plantago erecta,13,,
2/9/15,49,Bromus hordeaceus,1,,
2/9/15,49,Bromus madritensis,1,,
2/9/15,49,Lupinus succulentus,1,,
2/11/15,49,Bromus madritensis,1,,
2/18/15,49,Plantago erecta,7,,
2/18/15,49,Vulpia microstachys,1,,
3/1/15,49,Hesperolinon disjunctum,7,,
3/11/15,49,Dichelostemma capitatum,1,,
12/8/14,50,Erodium cicutarium,1,,
12/16/14,50,Bromus hordeaceus,2,"see plot 54, red veined hairy color",
1/18/15,50,Silene gallica,1,,
1/23/15,50,Avena fatua,2,,
1/23/15,50,Bromus hordeaceus,2,,
1/23/15,50,Juncus bufonius,6,,
1/23/15,50,Torilis arvensis,1,,
2/7/15,50,Cerastium glomeratum,1,,
2/7/15,50,Juncus bufonius,3,,
2/7/15,50,Silene gallica,1,,
2/9/15,50,Filago gallica,7,,
2/9/15,50,Silene gallica,2,,
3/4/15,50,Lupinus bicolor,1,,
3/11/15,50,Filago gallica,1,,
12/8/14,51,Avena fatua,1,,
12/8/14,51,Vicia villosa,1,,
1/5/15,51,Vicia villosa,1,,
1/28/15,51,Avena fatua,6,,
1/28/15,51,Bromus diandrus,1,,
1/28/15,51,Crassula connata,3,,
1/28/15,51,Daucus pusillus,1,,
2/9/15,51,Centaurea solstitialis,1,,
2/9/15,51,Cerastium glomeratum,1,,
2/9/15,51,Navarretia pubescens,2,,
2/9/15,51,Vulpia myuros,1,,
2/20/15,51,Filago gallica,10,,
3/11/15,51,Filago gallica,18,,
3/11/15,51,Micropus californicus,2,,
12/10/14,52,Erodium cicutarium,1,,
12/13/14,52,Trifolium hirtum,1,,
1/9/15,52,Daucus pusillus,2,,
1/28/15,52,Athysanus pusillus,1,,
1/28/15,52,Avena fatua,4,,
1/28/15,52,Bromus diandrus,3,,
1/28/15,52,Bromus hordeaceus,3,,
1/28/15,52,Clarkia purpurea,2,,
1/28/15,52,Juncus bufonius,2,,
2/9/15,52,Cerastium glomeratum,1,,
2/9/15,52,Senecio vulgaris,1,,
2/9/15,52,Silene gallica,1,,
2/11/15,52,Crassula connata,1,,
2/18/15,52,Bromus hordeaceus,2,,
2/18/15,52,Crassula connata,1,,
3/4/15,52,Avena fatua,4,,
3/4/15,52,Vulpia myuros,1,,
3/11/15,52,Filago gallica,1,,
3/11/15,52,Galium aparine,4,,
12/14/14,53,Erodium cicutarium,2,,
12/16/14,53,Avena fatua,3,,
12/16/14,53,Trifolium microcephalum,1,,
1/9/15,53,Lupinus bicolor,1,,
1/28/15,53,Avena fatua,8,,
1/28/15,53,Bromus diandrus,8,,
1/28/15,53,Bromus hordeaceus,3,,
1/28/15,53,Galium murale,5,,
2/7/15,53,Cerastium glomeratum,1,,
2/7/15,53,Torilis arvensis,1,,
2/18/15,53,Avena fatua,4,,
2/18/15,53,Bromus diandrus,2,,
2/18/15,53,Galium murale,2,,
2/18/15,53,Lupinus bicolor,1,,
3/4/15,53,Avena fatua,2,,
3/11/15,53,Filago gallica,1,,
3/11/15,53,Galium murale,1,,
12/14/14,54,Vicia villosa,1,,
12/16/14,54,Trifolium hirtum,2,,
1/9/15,54,Vicia villosa,1,,
1/18/15,54,Daucus pusillus,1,,
1/18/15,54,Juncus bufonius,10,,
1/18/15,54,Torilis arvensis,1,,
1/28/15,54,Avena fatua,1,,
1/28/15,54,Bromus diandrus,1,,
1/28/15,54,Bromus hordeaceus,5,,
1/28/15,54,Clarkia purpurea,1,,
1/28/15,54,Galium murale,1,,
1/28/15,54,Juncus bufonius,5,,
1/28/15,54,Lolium multiflorum,3,,
1/28/15,54,Trifolium bifidum,1,,
2/4/15,54,Madia gracilis,1,,
2/7/15,54,Cerastium glomeratum,5,,
2/9/15,54,Bromus hordeaceus,1,,
2/9/15,54,Cerastium glomeratum,1,,
2/9/15,54,Juncus bufonius,1,,
2/9/15,54,Mimulus guttatus,1,,
2/11/15,54,Centaurea solstitialis,3,,
2/18/15,54,Avena fatua,1,,
2/20/15,54,Ranunculus occidentalis,1,,
3/4/15,54,Avena fatua,1,,
3/4/15,54,Bromus madritensis,1,,
3/4/15,54,Micropus californicus,2,,
3/4/15,54,Vulpia myuros,1,,
3/11/15,54,Avena fatua,2,,
12/10/14,55,Lotus humistratus,1,,
12/10/14,55,Lotus humistratus,2,,
12/13/14,55,Lotus wrangelianus,2,,
12/13/14,55,Plantago erecta,5,,
1/18/15,55,Astragalus gambelianus,2,,
1/18/15,55,Calycadenia pauciflora,10,,
1/18/15,55,Calycadenia pauciflora,2,,
1/18/15,55,Plantago erecta,5,,
2/1/15,55,Calycadenia pauciflora,1,,
2/1/15,55,Eriogonum vimineum,7,,
2/4/15,55,Calycadenia pauciflora,1,,
2/11/15,55,Bromus madritensis,1,,
2/11/15,55,Vulpia microstachys,43,,
2/18/15,55,Plantago erecta,33,,
2/25/15,55,Bromus hordeaceus,1,,
2/25/15,55,Plantago erecta,7,,
2/25/15,55,Vulpia microstachys,2,,
3/4/15,55,Navarretia jepsonii,5,,
3/4/15,55,Vulpia microstachys,1,,
3/11/15,55,Linanthus jepsonii,1,,
3/13/15,55,Navarretia jepsonii,2,,
3/13/15,55,Rigiopappus leptocladus,1,,
12/10/14,56,Erodium brachycarpum,56,,
12/13/14,56,Plantago erecta,1,,
1/5/15,56,Bromus madritensis,23,,
1/5/15,56,Plantago erecta,3,,
1/14/15,56,Avena fatua,1,,
1/14/15,56,Bromus hordeaceus,1,,
1/14/15,56,Bromus madritensis,4,,
1/14/15,56,Crassula connata,6,,
2/1/15,56,Bromus madritensis,3,,
2/1/15,56,Castilleja attenuata,2,,
2/1/15,56,Cerastium glomeratum,1,super hairy- see stick in plot,
2/1/15,56,Crassula connata,7,,
2/1/15,56,Gastridium ventricosum,19,Not sure this is gastridium,
2/1/15,56,Micropus californicus,2,,
2/7/15,56,Bromus hordeaceus,2,,
2/7/15,56,Cerastium glomeratum,2,,
2/7/15,56,Galium murale,2,,
2/7/15,56,Silene gallica,1,,
2/11/15,56,Bromus madritensis,3,,
2/11/15,56,Castilleja attenuata,2,,
2/11/15,56,Lolium multiflorum,1,,
2/20/15,56,Castilleja attenuata,1,,
2/20/15,56,Crassula connata,2,,
2/25/15,56,Bromus hordeaceus,2,,
2/25/15,56,Bromus madritensis,3,,
2/25/15,56,Cerastium glomeratum,1,,
2/25/15,56,Vulpia myuros,1,,
3/11/15,56,Micropus californicus,9,,
3/13/15,56,Castilleja attenuata,1,,
3/13/15,56,Dichelostemma capitatum,1,,
3/13/15,56,Vulpia microstachys,1,,
12/8/14,57,Erodium brachycarpum,1,,
12/8/14,57,Erodium cicutarium,2,,
12/13/14,57,Holocarpha virgata,2,,
12/16/14,57,Lactuca serriola,1,,
1/9/15,57,Clarkia purpurea,1,,
1/9/15,57,Daucus pusillus,1,,
1/18/15,57,Taeniatherum caput-medusae,1,,
2/1/15,57,Holocarpha virgata,1,,
2/1/15,57,Lotus wrangelianus,1,,
2/7/15,57,Castilleja attenuata,1,,
2/7/15,57,Lactuca serriola,1,,
2/7/15,57,Micropus californicus,2,,
2/16/15,57,Bromus hordeaceus,4,,
2/16/15,57,Taeniatherum caput-medusae,1,,
2/16/15,57,Vulpia microstachys,1,,
2/20/15,57,Bromus hordeaceus,1,,
2/20/15,57,Clarkia purpurea,1,,
2/20/15,57,Crassula connata,2,,
2/20/15,57,Plantago erecta,2,,
2/25/15,57,Avena fatua,2,,
2/25/15,57,Githopsis specularioides,1,,
2/25/15,57,Vulpia myuros,1,,
3/13/15,57,Filago gallica,3,,
12/8/14,58,Vicia villosa,1,,
12/10/14,58,Avena fatua,2,,
12/10/14,58,Vicia villosa,1,,
12/13/14,58,Avena fatua,1,,
12/13/14,58,Trifolium hirtum,7,,
12/16/14,58,Avena fatua,1,,
12/16/14,58,Lactuca serriola,2,,
12/16/14,58,Lolium multiflorum,1,,
12/16/14,58,Lolium multiflorum,4,,
1/14/15,58,Avena fatua,21,,
1/14/15,58,Trifolium hirtum,1,,
1/14/15,58,Vicia villosa,1,,
2/1/15,58,Hypochaeris glabra,9,,
2/4/15,58,Silene gallica,1,,
2/7/15,58,Galium murale,3,,
2/7/15,58,Juncus bufonius,1,,
2/11/15,58,Bromus madritensis,2,,
2/16/15,58,Avena fatua,27,,
2/16/15,58,Juncus bufonius,1,,
2/25/15,58,Galium murale,1,,
12/8/14,59,Vicia villosa,1,,
12/13/14,59,Avena fatua,1,,
12/13/14,59,Holocarpha virgata,1,,
12/16/14,59,Centaurea solstitialis,1,,
12/16/14,59,Lactuca serriola,2,,
1/18/15,59,Avena fatua,3,,
1/18/15,59,Avena fatua,14,,
1/18/15,59,Bromus diandrus,3,,
1/18/15,59,Bromus hordeaceus,3,,
1/18/15,59,Hypochaeris glabra,2,,
1/18/15,59,Juncus bufonius,37,,
1/18/15,59,Lythrum californicum,3,clarkia/epilobium looking - ID'd by Ellen Dean,
2/4/15,59,Juncus bufonius,10,,
2/7/15,59,Cerastium glomeratum,3,,
2/7/15,59,Crassula connata,1,sharp,
2/7/15,59,Juncus bufonius,11,,
2/7/15,59,Lythrum californicum,50,clarkia/epilobium looking - ID'd by Ellen Dean,
2/11/15,59,Avena fatua,1,,
2/11/15,59,Bromus hordeaceus,3,,
2/11/15,59,Vicia villosa,1,,
2/16/15,59,Avena fatua,2,,
2/16/15,59,Juncus bufonius,3,,
2/16/15,59,Trifolium hirtum,1,,
2/16/15,59,Lythrum californicum,8,clarkia/epilobium looking - ID'd by Ellen Dean,
2/20/15,59,Juncus bufonius,2,,
2/25/15,59,Avena fatua,1,,
2/25/15,59,Juncus bufonius,2,,
2/25/15,59,Lythrum californicum,2,clarkia/epilobium looking - ID'd by Ellen Dean,
3/4/15,59,Dichelostemma capitatum,1,"more in plot, this one dead",
3/4/15,59,Juncus bufonius,1,,
3/13/15,59,Juncus bufonius,1,,
12/13/14,60,Lotus wrangelianus,3,,
12/13/14,60,Vicia villosa,1,,
12/16/14,60,Holocarpha virgata,1,,
1/18/15,60,Lotus wrangelianus,1,,
2/11/15,60,Juncus bufonius,1,,
2/16/15,60,Avena fatua,30,,
2/16/15,60,Bromus diandrus,11,,
2/16/15,60,Juncus bufonius,3,,
2/20/15,60,Hypochaeris glabra,1,,
2/25/15,60,Avena fatua,4,,
3/4/15,60,Avena fatua,2,,
3/11/15,60,Avena fatua,1,,
3/11/15,60,Filago gallica,3,,
12/13/14,61,Geranium dissectum,1,,
1/14/15,61,Avena fatua,4,,
1/14/15,61,Bromus hordeaceus,4,,
1/14/15,61,Lolium multiflorum,1,,
2/1/15,61,Juncus bufonius,6,,
2/1/15,61,Trifolium depauperatum,1,,
2/7/15,61,Juncus bufonius,1,,
2/11/15,61,Bromus hordeaceus,8,,
2/11/15,61,Lolium multiflorum,2,,
2/11/15,61,Medicago polymorpha,2,,
2/16/15,61,Taeniatherum caput-medusae,13,,
2/16/15,61,Torilis arvensis,2,,
2/25/15,61,Avena fatua,2,,
2/25/15,61,Bromus hordeaceus,3,,
2/25/15,61,Taeniatherum caput-medusae,1,,
2/25/15,61,Lythrum californicum,5,clarkia/epilobium looking - ID'd by Ellen Dean,
2/25/15,61,Vulpia microstachys,1,,
12/10/14,62,Erodium cicutarium,1,,
12/13/14,62,Trifolium hirtum,10,,
1/18/15,62,Avena fatua,18,,
1/18/15,62,Bromus diandrus,2,,
1/18/15,62,Bromus hordeaceus,4,,
1/18/15,62,Silene gallica,1,,
2/4/15,62,Calandrinia ciliata,1,,
2/7/15,62,Crassula connata,4,round,
2/7/15,62,Filago gallica,1,,
2/7/15,62,unknown forb,1,dead,
2/16/15,62,Avena fatua,7,,
2/16/15,62,Bromus diandrus,2,,
2/25/15,62,Avena fatua,2,,
2/25/15,62,Centaurea solstitialis,1,,
3/13/15,62,Avena fatua,1,,
12/13/14,63,Erodium brachycarpum,3,,
12/13/14,63,Erodium cicutarium,1,,
12/13/14,63,Lotus wrangelianus,4,,
12/13/14,63,Lupinus bicolor,1,,
12/13/14,63,Trifolium hirtum,11,,
12/13/14,63,unknown forb,2,dying ,
1/9/15,63,Galium murale,3,,
1/9/15,63,Lolium multiflorum,1,,
1/9/15,63,Plantago erecta,4,,
1/14/15,63,Avena fatua,1,,
1/14/15,63,Bromus hordeaceus,4,,
2/1/15,63,Castilleja attenuata,2,,
2/1/15,63,Trifolium gracilentum,1,,
2/4/15,63,Bromus hordeaceus,8,,
2/7/15,63,Bromus hordeaceus,4,,
2/7/15,63,Castilleja attenuata,1,,
2/7/15,63,Lolium multiflorum,1,,
2/11/15,63,Hypochaeris glabra,1,,
2/16/15,63,Plantago erecta,1,,
2/16/15,63,Trifolium hirtum,1,,
2/20/15,63,Trifolium gracilentum,1,,
2/21/15,63,Hypochaeris glabra,1,,
2/25/15,63,Bromus hordeaceus,2,,
2/25/15,63,Lolium multiflorum,1,,
2/25/15,63,Plantago erecta,2,,
2/25/15,63,Trifolium bifidum,5,,
3/1/15,63,Trifolium gracilentum,2,,
3/11/15,63,Avena fatua,1,,
3/11/15,63,Micropus californicus,2,,
3/11/15,63,Vulpia microstachys,1,,
12/8/14,64,Vicia villosa,3,,
12/13/14,64,Trifolium hirtum,2,,
12/16/14,64,Bromus hordeaceus,4,medusa? Reddish hiary ,
1/5/15,64,Avena fatua,18,,
1/5/15,64,Bromus diandrus,2,,
1/5/15,64,Lolium multiflorum,4,,
1/9/15,64,Trifolium hirtum,1,,
1/14/15,64,Avena fatua,6,,
1/14/15,64,Bromus hordeaceus,2,,
1/18/15,64,Silene gallica,2,,
2/1/15,64,Silene gallica,3,,
2/7/15,64,Filago gallica,1,,
2/7/15,64,Galium murale,4,,
2/11/15,64,Avena fatua,3,,
2/11/15,64,Lolium multiflorum,1,,
2/16/15,64,Avena fatua,8,,
2/16/15,64,Bromus hordeaceus,1,,
12/8/14,65,Vicia villosa,5,,
12/10/14,65,Avena fatua,1,,
12/13/14,65,Avena fatua,1,,
12/13/14,65,Avena fatua,2,dead,
12/13/14,65,Trifolium hirtum,1,,
12/13/14,65,Vicia villosa,4,,
1/5/15,65,Bromus diandrus,2,,
1/5/15,65,Vicia villosa,1,,
1/14/15,65,Avena fatua,16,,
1/14/15,65,Avena fatua,1,dying,
1/14/15,65,Bromus diandrus,1,,
1/14/15,65,Bromus hordeaceus,3,,
1/14/15,65,Calandrinia ciliata,1,,
1/18/15,65,Juncus bufonius,4,,
1/18/15,65,Silene gallica,9,,
2/1/15,65,Silene gallica,4,,
2/7/15,65,Filago gallica,1,,
2/7/15,65,Juncus bufonius,1,,
2/25/15,65,Centaurea solstitialis,1,,
3/1/15,65,Capsella bursa-pastoris,1,,
3/11/15,65,Avena fatua,2,,
3/13/15,65,Centaurea solstitialis,1,,
12/10/14,66,Avena fatua,1,,
12/13/14,66,Avena fatua,1,,
1/9/15,66,Calandrinia ciliata,2,,
1/14/15,66,Avena fatua,19,,
1/14/15,66,Bromus diandrus,3,,
1/14/15,66,Bromus hordeaceus,1,,
1/14/15,66,Crassula connata,1,,
1/14/15,66,Juncus bufonius,48,,
1/18/15,66,Crassula connata,2,,
1/18/15,66,Juncus bufonius,1,,
1/18/15,66,Juncus bufonius,1,,
1/18/15,66,Silene gallica,1,,
2/4/15,66,Juncus bufonius,5,,
2/4/15,66,Silene gallica,2,,
2/7/15,66,Castilleja attenuata,1,,
2/7/15,66,Crassula connata,5,sharp,
2/7/15,66,Filago gallica,1,,
2/11/15,66,Avena fatua,12,,
2/11/15,66,Bromus hordeaceus,1,,
2/11/15,66,Crassula connata,2,,
2/11/15,66,Juncus bufonius,1,,
2/16/15,66,Avena fatua,2,,
2/16/15,66,Bromus diandrus,6,,
2/16/15,66,Juncus bufonius,4,,
2/18/15,66,Plantago erecta,1,,
2/20/15,66,Aphanes occidentalis,1,,
2/25/15,66,Juncus bufonius,1,,
3/11/15,66,Juncus bufonius,1,,
1/9/15,67,Torilis arvensis,1,,
1/14/15,67,Bromus hordeaceus,1,,
2/4/15,67,Bromus hordeaceus,1,,
2/7/15,67,Cerastium glomeratum,1,,
2/7/15,67,Medicago polymorpha,1,,
2/16/15,67,Avena fatua,2,,
2/16/15,67,Avena fatua,1,,
2/16/15,67,Avena fatua,1,dying,
2/16/15,67,Bromus diandrus,1,,
2/16/15,67,Bromus hordeaceus,1,,
2/16/15,67,Dichelostemma capitatum,1,,
2/16/15,67,Lolium multiflorum,2,,
2/16/15,67,Torilis arvensis,1,,
3/1/15,67,Juncus bufonius,1,,
12/10/14,68,Vicia villosa,1,,
1/9/15,68,Avena fatua,3,,
1/18/15,68,Juncus bufonius,4,,
1/23/15,68,Avena fatua,3,,
1/23/15,68,Bromus diandrus,4,,
1/23/15,68,Bromus hordeaceus,4,,
1/23/15,68,Juncus bufonius,5,,
1/23/15,68,Taeniatherum caput-medusae,2,,
2/7/15,68,Cerastium glomeratum,1,,
2/7/15,68,Crassula connata,1,,
2/7/15,68,Galium murale,4,,
2/7/15,68,Holocarpha virgata,1,,
2/7/15,68,Juncus bufonius,5,,
2/9/15,68,Filago gallica,1,,
2/11/15,68,Avena fatua,1,,
2/18/15,68,Galium murale,2,,
2/20/15,68,Aphanes occidentalis,1,,
2/25/15,68,Avena fatua,2,,
3/11/15,68,Filago gallica,1,,
12/14/14,69,Trifolium hirtum,2,,
12/16/14,69,Avena fatua,1,,
12/16/14,69,Trifolium hirtum,6,,
1/9/15,69,Anagallis arvensis,2,,
1/9/15,69,Lolium multiflorum,2,,
1/9/15,69,Trifolium hirtum,2,,
1/18/15,69,Juncus bufonius,73,,
1/23/15,69,Avena fatua,16,,
1/23/15,69,Bromus diandrus,2,,
1/23/15,69,Bromus hordeaceus,2,,
1/23/15,69,Bromus madritensis,1,,
1/23/15,69,Juncus bufonius,4,,
1/23/15,69,Lolium multiflorum,1,,
2/9/15,69,Anagallis arvensis,1,,
2/9/15,69,Avena fatua,1,,
2/9/15,69,Centaurea solstitialis,2,,
2/9/15,69,Lactuca serriola,1,,
2/18/15,69,Juncus bufonius,2,,
2/18/15,69,Melilotus indica,1,,
2/25/15,69,Melilotus indica,1,,
3/11/15,69,Juncus bufonius,1,,
3/13/15,69,Juncus bufonius,1,,
12/14/14,70,Vicia villosa,1,,
12/16/14,70,Trifolium hirtum,2,,
1/23/15,70,Avena fatua,2,,
1/23/15,70,Bromus hordeaceus,5,,
1/23/15,70,Juncus bufonius,7,,
2/7/15,70,Cerastium glomeratum,1,,
2/9/15,70,Avena fatua,1,,
2/9/15,70,Cerastium glomeratum,1,,
2/9/15,70,Juncus bufonius,1,,
12/10/14,71,Avena fatua,1,,
12/13/14,71,Erodium brachycarpum,1,,
12/16/14,71,Holocarpha virgata,2,,
1/18/15,71,Clarkia purpurea,1,,
1/23/15,71,Avena fatua,6,,
1/23/15,71,Bromus diandrus,2,,
1/23/15,71,Bromus hordeaceus,5,,
1/23/15,71,Bromus madritensis,2,,
1/23/15,71,Taeniatherum caput-medusae,2,,
1/23/15,71,Vulpia microstachys,2,,
2/9/15,71,Avena fatua,2,,
2/9/15,71,Castilleja attenuata,4,,
2/9/15,71,Galium murale,3,,
2/9/15,71,Juncus bufonius,1,,
2/18/15,71,Bromus hordeaceus,2,,
2/18/15,71,Plantago erecta,1,,
2/18/15,71,Taeniatherum caput-medusae,2,,
2/20/15,71,Aphanes occidentalis,4,,
2/20/15,71,Delphinium variegatum,1,,
2/25/15,71,Castilleja attenuata,3,,
2/25/15,71,Plantago erecta,3,,
2/25/15,71,Taeniatherum caput-medusae,2,,
3/4/15,71,Castilleja attenuata,1,,
3/11/15,71,Holocarpha virgata,1,,
12/8/14,72,Erodium cicutarium,5,,
12/10/14,72,Centaurea solstitialis,1,dying  hairy -> see pic -> see white stick plot 17,
12/10/14,72,Geranium dissectum,10,,
12/10/14,72,Trifolium microcephalum,1,,
12/16/14,72,Centaurea solstitialis,3,,
12/16/14,72,Geranium dissectum,2,,
1/18/15,72,Clarkia purpurea,1,,
1/23/15,72,Avena fatua,2,,
1/23/15,72,Bromus diandrus,2,,
1/23/15,72,Bromus hordeaceus,7,,
1/23/15,72,Holocarpha virgata,2,,
1/23/15,72,Juncus bufonius,3,,
1/23/15,72,Taeniatherum caput-medusae,29,,
2/9/15,72,Centaurea solstitialis,3,,
2/9/15,72,Lactuca serriola,1,,
2/18/15,72,Galium murale,2,,
2/20/15,72,Aphanes occidentalis,4,,
3/1/15,72,Trifolium depauperatum,2,,
12/8/14,73,Erodium cicutarium,6,,
12/14/14,73,Trifolium hirtum,3,,
12/16/14,73,Bromus diandrus,1,"super green hairy, no tuft on seed",
1/9/15,73,Athysanus pusillus,1,,
1/9/15,73,Avena fatua,6,,
1/9/15,73,Bromus diandrus,2,,
1/9/15,73,Lupinus bicolor,2,,
1/9/15,73,Medicago polymorpha,1,,
1/18/15,73,Cardamine oligosperma,1,"looks like it, not in plot data",
1/18/15,73,Trifolium hirtum,1,,
2/9/15,73,Bromus diandrus,2,,
2/9/15,73,Bromus hordeaceus,3,,
2/9/15,73,Galium aparine,1,,
2/9/15,73,Geranium molle,1,,
2/11/15,73,Vulpia microstachys,1,,
2/11/15,73,Vulpia myuros,11,,
2/18/15,73,Galium murale,9,,
3/1/15,73,Trifolium microdon,1,,
3/4/15,73,Avena fatua,1,,
3/4/15,73,Vulpia microstachys,1,,
3/11/15,73,Galium aparine,1,,
12/8/14,74,Erodium cicutarium,3,,
12/8/14,74,Vicia villosa,4,,
12/14/14,74,Erodium cicutarium,2,,
12/14/14,74,Hemizonia congesta,1,,
12/16/14,74,Avena fatua,8,,
12/16/14,74,Bromus hordeaceus,2,,
12/16/14,74,Centaurea solstitialis,4,,
12/16/14,74,Geranium dissectum,3,,
1/5/15,74,Vicia villosa,3,,
1/18/15,74,Avena fatua,1,,
1/18/15,74,Bromus hordeaceus,5,,
1/18/15,74,Clarkia purpurea,1,,
1/18/15,74,Juncus bufonius,5,,
2/9/15,74,Avena fatua,4,,
2/9/15,74,Bromus diandrus,3,,
2/9/15,74,Bromus hordeaceus,1,,
2/9/15,74,Galium murale,15,,
2/9/15,74,Juncus bufonius,1,,
2/11/15,74,Castilleja densiflora,1,,
2/18/15,74,Avena fatua,6,,
2/18/15,74,Bromus diandrus,2,,
2/18/15,74,Galium murale,1,,
2/18/15,74,Lupinus bicolor,1,,
3/4/15,74,Avena fatua,1,,
12/10/14,75,Avena fatua,1,,
12/10/14,75,Erodium cicutarium,1,,
12/10/14,75,Erodium cicutarium,1,,
12/10/14,75,unknown forb,1,dying,
12/14/14,75,Erodium brachycarpum,1,,
12/16/14,75,Centaurea solstitialis,1,,
12/16/14,75,Trifolium hirtum,1,,
1/9/15,75,Bromus hordeaceus,2,,
1/9/15,75,Crassula connata,22,,
1/18/15,75,Avena fatua,2,,
1/18/15,75,Bromus hordeaceus,2,,
1/18/15,75,Juncus bufonius,5,,
2/4/15,75,Lolium multiflorum,6,,
2/7/15,75,Crassula connata,6,round,
2/7/15,75,Juncus bufonius,3,,
2/7/15,75,Stellaria nitens,1,,
2/9/15,75,Castilleja densiflora,2,,
2/9/15,75,Navarretia pubescens,1,,
2/11/15,75,Vulpia myuros,1,,
12/8/14,76,Erodium cicutarium,3,,
12/10/14,76,Trifolium microcephalum,1,,
12/14/14,76,Bromus diandrus,1,seed not hairy looks like avena though ,
12/14/14,76,Trifolium hirtum,3,,
12/16/14,76,Bromus hordeaceus,3,"red veined hairy color, see plot 54",
12/16/14,76,Centaurea solstitialis,1,,
1/5/15,76,Avena fatua,1,dying,
1/5/15,76,Lupinus bicolor,1,"leaves really skinny, see plot",
1/5/15,76,Trifolium bifidum,2,,
2/1/15,76,Athysanus pusillus,1,,
2/4/15,76,Lupinus bicolor,1,,
2/4/15,76,Medicago polymorpha,2,,
2/4/15,76,Trifolium hirtum,1,,
2/9/15,76,Bromus hordeaceus,3,,
2/9/15,76,Madia exigua,1,,
2/18/15,76,Avena fatua,6,,
2/18/15,76,Bromus diandrus,1,,
2/18/15,76,Galium murale,4,,
2/25/15,76,Avena fatua,1,,
12/8/14,77,Bromus diandrus,2,,
12/8/14,77,Vicia villosa,3,,
12/8/14,77,Vicia villosa,12,,
12/10/14,77,Vicia villosa,5,,
12/13/14,77,Lupinus bicolor,1,,
12/13/14,77,Trifolium gracilentum,1,,
12/13/14,77,Trifolium hirtum,2,,
12/16/14,77,Dichelostemma capitatum,1,,
1/5/15,77,Bromus diandrus,5,,
1/5/15,77,Vicia villosa,1,,
1/9/15,77,Clarkia purpurea,1,,
1/9/15,77,Galium murale,10,,
1/9/15,77,Trifolium hirtum,1,,
1/14/15,77,Bromus diandrus,2,,
1/14/15,77,Bromus hordeaceus,5,,
1/18/15,77,Holocarpha virgata,1,,
1/23/15,77,Vicia villosa,1,,
2/4/15,77,Avena fatua,1,,
2/4/15,77,Bromus hordeaceus,2,,
2/4/15,77,Cerastium glomeratum,2,,
2/4/15,77,Taeniatherum caput-medusae,1,,
2/11/15,77,Bromus hordeaceus,1,,
2/25/15,77,Avena fatua,3,,
2/25/15,77,Galium murale,2,,
2/25/15,77,Taeniatherum caput-medusae,2,,
3/1/15,77,Vicia villosa,1,,
12/8/14,78,Vicia villosa,3,,
12/10/14,78,Vicia villosa,1,,
12/13/14,78,Avena fatua,1,dead,
12/13/14,78,Collinsia sparsiflora,5,,
12/13/14,78,Trifolium hirtum,1,,
12/13/14,78,Vicia villosa,1,,
12/16/14,78,Torilis arvensis,4,,
1/5/15,78,Vicia villosa,1,,
1/18/15,78,Athysanus pusillus,1,,
1/18/15,78,Cerastium glomeratum,8,see tag in plot,
1/18/15,78,Euphorbia crenulata,1,,
1/18/15,78,Juncus bufonius,58,,
1/18/15,78,Juncus bufonius,9,,
2/4/15,78,Avena fatua,3,,
2/4/15,78,Bromus diandrus,1,,
2/4/15,78,Bromus hordeaceus,3,,
2/4/15,78,Juncus bufonius,8,,
2/4/15,78,Medicago polymorpha,1,,
2/4/15,78,Taeniatherum caput-medusae,1,,
2/4/15,78,Trifolium gracilentum,2,,
2/7/15,78,Cerastium glomeratum,3,,
2/7/15,78,Juncus bufonius,1,,
2/7/15,78,Stellaria media,2,,
2/11/15,78,Madia exigua,1,,
2/16/15,78,Avena fatua,1,,
2/16/15,78,Bromus diandrus,1,,
2/16/15,78,Bromus hordeaceus,1,,
2/16/15,78,Medicago polymorpha,1,,
2/16/15,78,Taeniatherum caput-medusae,1,,
2/20/15,78,Aphanes occidentalis,3,,
2/20/15,78,Mimulus guttatus,1,,
2/25/15,78,Avena fatua,1,,
2/25/15,78,Bromus hordeaceus,1,,
2/25/15,78,Trifolium dubium,3,,
3/1/15,78,Trifolium dubium,2,,
3/4/15,78,Avena fatua,1,,
3/4/15,78,Juncus bufonius,2,,
