"ID","Site","Speciesno","Present","Quadrat","Year","cover","notes","Species_Name","Field10"
28459.00,2.00,117.00,1.00,4.00,2003.00,,,"Lotus humistratus",
28460.00,2.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28461.00,2.00,148.00,1.00,4.00,2003.00,,,"Phlox gracilis",
28462.00,2.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28463.00,2.00,166.00,1.00,4.00,2003.00,,,"Sidalcea diploscypha",
28464.00,2.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28465.00,2.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28466.00,2.00,271.00,1.00,4.00,2003.00,,"orig rec. as tri. Versicolor","Castilleja rubicundula",
28467.00,3.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28468.00,3.00,15.00,1.00,4.00,2003.00,,,"Amsinckia menziesii",
28469.00,3.00,22.00,1.00,4.00,2003.00,,,"Avena fatua",
28470.00,3.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28471.00,3.00,46.00,1.00,4.00,2003.00,,,"Centaurea solstitialis",
28472.00,3.00,58.00,1.00,4.00,2003.00,,,"Collinsia sparsiflora",
28473.00,3.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28474.00,3.00,73.00,1.00,4.00,2003.00,,,"Erodium cicutarium",
28475.00,3.00,89.00,1.00,4.00,2003.00,,,"Gilia tricolor",
28476.00,3.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28477.00,3.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28478.00,3.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28479.00,3.00,161.00,1.00,4.00,2003.00,,,"Rigiopappus leptocladus",
28480.00,3.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28481.00,3.00,176.00,1.00,4.00,2003.00,,,"Thysanocarpus curvipes",
28482.00,3.00,186.00,1.00,4.00,2003.00,,,"Trifolium hirtum",
28483.00,3.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28484.00,3.00,276.00,1.00,4.00,2003.00,,,"Clarkia gracilis",
28485.00,4.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28486.00,4.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28487.00,4.00,27.00,1.00,4.00,2003.00,,,"Bromus madritensis",
28488.00,4.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28489.00,4.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28490.00,4.00,93.00,1.00,4.00,2003.00,,,"Hesperolinon californicum",
28491.00,4.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28492.00,4.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28493.00,4.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28494.00,4.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28495.00,4.00,172.00,1.00,4.00,2003.00,,,"Stellaria nitens",
28496.00,4.00,181.00,1.00,4.00,2003.00,,,"Trifolium bifidum",
28497.00,4.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28498.00,5.00,11.00,1.00,4.00,2003.00,,,"Achyrachaena mollis",
28499.00,5.00,22.00,1.00,4.00,2003.00,,"originally recorded as barbata, but Sarah thinks it was fatua","Avena fatua",
28500.00,5.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28501.00,5.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28502.00,5.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28503.00,5.00,101.00,1.00,4.00,2003.00,,,"Lactuca serriola",
28504.00,5.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28505.00,5.00,160.00,1.00,4.00,2003.00,,,"Ranunculus occidentalis",
28506.00,5.00,271.00,1.00,4.00,2003.00,,,"Castilleja rubicundula",
28507.00,5.00,301.00,1.00,4.00,2003.00,,"lotus spp mixed up in this site","Lotus micranthus",
28508.00,6.00,20.00,1.00,4.00,2003.00,,,"Astragalus gambelianus",
28509.00,6.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28510.00,6.00,78.00,1.00,4.00,2003.00,,,"Filago californica",
28511.00,6.00,141.00,1.00,4.00,2003.00,,,"Navarretia jepsonii",
28512.00,6.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28513.00,6.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28514.00,6.00,207.00,1.00,4.00,2003.00,,,"Eriogonum vimineum",
28515.00,7.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28516.00,7.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28517.00,7.00,38.00,1.00,4.00,2003.00,,,"Athysanus pusillus",
28518.00,7.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28519.00,7.00,77.00,1.00,4.00,2003.00,,,"Euphorbia crenulata",
28520.00,7.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28521.00,7.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28522.00,7.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28523.00,7.00,126.00,1.00,4.00,2003.00,,,"Medicago polymorpha",
28524.00,7.00,148.00,1.00,4.00,2003.00,,,"Phlox gracilis",
28525.00,7.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28526.00,7.00,156.00,1.00,4.00,2003.00,,,"Poa secunda",
28527.00,7.00,166.00,1.00,4.00,2003.00,,,"Sidalcea diploscypha",
28528.00,7.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28529.00,7.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28530.00,7.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28531.00,8.00,11.00,1.00,4.00,2003.00,,,"Achyrachaena mollis",
28532.00,8.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28533.00,8.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28534.00,8.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28535.00,8.00,73.00,1.00,4.00,2003.00,,,"Erodium cicutarium",
28536.00,8.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28537.00,8.00,120.00,1.00,4.00,2003.00,,,"Lupinus bicolor",
28538.00,8.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28539.00,8.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28540.00,8.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28541.00,9.00,11.00,1.00,4.00,2003.00,,,"Achyrachaena mollis",
28542.00,9.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28543.00,9.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28544.00,9.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28545.00,9.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28546.00,9.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28547.00,9.00,68.00,1.00,4.00,2003.00,,,"Eremocarpus setigerus",
28548.00,9.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28549.00,9.00,117.00,1.00,4.00,2003.00,,,"Lotus humistratus",
28550.00,9.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28551.00,9.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28552.00,9.00,141.00,1.00,4.00,2003.00,,,"Navarretia jepsonii",
28553.00,9.00,180.00,1.00,4.00,2003.00,,,"Trifolium albopurpureum",
28554.00,9.00,192.00,1.00,4.00,2003.00,,,"Uropappus lindleyi",
28555.00,9.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28556.00,9.00,260.00,1.00,4.00,2003.00,,,"Ancistrocarphus filagineus",
28557.00,9.00,271.00,1.00,4.00,2003.00,,,"Castilleja rubicundula",
28558.00,10.00,20.00,1.00,4.00,2003.00,,,"Astragalus gambelianus",
28559.00,10.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28560.00,10.00,31.00,1.00,4.00,2003.00,,,"Calochortus luteus",
28561.00,10.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28562.00,10.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28563.00,10.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28564.00,10.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28565.00,10.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28566.00,10.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28567.00,10.00,142.00,1.00,4.00,2003.00,,,"Navarretia pubescens",
28568.00,10.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28569.00,10.00,189.00,1.00,4.00,2003.00,,,"Triphysaria eriantha",
28570.00,10.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28571.00,10.00,226.00,1.00,4.00,2003.00,,,"Castilleja attenuata",
28572.00,11.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28573.00,11.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28574.00,11.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28575.00,11.00,61.00,1.00,4.00,2003.00,,,"Delphinium variegatum",
28576.00,11.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28577.00,11.00,89.00,1.00,4.00,2003.00,,,"Gilia tricolor",
28578.00,11.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28579.00,11.00,98.00,1.00,4.00,2003.00,,,"Hypochaeris glabra",
28580.00,11.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28581.00,11.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28582.00,11.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28583.00,11.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28584.00,11.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28585.00,11.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28586.00,11.00,142.00,1.00,4.00,2003.00,,,"Navarretia pubescens",
28587.00,11.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28588.00,11.00,161.00,1.00,4.00,2003.00,,,"Rigiopappus leptocladus",
28589.00,11.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28590.00,11.00,189.00,1.00,4.00,2003.00,,,"Triphysaria eriantha",
28591.00,11.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28592.00,11.00,237.00,1.00,4.00,2003.00,,,"Sanicula bipinnatifida",
28593.00,12.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28594.00,12.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28595.00,12.00,31.00,1.00,4.00,2003.00,,,"Calochortus luteus",
28596.00,12.00,50.00,1.00,4.00,2003.00,,,"Chlorogalum pomeridianum",
28597.00,12.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28598.00,12.00,61.00,1.00,4.00,2003.00,,,"Delphinium variegatum",
28599.00,12.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28600.00,12.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28601.00,12.00,98.00,1.00,4.00,2003.00,,,"Hypochaeris glabra",
28602.00,12.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28603.00,12.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28604.00,12.00,141.00,1.00,4.00,2003.00,,,"Navarretia jepsonii",
28605.00,12.00,142.00,1.00,4.00,2003.00,,,"Navarretia pubescens",
28606.00,12.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28607.00,12.00,160.00,1.00,4.00,2003.00,,,"Ranunculus occidentalis",
28608.00,12.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28609.00,12.00,189.00,1.00,4.00,2003.00,,,"Triphysaria eriantha",
28610.00,12.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28611.00,13.00,58.00,1.00,4.00,2003.00,,,"Collinsia sparsiflora",
28612.00,13.00,260.00,1.00,4.00,2003.00,,"orig called fil cal","Ancistrocarphus filagineus",
28613.00,13.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28614.00,13.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28615.00,13.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28616.00,13.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28617.00,13.00,136.00,1.00,4.00,2003.00,,,"Minuartia californica",
28618.00,13.00,180.00,1.00,4.00,2003.00,,,"Trifolium albopurpureum",
28619.00,13.00,194.00,1.00,4.00,2003.00,,,"Viola douglasii",
28620.00,13.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28621.00,13.00,298.00,1.00,4.00,2003.00,,,"Linanthus latisectus",
28622.00,14.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28623.00,14.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28624.00,14.00,66.00,1.00,4.00,2003.00,,,"Elymus elymoides",
28625.00,14.00,131.00,1.00,4.00,2003.00,,"orig rec as filgal","Micropus californicus",
28626.00,14.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28627.00,14.00,114.00,1.00,4.00,2003.00,,,"Lomatium marginatum",
28628.00,14.00,141.00,1.00,4.00,2003.00,,"orig rec. as pubescens","Navarretia jepsonii",
28629.00,14.00,160.00,1.00,4.00,2003.00,,,"Ranunculus occidentalis",
28630.00,14.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28631.00,14.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28632.00,14.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28633.00,14.00,260.00,1.00,4.00,2003.00,,,"Ancistrocarphus filagineus",
28634.00,15.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28635.00,15.00,22.00,1.00,4.00,2003.00,,"orig rec. as ave. barbata","Avena fatua",
28636.00,15.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28637.00,15.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28638.00,15.00,73.00,1.00,4.00,2003.00,,,"Erodium cicutarium",
28639.00,15.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28640.00,15.00,98.00,1.00,4.00,2003.00,,,"Hypochaeris glabra",
28641.00,15.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28642.00,15.00,111.00,1.00,4.00,2003.00,,,"Lolium multiflorum",
28643.00,15.00,114.00,1.00,4.00,2003.00,,,"Lomatium marginatum",
28644.00,15.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28645.00,15.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28646.00,15.00,163.00,1.00,4.00,2003.00,,,"Sanicula bipinnata",
28647.00,15.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28648.00,15.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28649.00,15.00,226.00,1.00,4.00,2003.00,,,"Castilleja attenuata",
28650.00,15.00,228.00,1.00,4.00,2003.00,,,"Trifolium gracilentum",
28651.00,16.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28652.00,16.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28653.00,16.00,70.00,1.00,4.00,2003.00,,,"Eriogonum nudum",
28654.00,16.00,71.00,1.00,4.00,2003.00,,,"Eriophyllum lanatum",
28655.00,16.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28656.00,16.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28657.00,16.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28658.00,16.00,117.00,1.00,4.00,2003.00,,,"Lotus humistratus",
28659.00,16.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28660.00,16.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28661.00,16.00,141.00,1.00,4.00,2003.00,,,"Navarretia jepsonii",
28662.00,16.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28663.00,16.00,166.00,1.00,4.00,2003.00,,,"Sidalcea diploscypha",
28664.00,16.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28665.00,17.00,27.00,1.00,4.00,2003.00,,,"Bromus madritensis",
28666.00,17.00,43.00,1.00,4.00,2003.00,,,"Castilleja densiflora",
28667.00,17.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28668.00,17.00,73.00,1.00,4.00,2003.00,,,"Erodium cicutarium",
28669.00,17.00,89.00,1.00,4.00,2003.00,,,"Gilia tricolor",
28670.00,17.00,126.00,1.00,4.00,2003.00,,,"Medicago polymorpha",
28671.00,17.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28672.00,17.00,197.00,1.00,4.00,2003.00,,,"Vulpia myuros",
28673.00,17.00,216.00,1.00,4.00,2003.00,,,"Velezia rigida",
28674.00,18.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28675.00,18.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28676.00,18.00,27.00,1.00,4.00,2003.00,,,"Bromus madritensis",
28677.00,18.00,89.00,1.00,4.00,2003.00,,,"Gilia tricolor",
28678.00,18.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28679.00,18.00,117.00,1.00,4.00,2003.00,,,"Lotus humistratus",
28680.00,18.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28681.00,18.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28682.00,18.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28683.00,18.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28684.00,19.00,11.00,1.00,4.00,2003.00,,,"Achyrachaena mollis",
28685.00,19.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28686.00,19.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28687.00,19.00,30.00,1.00,4.00,2003.00,,,"Calandrinia ciliata",
28688.00,19.00,38.00,1.00,4.00,2003.00,,,"Athysanus pusillus",
28689.00,19.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28690.00,19.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28691.00,19.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28692.00,19.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28693.00,19.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28694.00,19.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28695.00,19.00,156.00,1.00,4.00,2003.00,,,"Poa secunda",
28696.00,19.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28697.00,20.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28698.00,20.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28699.00,20.00,58.00,1.00,4.00,2003.00,,,"Collinsia sparsiflora",
28700.00,20.00,61.00,1.00,4.00,2003.00,,,"Delphinium variegatum",
28701.00,20.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28702.00,20.00,111.00,1.00,4.00,2003.00,,,"Lolium multiflorum",
28703.00,20.00,180.00,1.00,4.00,2003.00,,,"Trifolium albopurpureum",
28704.00,20.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28705.00,20.00,234.00,1.00,4.00,2003.00,,,"Delphinium hesperium",
28706.00,21.00,11.00,1.00,4.00,2003.00,,,"Achyrachaena mollis",
28707.00,21.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28708.00,21.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28709.00,21.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28710.00,21.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28711.00,21.00,78.00,1.00,4.00,2003.00,,,"Filago californica",
28712.00,21.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28713.00,21.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28714.00,21.00,98.00,1.00,4.00,2003.00,,"orig rec. as h. radicata","Hypochaeris glabra",
28715.00,21.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28716.00,21.00,111.00,1.00,4.00,2003.00,,,"Lolium multiflorum",
28717.00,21.00,139.00,1.00,4.00,2003.00,,,"Nassella pulchra",
28718.00,21.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28719.00,21.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28720.00,21.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28721.00,22.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28722.00,22.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28723.00,22.00,58.00,1.00,4.00,2003.00,,,"Collinsia sparsiflora",
28724.00,22.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28725.00,22.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28726.00,22.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28727.00,22.00,111.00,1.00,4.00,2003.00,,,"Lolium multiflorum",
28728.00,22.00,120.00,1.00,4.00,2003.00,,,"Lupinus bicolor",
28729.00,22.00,172.00,1.00,4.00,2003.00,,,"Stellaria nitens",
28730.00,22.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28731.00,22.00,181.00,1.00,4.00,2003.00,,,"Trifolium bifidum",
28732.00,22.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28733.00,22.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28734.00,22.00,228.00,1.00,4.00,2003.00,,,"Trifolium gracilentum",
28735.00,22.00,236.00,1.00,4.00,2003.00,,,"Cerastium glomeratum",
28736.00,23.00,15.00,1.00,4.00,2003.00,,,"Amsinckia menziesii",
28737.00,23.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28738.00,23.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28739.00,23.00,31.00,1.00,4.00,2003.00,,,"Calochortus luteus",
28740.00,23.00,50.00,1.00,4.00,2003.00,,,"Chlorogalum pomeridianum",
28741.00,23.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28742.00,23.00,58.00,1.00,4.00,2003.00,,,"Collinsia sparsiflora",
28743.00,23.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28744.00,23.00,67.00,1.00,4.00,2003.00,,,"Epilobium brachycarpum",
28745.00,23.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28746.00,23.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28747.00,23.00,114.00,1.00,4.00,2003.00,,,"Lomatium marginatum",
28748.00,23.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28749.00,23.00,181.00,1.00,4.00,2003.00,,,"Trifolium bifidum",
28750.00,23.00,185.00,1.00,4.00,2003.00,,,"Trifolium fucatum",
28751.00,23.00,191.00,1.00,4.00,2003.00,,,"Triteleia laxa",
28752.00,23.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28753.00,23.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28754.00,23.00,228.00,1.00,4.00,2003.00,,,"Trifolium gracilentum",
28755.00,23.00,234.00,1.00,4.00,2003.00,,,"Delphinium hesperium",
28756.00,23.00,301.00,1.00,4.00,2003.00,,,"Lotus micranthus",
28757.00,24.00,21.00,1.00,4.00,2003.00,,,"Avena barbata",
28758.00,24.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28759.00,24.00,38.00,1.00,4.00,2003.00,,,"Athysanus pusillus",
28760.00,24.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28761.00,24.00,67.00,1.00,4.00,2003.00,,,"Epilobium brachycarpum",
28762.00,24.00,77.00,1.00,4.00,2003.00,,,"Euphorbia crenulata",
28763.00,24.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28764.00,24.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28765.00,24.00,111.00,1.00,4.00,2003.00,,,"Lolium multiflorum",
28766.00,24.00,166.00,1.00,4.00,2003.00,,,"Sidalcea diploscypha",
28767.00,24.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28768.00,24.00,181.00,1.00,4.00,2003.00,,,"Trifolium bifidum",
28769.00,24.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28770.00,24.00,199.00,1.00,4.00,2003.00,,,"Zigadenus fremontii",
28771.00,24.00,234.00,1.00,4.00,2003.00,,,"Delphinium hesperium",
28772.00,25.00,22.00,1.00,4.00,2003.00,,,"Avena fatua",
28773.00,25.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28774.00,25.00,52.00,1.00,4.00,2003.00,,,"Clarkia purpurea",
28775.00,25.00,172.00,1.00,4.00,2003.00,,,"Stellaria nitens",
28776.00,25.00,175.00,1.00,4.00,2003.00,,,"Taeniatherum caput-medusae",
28777.00,26.00,20.00,1.00,4.00,2003.00,,,"Astragalus gambelianus",
28778.00,26.00,26.00,1.00,4.00,2003.00,,,"Bromus hordeaceus",
28779.00,26.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28780.00,26.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28781.00,26.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28782.00,26.00,108.00,1.00,4.00,2003.00,,,"Linanthus bicolor",
28783.00,26.00,118.00,1.00,4.00,2003.00,,,"Lotus wrangelianus",
28784.00,26.00,131.00,1.00,4.00,2003.00,,,"Micropus californicus",
28785.00,26.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28786.00,26.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
28787.00,26.00,180.00,1.00,4.00,2003.00,,,"Trifolium albopurpureum",
28788.00,26.00,196.00,1.00,4.00,2003.00,,,"Vulpia microstachys",
28789.00,26.00,209.00,1.00,4.00,2003.00,,,"Brodiaea elegans",
28790.00,26.00,220.00,1.00,4.00,2003.00,,,"Hesperolinon micranthum",
28791.00,26.00,226.00,1.00,4.00,2003.00,,,"Castilleja attenuata",
28792.00,26.00,227.00,1.00,4.00,2003.00,,,"Cuscuta californica",
28793.00,26.00,321.00,1.00,4.00,2003.00,,,"Trifolium microcephalum",
28794.00,27.00,12.00,1.00,4.00,2003.00,,,"Agoseris heterophylla",
28795.00,27.00,62.00,1.00,4.00,2003.00,,,"Dichelostemma capitatum",
28796.00,27.00,92.00,1.00,4.00,2003.00,,,"Hemizonia congesta",
28797.00,27.00,94.00,1.00,4.00,2003.00,,,"Holocarpha virgata",
28798.00,27.00,103.00,1.00,4.00,2003.00,,,"Lasthenia californica",
28799.00,27.00,113.00,1.00,4.00,2003.00,,,"Lomatium macrocarpum",
28800.00,27.00,117.00,1.00,4.00,2003.00,,,"Lotus humistratus",
28801.00,27.00,132.00,1.00,4.00,2003.00,,,"Microseris douglasii",
28802.00,27.00,151.00,1.00,4.00,2003.00,,,"Plantago erecta",
