Site,Spp,1,2,3,4,5
25,Clarkia purpurea,1.3,0.1,0.1,3,0.5
25,Claytonia parviflora,,,,,
25,Collinsia heterophylla,,,,,
25,Collinsia sparsiflora,,,,,
25,Daucus pusillus,,,,,
25,Dichelostemma capitatum,0.1,0.1,,0.1,0.1
25,Dodecatheon hendersonii,,0.1,,,0.1
25,Elymus elymoides,,,,,
25,Epilobium brachycarpum,,,,,
25,Eremocarpus setigerus,,,,,
25,Euphorbia crenulata,,,,,
25,Galium aparine,,,,,
25,Galium murale,,,,,
25,Gastridium ventricosum,,,,,
25,Geranium molle,,,,,
25,Githopsis specularioides,,,,,
25,Hemizonia congesta,,,,,
25,Holocarpha virgata,30,3,,,
25,Hypochaeris glabra,40,2,,,2
25,Lactuca serriola,,,,,
25,Lasthenia californica,,,,,
25,Linanthus bicolor,,,,,
25,Lolium multiflorum,,,,,
25,Lomatium marginatum,,,,,
25,Lotus wrangelianus,0.1,1,,,
25,Lupinus bicolor,,,,3,
25,Melica californica,,,,,
25,Micropus californicus,0.1,30,,,3
25,Nassella pulchra,,,,,
25,Navarretia pubescens,2,,,,
25,Plantago erecta,15,2,,,1
25,Quercus douglasii,,0.3,,,
25,Ranunculus occidentalis,,,,,
25,Senecio vulgaris,,,,,
25,Sisyrinchium bellum,0.1,6,,,
25,Stellaria media,,,,,
25,Stellaria nitens,,,,,
25,Taeniatherum caput-medusae,1,,,0.1,3
25,Thysanocarpus curvipes,,,,,
25,Trifolium bifidum,,0.1,,8,0..1
25,Trifolium gracilentum,,,,,
25,Trifolium hirtum,2,,,,
25,Triteleia laxa,,,,,
25,Unk oceanspraylike shrub,,,,,
25,Vicia villosa,4,,70,5,
25,Vulpia microstachys,0.5,2,,,6
25,Vulpia myuros,1,,,,
25,Zigadenus fremontii,0.1,,,,0.1
25,Bare,,15,2,,
25,Rock,1,,1,,
26,Agoseris heterophylla,4,0.1,0.1,,0.1
26,Anagallis arvensis,,,,,
26,Aphanes occidentalis,,,,,
26,Astragalus gambelianus,,,,,
26,Athysanus pusillus,,,,,
26,Brodiaea elegans,,,,0.1,0.2
26,Bromus hordeaceus,15,16,1,,0.1
26,Bromus madritensis,,,0.1,2,1
26,Castilleja attenuata,2,3,1,0.5,2
26,Centaurea solstitialis,,,,,
26,Centaurium trichanthum,,,,,
26,Crassula connata,,,,,
26,Cuscuta californica,,0.1,,,
26,Daucus pusillus,,,,,0.8
26,Dichelostemma capitatum,0.1,5,0.1,2,
26,Eremocarpus setigerus,,,,,0.1
26,Erodium cicutarium,,0.1,,,
26,Eriogonum sp,,,,,
26,Gastridium ventricosum,,,,,
26,Githopsis specularioides,0.1,,,,
26,Hemizonia congesta,,,,,
26,Hesperolinon micranthum,,,,,
26,Holocarpha virgata,45,33,20,62,50
26,Lasthenia californica,20,15,2,3,40
26,Lessingia ramulosa,,,,,
26,Linanthus bicolor,1,0.1,,,
26,Lomatium utriculatum,,,,,
26,Lotus humistratus,,0.5,7,,
26,Lotus wrangelianus,3,0.1,,1,
26,Micropus californicus,0.1,0.1,,,0.1
26,Microseris douglasii,3,,0.1,0.1,5
26,Nassella pulchra,,,,,
26,Navarretia pubescens,,,,,
26,Plantago erecta,25,8,25,35,20
26,Plectritis ciliosa,,,,,
26,Poa secunda,,,,,
26,Sidalcea diploscypha,,,,,
26,Stellaria nitens,,,,,
26,Taeniatherum caput-medusae,,,,,0.4
26,Trifolium albopurpureum,1,,,,
26,Trifolium microcephalum,,,0.1,2,
26,Vulpia microstachys,10,1,1,1,20
26,Unknown seedling,,,,,
26,Bare,15,18,30,10,7
26,Rock,,,,,
NOTES:,,,,,,
27,Agoseris heterophylla,,,0.1,,5
27,Ancistrocarphus filagineus,,,5,,
27,Astragalus gambelianus,,,,,
27,Athysanus pusillus,,,,,
27,Brodiaea elegans,,,,,
27,Bromus hordeaceus,,,,,
27,Bromus madritensis,1,,,,
27,Castilleja attenuata,,,,0.1,
27,Centaurium trichanthum,,,,,
27,Crassula connata,,,,,
27,Cuscuta californica,,,,,
27,Daucus pusillus,,,,,
27,Dichelostemma capitatum,2,2,0.1,2,3
27,Eremocarpus setigerus,,,,,
27,Eriogonum vimineum,,,0.1,,
27,Gastridium ventricosum,,0.1,,,
27,Githopsis specularioides,,,,,
27,Hemizonia congesta,,,1,22,25
27,Hesperolinon micranthum,0.1,,,,
27,Holocarpha virgata,15,50,5,20,0.1
27,Hypochaeris glabra,,,,,
27,Lagophylla minor,,0.1,0.2,,0.1
27,Lasthenia californica,65,5,5,0.1,15
27,Lepidium nitidum,,,,,
27,Lessingia ramulosa,1,0.1,,,
27,Lomatium macrocarpum,,,,,
27,Lotus humistratus,,5,3,6,14
27,Lotus wrangelianus,0.1,,,,30
27,Micropus californicus,0.1,0.1,,,
27,Microseris douglasii,2,0.1,15,10,5
27,Mimulus douglasii,,,,,
27,Plantago erecta,5.1,25,5,10,3
27,Poa secunda,,,,,
27,Polypogon monspeliensis,,,,,
27,Rigiopappus leptocladus,,,,,
27,Stellaria nitens,,,,,
27,Trifolium albopurpureum,,0.1,0.1,0.1,0.3
27,Trifolium microcephalum,,,,,
27,Trifolium microdon,,,,,
27,Vulpia microstachys,1,0.1,0.1,0.1,1
27,unk lilly,,,,,
27,Bare,10,20,20,15,8
27,Rock,,,,,
NOTES:,,,,,,
28,Agoseris heterophylla,0.1,0.1,1,0.1,0.1
28,Ancistrocarphus filagineus,,,,,0.1
28,Astragalus gambelianus,,,,,
28,Athysanus pusillus,,,,,
28,Avena sp,,,,,
28,Bromus hordeaceus,,,,1,0.1
28,Bromus madritensis,4,0.1,1,1,0.1
28,Camissonia graciliflora,0.1,,1.1,,
28,Castilleja attenuata,0.1,0.1,0.1,,
28,Collinsia sparsiflora,,,,,
28,Cuscuta californica,,,,,0.1
28,Daucus pusillus,,0.1,0.1,,0.1
28,Dichelostemma capitatum,2,5,5,2,2
28,Epilobium brachycarpum,,0.1,,,
28,Erodium cicutarium,,0.1,,,
28,Gastridium ventricosum,9,,,,
28,Githopsis specularioides,,,,,
28,Hemizonia congesta,,,,,
28,Hesperolinon micranthum,0.1,1,,,
28,Holocarpha virgata,3,25,40,30,10
28,Hypochaeris glabra,,,,,
28,Lagophylla minor,3,,,5,2
28,Lasthenia californica,30,30,45,20,10
28,Lessingia ramulosa,2,,,,1
28,Lotus humistratus,0.1,,,0.1,
28,Lotus wrangelianus,0.1,1.1,1,0.1,1
28,Micropus californicus,,0.1,0.1,0.2,0.1
28,Microseris douglasii,0.1,2.1,1.1,2,0.1
28,Mimulus douglasii,,,,,
28,Navarretia jepsonii,,,1,,
28,Navarretia pubescens,,,,,
28,Plantago erecta,5,15,5,5,5
28,Plectritis ciliosa,,,,,
28,Rigiopappus leptocladus,0.1,,,,
28,Sidalcea diploscypha,,,,0.4,
28,Stellaria nitens,,,,,
28,Taeniatherum caput-medusae,,,,,
28,Trifolium albopurpureum,,0.1,0.1,0.1,
28,Vulpia microstachys,0.1,0.1,0.1,4,0.1
28,Bare,10,8,14,18,
28,Rock,,,,,
NOTES:,,,,,,
29,Agoseris heterophylla,0.1,,,3,
29,Allium serra,,,,,
29,Allium white multiflowered,,,,,
29,Ancistrocarphus filagineus,,3,,,
29,Astragalus gambelianus,,,,,
29,Avena barbata,,,0.2,,
29,Brodiaea elegans,,,,,
29,Bromus hordeaceus,30,0.1,5,,
29,Bromus madritensis,1,8,10,,0.1
29,Calycadenia pauciflora,1.1,2,,,
29,Camissonia graciliflora,,,,,
29,Castilleja attenuata,,,,,
29,Centaurium trichanthum,,,,,
29,Cryptantha spp.,,,,,
29,Dichelostemma capitatum,0.5,0.2,1,1,0.2
29,Epilobium brachycarpum,,,0.1,0.2,2
29,Eremocarpus setigerus,,,,,
29,Eriogonum nudum,,,,4,
29,Eriogonum vimineum,,,,0.5,
29,Euphorbia crenulata,,,,,
29,Gastridium ventricosum,,,,,
29,Githopsis specularioides,0.1,,,0.1,
39,Helianthus exilis,0.2,,,,
29,Hemizonia congesta,0.1,1,20,33,18
29,Hesperolinon californicum,,,,,2.5
29,Hesperolinon micranthum,,0.1,,2,
29,Holocarpha virgata,1,14,,,
29,Hypochaeris glabra,,,,,
29,Lactuca serriola,0.1,,,,
29,Lagophylla minor,,4,,,
29,Lasthenia californica,,4,3,,
29,Lessingia ramulosa,,0.1,1.1,0.1,3
29,Lotus humistratus,2,1,1,2,2
29,Lotus micranthus,40,,,,
29,Lotus wrangelianus,,,12,0.1,0.5
29,Melilotus indica,0.2,,,,
29,Micropus californicus,4,3,1,0.1,0.1
29,Microseris douglasii,,0.1,,,0.1
29,Mimulus douglasii,,,,,
29,Mimulus guttatus,,,,,
29,Phlox gracilis,,,,,
29,Plantago erecta,4,10,3,,0.1
29,Poa secunda,,,,,
29,Polypogon monspeliensis,,5,2,,
29,Rigiopappus leptocladus,,,,,
29,Scutellaria siphoncampyloides,,,,,
29,Sidalcea diploscypha,,,,,
29,Sonchus oleraceus,0.1,,,,
29,Taeniatherum caput-medusae,,,0.1,,
29,Trifolium hirtum,,,,,0.2
29,Trifolium sp.,1.3,,,,
29,Triteleia laxa,,,,,
29,Vulpia microstachys,1,5,1,35,15
29,unk purple stems,,,,,
29,Unknown seedling,,,,,
29,Bare,1,13,18,18,12
29,Rock,,,,,
NOTES:,Needs new number tag,,,,,
30,Agoseris heterophylla,,,0.1,,
30,Amsinckia menziesii,,,,,
30,Anagallis arvensis,2,2,0.1,,
30,Ancistrocarphus filagineus,,,,0.1,
30,Astragalus gambelianus,,,,,
30,Athysanus pusillus,,,,,
30,Avena barbata,10,1,,,
30,Brodiaea elegans,,,,,
30,Bromus hordeaceus,,2,,,
30,Bromus madritensis,0.1,,5,0.1,10
30,Calandrinia ciliata,,,,,
30,Calycadenia pauciflora,,,,,4
30,Campanula angustiflora,,,,,
30,Castilleja attenuata,,,,0.1,
30,Castilleja rubicundula,,,,,
30,Clarkia gracilis,20,25,1,,7
30,Clarkia purpurea,,,,,
30,Collinsia sparsiflora,,,,,
30,Cuscuta californica,,,,,
30,Daucus pusillus,,,,,
30,Dichelostemma capitatum,1,3,4,13,0.1
30,Epilobium brachycarpum,2,5,0.1,,
30,Eremocarpus setigerus,0.1,,,,
30,Euphorbia crenulata,0.1,0.1,,,
30,Gastridium ventricosum,,,,,
30,Githopsis specularioides,0.5,,0.1,,
30,Helianthus exilis,,,,,
30,Hemizonia congesta,20,12,60,42,15
30,Hesperolinon californicum,,,,,
30,Hesperolinon micranthum,,0.1,,,
30,Holocarpha virgata,,,,,
30,Hordeum brachyantherum,,,,,
30,Lactuca serriola,,,,,3
30,Lasthenia californica,45,10,35,4,
30,Lessingia ramulosa,,,,,
30,Lotus humistratus,0.1,,,,
30,Lotus micranthus,,,,1,14
30,Lotus purshianus,,,,,
30,Lotus wrangelianus,0.1,0.1,0.5,2,1.1
30,Melilotus indica,,,,,
30,Micropus californicus,0.1,,0.1,0.3,0.1
30,Microseris douglasii,0.5,0.1,0.1,0.1,0.1
30,Nassella pulchra,28,20,5,6,15
30,Plantago erecta,0.1,0.1,,0.3,15
30,Poa secunda,,,,,0.1
30,Rigiopappus leptocladus,,,,,
30,Sidalcea diploscypha,0.1,,,0.1,
30,Sonchus oleraceus,,,,,
30,Stellaria nitens,,,,,
30,Taeniatherum caput-medusae,,,,3,
30,Trifolium albopurpureum,,0.2,,,
30,Vicia villosa,,,,,
30,Vulpia microstachys,2,9,20,2,4
30,Unknown Woody seedling,,,,,
30,Bare,14,15,7,50,25
30,Rock,,,,,
NOTES:,Check Sidalcea species ID; needs new # tag,,,,,
31,Agoseris heterophylla,1,,,1.1,
31,Ancistrocarphus filagineus,,,,,0.1
31,Astragalus gambelianus,,,,,
31,Athysanus pusillus,,,,,
31,Avena barbata,,,7,,5
31,Brodiaea elegans,,,,,
31,Bromus hordeaceus,,,2,5,5
31,Bromus madritensis,3,0.1,,1,5
31,Calandrinia ciliata,,,,,
31,Castilleja attenuata,5,0.1,3,1,
31,Clarkia gracilis,,,,,
31,Clarkia purpurea,,,,,
31,Crassula connata,,,,,
31,Cryptantha spp.,,,,,
31,Cuscuta californica,,,,,
31,Daucus pusillus,,,,,
31,Dichelostemma capitatum,0.5,10,0.5,0.1,0.2
31,Elymus elymoides,,,,,
31,Epilobium brachycarpum,,,,,
31,Eremocarpus setigerus,1,,0.1,,
31,Eriogonum vimineum,0.6,0.6,1,1.5,2
31,Euphorbia crenulata,,,0.1,,
31,Githopsis specularioides,,,,,
31,Hemizonia congesta,2,14,25,15,25
31,Hesperolinon californicum,0.1,1,0.1,,
31,Holocarpha virgata,,,,1,
31,Hypochaeris glabra,,,,,
31,Lactuca serriola,,,,,
31,Lasthenia californica,10,5,10,40,0.2
31,Lessingia ramulosa,,0.2,,,
31,Lotus humistratus,5,1,,,10
31,Lotus micranthus,,,,,
31,Lotus wrangelianus,,,1.5,2,1
31,Micropus californicus,,,0.5,,
31,Microseris douglasii,15,5,0.1,20,0.1
31,Mimulus douglasii,,,,,
31,Nassella pulchra,,1,55,,0.1
31,Plagiobothrys nothofulvus,,,,,
31,Plantago erecta,,,,1,1
31,Poa secunda,,,,,
31,Sidalcea diploscypha,,,1,2,
31,Sisyrinchium bellum,,,,,
31,Stellaria nitens,,,,,
31,Vulpia microstachys,16,15,8,16,13
31,Zigadenus fremontii,,0.1,,,
31,Bare,25,22,20,23,23
31,Rock,,,,,
NOTES:,"4 was missing, replaced with wooden stake. Some animals messed with all the pipe and caps",,,,,
32,Achyrachaena mollis,,,,,
32,Ancistrocarphus filagineus,,,,,0.1
32,Astragalus rattanii var. jepsonianus,0.5,11,,,
32,Athysanus pusillus,,,,,
32,Avena fatua,70,90,75,90,80
32,Bellardia trixago,2,,,,
32,Bromus hordeaceus,,4,,0.1,1
32,Bromus madritensis,,14,,0.3,0.3
32,Calochortus superbus,,,,,
32,Castilleja rubicundula,,,,,
32,Cercocarpus betuloides,,,,,
32,Clarkia gracilis,,,,,
32,Dichelostemma capitatum,,,3,0.5,0.7
32,Eremocarpus setigerus,,,,,
32,Eriogonum nudum,,,,,
32,Erodium cicutarium,,,,,
32,Euphorbia crenulata,,,,,
32,Galium murale,,,,,
32,Gastridium ventricosum,,,,,
32,Grindelia camporum,2.5,,,,6
32,Hemizonia congesta,5,4,1,8,3
32,Hesperolinon californicum,0.2,0.1,,,0.1
32,Hypochaeris glabra,,,0.1,0.1,1
32,Lactuca serriola,,,,,
32,Lasthenia californica,0.1,,,,
32,Lotus humistratus,,,,,0.2
32,Lotus wrangelianus,1,,,0.2,
32,Lupinus microcarpus,2,1,0.1,,
32,Lupinus succulentus,4,1,1,1,4
32,Micropus californicus,,,,,
32,Microseris douglasii,0.5,0.2,,6,0.1
32,Navarretia jepsonii,0.2,,,,
32,Plantago erecta,0.1,0.1,,2,0.2
32,Senecio vulgaris,,,,,
32,Taeniatherum caput-medusae,10,3,,0.5,0.1
32,Torilis arvensis,,,,,
32,Trifolium albopurpureum,,,,,
32,Trifolium fucatum,,4,6,,
32,Trifolium hirtum,,,,,
32,Vulpia microstachys,,,,0.1,0.1
32,Bare,6,7,25,4,28
32,Rock,,,,,
NOTES:,,,,,,
33,Agoseris heterophylla,,3,4,1,2
33,Allium sp,,,,,
33,Ancistrocarphus filagineus,,1,1,,0.4
33,Athysanus pusillus,,,,,
33,Avena barbata,,,,,
33,Bromus hordeaceus,,0.3,0.2,,
33,Castilleja rubicundula,,,,,
33,Chlorogalum pomeridianum,,5,,,
33,Clarkia gracilis,1,5,0.2,21,10
33,Dichelostemma capitatum,7,,1,1,1.5
33,Elymus elymoides,,,,,
33,Eremocarpus setigerus,,,,,
33,Eriogonum nudum,,,2,5,
33,Filago californica,,,,,
33,Grindelia camporum,,,,,
33,Helianthus exilis,,,,,
33,Hemizonia congesta,15,2,4,6,18
33,Hesperolinon disjunctum,0.1,,,,
33,Holocarpha virgata,,,,,
33,Lactuca serriola,,,,,
33,Lagophylla minor,,,,,
33,Lasthenia californica,15,,2,30,1
33,Lotus humistratus,4,0.4,,,
33,Lotus wrangelianus,,,,1,
33,Lupinus microcarpus,,,,,
33,Melica torreyana ?,,,,,
33,Microseris douglasii,0.2,2,1,2,0.2
33,Nassella pulchra,,1,9,8,38
33,Navarretia jepsonii,6,9,0.1,,
33,Perideridia kelloggii,,,,,
33,Plagiobothrys nothofulvus,,,,,
33,Plantago erecta,25,0.3,0.2,18,
33,Plectritis ciliosa,,,,,
33,Poa secunda,0.3,,1,5,
33,Sidalcea diploscypha,,,,5,
33,Sisyrinchium bellum,,,,,
33,Stellaria nitens,,,,,0.1
33,Streptanthus breweri,,,,,
33,Trifolium albopurpureum,,,0.1,2,
33,Trifolium bifidum,,,,,0.3
33,Vulpia microstachys,15,10,7,15,5
33,Vulpia myuros,,,,,
33,Zigadenus fremontii,,,,,
33,Bare,37,40,47,18,32
33,Rock,,,,,
NOTES:,,,,,,
34,Achyrachaena mollis,,,,,
34,Amsinckia menziesii,,,,2,
34,Athysanus pusillus,,,,,
34,Avena fatua,2,,,,
34,Brassica nigra,,,,,
34,Brodiaea elegans,,,,,
34,Bromus hordeaceus,7,30,25,7,50
34,Galium aparine,,,,,
34,Centaurea solstitialis,25,30,20,35,10
34,Chlorogalum pomeridianum,10,6,,3,
34,Clarkia purpurea,,,,,
34,Dichelostemma capitatum,,,,,0.1
34,Erodium brachycarpum,,,,,
34,Erodium cicutarium,,,,0.1,
34,Galium murale,0.1,,,,0.6
34,Geranium dissectum,70,17,25,19,6
34,Hemizonia congesta,,,,,
34,Holocarpha virgata,,,,,
34,Lactuca serriola,,,,,0.1
34,Lolium multiflorum,2,1,1,1,
34,Lotus wrangelianus,,,,,
34,Lupinus bicolor,,,,,
34,Medicago polymorpha,0.1,,1,,1
34,Melica californica,,,,,
34,Poa bulbosa,,,,,
34,Senecio vulgaris,,,,,
34,Sonchus oleraceus,,,,,
34,Taeniatherum caput-medusae,5,30,35,5,30
34,Torilis arvensis,,,,,
34,Trifolium hirtum,0.5,5,,0.3,0.1
34,Vicia villosa,,,,1,10
34,Vulpia myuros,,,,,
34,Bare,,,,15,3
34,Rock,,,,,
NOTES:,Started on W end (upstream) and worked east,,,,,
,"Replaced quad 4 with 1m PVC, very tall",,,,,
35,Athysanus pusillus,,,,,
35,Avena fatua,6,10,30,8,15
35,Bromus diandrus,1,,2,2,15
35,Bromus hordeaceus,8,9,0.3,6,3
35,Bromus madritensis,,,,,
35,Centaurea solstitialis,25,20,8,35,45
35,Cerastium glomeratum,,,,,
35,Clarkia purpurea,,1,,,0.1
35,Dichelostemma capitatum,,,,,
35,Erodium brachycarpum,,0.1,,0.2,
35,Erodium cicutarium,,0.3,3,0.2,5
35,Filago gallica,,,,,
35,Geranium dissectum,25,,,,
35,Hemizonia congesta,,,,,
35,Holocarpha virgata,,0.1,,,
35,Hordeum marinum,,,,,
35,Hypochaeris glabra,,,,,
35,Hypochaeris radicata,,,0.1,,
35,Lactuca serriola,,,,,
35,Lolium multiflorum,5,0.1,,,
35,Lotus wrangelianus,,0.5,0.5,0.3,
35,Lupinus bicolor,,,,0.2,
35,Lupinus nanus,,,,,
35,Medicago polymorpha,,,,,0.1
35,Micropus californicus,,,,,
35,Plantago erecta,,,0.1,0.1,0.1
35,Senecio vulgaris,,,,,
35,Taeniatherum caput-medusae,15,15,,,
35,Trifolium bifidum,,,,,
35,Trifolium hirtum,,40,15,30,4
35,Triteleia laxa,,,,,
35,Vicia villosa,0.2,0.2,,,0.3
35,Vulpia myuros,,,,,
35,Bare,,1,,5,3
35,Rock,,,,,
NOTES:,,,,,,
,added new PVC,,,,,
36,Achyrachaena mollis,,,,,
36,Athysanus pusillus,,,,,
36,Avena fatua,,0.2,1,,3
36,Bromus diandrus,2,1,3,3,2
36,Bromus hordeaceus,12,20,5,22,2
36,Bromus madritensis,,3,15,,2
36,Centaurea melitensis,,,,,
36,Centaurea solstitialis,12,40,25,70,15
36,Clarkia purpurea,,,,,
36,Dichelostemma capitatum,,,,,
36,Erodium botrys,,,,,
36,Erodium brachycarpum,0.5,1,1,0.5,15
36,Erodium cicutarium,0.1,6,9,6,0.1
36,Filago gallica,,,,,
36,Geranium dissectum,,,,,
36,Holocarpha virgata,,,,,
36,Hordeum murinum,,,,,
36,Hypochaeris glabra,,,,,
36,Lactuca serriola,,,,,
36,Lotus humistratus,,,,,
36,Lupinus bicolor,,,,,
36,Lupinus microcarpus,,,,,
36,Medicago polymorpha,,,,,
36,Phlox gracilis,,,,,
36,Plagiobothrys nothofulvus,,,,0.2,
36,Plantago erecta,,,,,
36,Poa bulbosa,,,,,
36,Taeniatherum caput-medusae,6,1,0.1,0.1,
36,Trifolium gracilentum,,,,,
36,Trifolium hirtum,,4,3,2,13
36,Vulpia myuros,,,0.2,,
36,Bare,2,5,0.5,,30
36,Rock,,,,,
NOTES:,,,,,,
37,Achyrachaena mollis,,,,,
37,Amsinckia menziesii,,,,,
37,Avena fatua,5,25,25,30,15
37,Bromus diandrus,,,,,2
37,Bromus hordeaceus,9,9,2,15,5
37,Bromus madritensis,,,,,
37,Centaurea melitensis,,,,,
37,Centaurea solstitialis,20,12,10,7,30
37,Clarkia purpurea,,,,,1.5
37,Cryptantha flaccida,,,,,
37,Dichelostemma capitatum,,,,,
37,Erodium botrys,,,,,
37,Erodium brachycarpum,,7,11,12,1
37,Erodium cicutarium,3,5,,,
37,Filago gallica,,,2,,
37,Geranium dissectum,,,,,0.1
37,Holocarpha virgata,,,,0.1,
37,Hypochaeris glabra,,,,,
37,Lolium multiflorum,,,,,
37,Lotus humistratus,,,,,
37,Lupinus bicolor,,,,,
37,Lupinus microcarpus,,,,,
37,Medicago polymorpha,,,,,
37,Micropus californicus,,,,,
37,Phlox spp.,,,,,
37,Plagiobothrys nothofulvus,,,,,
37,Plantago erecta,,,0.5,1,
37,Poa bulbosa,,,,,
37,Silene gallica,,,,,
37,Sonchus oleraceus,,,,,
37,Taeniatherum caput-medusae,,,,,
37,Trifolium gracilentum,,0.1,,0.6,0.1
37,Trifolium hirtum,0.1,0.3,5,6,3
37,Trifolium microcephalum,,,2,,
37,Vicia villosa,,,,,2
37,Vulpia myuros,,,,,
37,Bare,13,7,1,8,
37,Rock,,,,,
NOTES:,Transect wraps around the hill. Read west to east ,,,,,
38,Agoseris heterophylla,0.1,0.1,,,
38,Aira caryophyllea,,,,,
38,Aphanes occidentalis,,,,,
38,Athysanus pusillus,,,,,
38,Avena barbata,,,0.1,0.5,
38,Bromus diandrus,2,0.2,,,3
38,Bromus hordeaceus,18,25,1,50,13
38,Bromus madritensis,0.3,,,,
38,Calandrinia ciliata,,,,,
38,Cardamine oligosperma,,,,,
38,Castilleja attenuata,,,,,
38,Centaurea solstitialis,,,,,
38,Cerastium glomeratum,,,,,
38,Chlorogalum pomeridianum,,,,,
38,Clarkia purpurea,0.5,4.5,1.5,,
38,Claytonia parviflora,,,,,
38,Crassula connata,,,,,
38,Cynosurus echinatus,,,,,0.5
38,Daucus pusillus,,,,,
38,Dichelostemma capitatum,,,,,
38,Dodecatheon hendersonii,,,,,
38,Epilobium brachycarpum,2,5,,,
38,Eremocarpus setigerus,,,0.1,,
38,Erodium botrys,,,,,
38,Erodium brachycarpum,,0.1,15,,
38,Erodium cicutarium,,0.1,,0.1,
38,Euphorbia crenulata,,,,,
38,Filago gallica,,,,0.2,
38,Galium murale,,0.1,2,20,0.3
38,Gastridium ventricosum,,,,,
38,Geranium dissectum,,,,,
38,Gilia tricolor,,,,,
38,Holocarpha virgata,,3.5,,,
38,Hypochaeris glabra,,2,1,,0.1
38,Lactuca serriola,0.3,0.5,,,0.4
38,Lepidium nitidum,,,,,
38,Linanthus bicolor,,,,,
38,Linanthus ciliatus,,,,,
38,Lithophragma heterophyllum,,,,,3
38,Lotus wrangelianus,,,,,
38,Lupinus bicolor,,10,1,1,
38,Lupinus nanus,,,,,
38,Melilotus indica,,,,,
38,Micropus californicus,,,,5,
38,Minuartia sp.,,,,,
38,Navarretia pubescens,,,,,
38,Plagiobothrys nothofulvus,,,,,
38,Plantago erecta,,1,45,3,
38,Ranunculus occidentalis,,,,,
38,Sanicula crassicaulis,,,,,
38,Senecio vulgaris,1,,,,
38,Silene gallica,,,,,
38,Taeniatherum caput-medusae,6,7.5,,1,0.6
38,Torilis arvensis,6,0.1,,0.1,0.1
38,Trifolium ciliolatum?,,,,,
38,Trifolium gracilentum,,,,,
38,Trifolium hirtum,,1,,,
38,Trifolium microcephalum,1,,,15,
38,Trifolium microdon,,,,,
38,Triphysaria eriantha,,,3,,
38,Vicia villosa,5,4,,35,3
38,Vulpia microstachys,,,,,
38,Vulpia myuros,,,,,
38,Bare,,0.2,5,,2.5
38,Rock,,0.4,,,
NOTES:,,,,,,
39,Agoseris heterophylla,1.3,,,,
39,Aira caryophyllea,,,,,
39,Anagallis arvensis,,,,,
39,Athysanus pusillus,,,,,
39,Avena barbata,2,,,,
39,Avena fatua,,,,,
39,Briza minor,,,,,
39,Bromus hordeaceus,1,2,1.5,15,
39,Calochortus luteus,,,,,
39,Castilleja attenuata,,,,,
39,Centaurea melitensis,0.5,,,,
39,Cerastium glomeratum,2,,0.1,,0.2
39,Clarkia purpurea,,,1,1,2.5
39,Crassula connata,,,,,
39,Cynosurus echinatus,,,,,
39,Dichelostemma capitatum,,2,0.2,,
39,Epilobium brachycarpum,,0.1,,1.5,
39,Eremocarpus setigerus,,,,,
39,Erodium botrys,1,,,,
39,Erodium brachycarpum,,,,,0.3
39,Erodium cicutarium,,0.1,,0.1,
39,Filago gallica,,,,,
39,Galium aparine,,,,,
39,Galium murale,,1,,0.1,0.1
39,Gastridium ventricosum,,,,,
39,Geranium dissectum,0.1,0.1,,0.1,
39,Holocarpha virgata,0.4,2.5,,2.4,0.2
39,Hypochaeris glabra,,0.2,,0.6,0.1
39,Lactuca serriola,2,2,3.5,0.7,0.6
39,Lepidium nitidum,,,,,
39,Linanthus bicolor,,,,,
39,Linanthus ciliatus,,,,,
39,Lolium multiflorum,,,,,
39,Lotus wrangelianus,,,0.1,0.2,
39,Lupinus nanus,,0.1,,,0.1
39,Lupinus bicolor,,,,,
39,Medicago polymorpha,,,,,
39,Melilotus indica,,,,,
39,Micropus californicus,,,0.1,,
39,Nassella pulchra,,,,,
39,Navarretia jepsonii,,,,,
39,Navarretia pubescens,,0.3,,,
39,Plagiobothrys nothofulvus,,,,,
39,Plantago erecta,,,,10,0.7
39,Ranunculus occidentalis,,,0.4,,
39,Sonchus?,,,,,
39,Stellaria nitens,,,,,
39,Taeniatherum caput-medusae,45,35,75,3,70
39,Torilis,,,,,
39,Torilis arvensis,,,,,0.4
39,Trifolium albopurpureum,,,,,
39,Trifolium gracilentum,,,,,
39,Trifolium hirtum,,,,,
39,Trifolium microcephalum,,,,,
39,Trifolium microdon,,,,,
39,Triphysaria eriantha,,,,,
39,Vicia villosa,2,,0.3,0.5,0.7
39,Vulpia myuros,,,,,
39,Bare,0.2,0.2,,3,0.3
39,Rock,,,,,
NOTES:,,,,,,
40,Agoseris heterophylla,,,,,
40,Aira caryophyllea,,1.5,3,,
40,Anagallis arvensis,,,,,
40,Astragalus pusillus,,,,,
40,Athysanus pusillus,,,,,
40,Avena fatua,,0.3,0.4,,
40,Briza minor,,0.3,3,,
40,Brodiaea elegans,,,,,
40,Bromus diandrus,,,,,
40,Bromus hordeaceus,12,25,,0.4,10
40,Bromus madritensis,,,,,
40,Carduus pycnocephalus,,0.1,,,
40,Castilleja attenuata,,,,,
40,Cerastium glomeratum,0.2,,0.2,,
40,Clarkia purpurea,,0.1,4,1,0.1
40,Crassula connata,,,,,
40,Cynosurus echinatus,,,,,
40,Daucus pusillus,,,,,0.1
40,Dichelostemma capitatum,,,0.1,,
40,Epilobium brachycarpum,,,,,
