site,Spp,1,2,3,4,5,Notes
24,Dichelostemma capitatum,0.3,0.1,0.4,0.1,,
24,Elymus elymoides,,,1.5,,,
24,Epilobium brachycarpum,,,0.1,,0.3,
24,Eremocarpus setigerus,,,,,,
24,Euphorbia crenulata,,,0.1,0.1,,
24,Galium murale,,,,,,
24,Geranium dissectum,,,,0.1,1.4,
24,Grindelia camporum,0.8,,,,1,
24,Helianthella californica,,,,,,
24,Hemizonia congesta,0.1,36,8,5,0.2,
24,Iris douglasiana,,,,,,
24,Lactuca serriola,,0.6,,,0.1,Quad 2 L. saligna only
24,Lasthenia californica,12,,34,,,
24,Linanthus bicolor,,,,,,
24,Lolium multiflorum,,37,12,0.8,,
24,Lomatium marginatum,0.2,,,,,
24,Lotus wrangelianus,0.1,,,,,
24,Lupinus bicolor,0.3,0.2,6,3.2,,
24,Medicago polymorpha,,,,,15,
24,Melilotus indica,,,,,,
24,Micropus californicus,0.1,,0.2,0.1,,
24,Microseris douglasii,,,,,,
24,Nassella pulchra,4,,,,,
24,Navarretia jepsonii,,,,,,
24,Nemophila heterophylla,,,,,,
24,Nemophila heterophylla,,,,,,
24,Perideridia kelloggii,0.5,13,,,,
24,Plantago erecta,0.3,,0.2,,0.1,
24,Poa secunda,,,0.8,,,
24,Ranunculus occidentalis,0.2,,,,0.6,
24,Rumex crispus,,,,,0.3,
24,Sidalcea diploscypha,,,0.4,,,
24,Sisyrinchium bellum,1.7,,,,,
24,Stellaria nitens,,,,,,
24,Taeniatherum caput-medusae,,,,0.2,2.2,
24,Torilis arvensis,,,,,1.2,
24,Trifolium bifidum,1,1,0.7,4,2,
24,Trifolium depauperatum,1.3,,,,,
24,Trifolium fucatum,17,1.8,1.2,,,
24,Trifolium gracilentum,,0.2,0.5,,,
24,Triteleia laxa,,,,,,
24,Vulpia microstachys,3.5,,0.3,1,10,
24,Vulpia myuros,,,,,,
24,Wyethia glabra,41,,,,,
24,Zigadenus fremontii,,,0.3,1,,
NOTES:,Rebar needed 2-5. ,,,,,,
25,Achyrachaena mollis,,,,,,
25,Agoseris heterophylla,,,,,,
25,Allium serra,,,,,,
25,Amsinckia menziesii,,,,,,
25,Astragalus gambelianus,0.2,0.1,,,,
25,Athysanus pusillus,,,,,,
25,Avena fatua,0.4,6,16,20,4,
25,Brodiaea elegans,,,,,,
25,Bromus diandrus,,0.1,50,2,,
25,Bromus hordeaceus,40,22,,20,,
25,Bromus madritensis,,20,,,0.6,
25,Calochortus luteus,,,,,,
25,Carduus pycnocephalus,,,,,,
25,Castilleja attenuata,,,,,,
25,Centaurea solstitialis,,,0.1,,,
25,Cerastium glomeratum,,,,,,
25,Cercocarpus betuloides,0.1,0.2,,0.1,0.1,
25,Clarkia purpurea,0.1,0.1,0.1,,0.1,
25,Claytonia parviflora,,,,,,
25,Collinsia heterophylla,,,,,,
25,Collinsia sparsiflora,,,,,,
25,Daucus pusillus,,,,,,
25,Dichelostemma capitatum,0.6,0.3,,0.3,0.3,
25,Dodecatheon hendersonii,,,,,0.7,
25,Elymus elymoides,,,,,,
25,Epilobium brachycarpum,,,,,,
25,Eremocarpus setigerus,,,,,,
25,Euphorbia crenulata,,,,,,
25,Galium aparine,,,,,,
25,Galium murale,,,1,,,
25,Gastridium ventricosum,,,,,,
25,Geranium molle,,,,,,
25,Githopsis specularioides,,,,,,
25,Hemizonia congesta,,,,,,
25,Holocarpha virgata,16,0.4,,,,
25,Hypochaeris glabra,1,0.1,,,0.1,
25,Lactuca serriola,,,,,,
25,Lasthenia californica,,,,,,
25,Linanthus bicolor,,,,,,
25,Lolium multiflorum,,,,,0.4,
25,Lomatium marginatum,,,,,,
25,Lotus wrangelianus,18,0.3,,,,
25,Lupinus bicolor,,,,,,
25,Melica californica,,0.6,,,,
25,Micropus californicus,,,,,13,
25,Nassella pulchra,0.3,,,,,
25,Navarretia pubescens,0.3,,,,,
25,Plantago erecta,17,5,,,0.4,
25,Quercus douglasii,,0.8,,,,
25,Ranunculus occidentalis,,,,,,
25,Senecio vulgaris,,,,0.1,,
25,Sisyrinchium bellum,1.6,4,,,,
25,Stellaria media,,,,,,
25,Stellaria nitens,,,,0.1,,
25,Taeniatherum caput-medusae,0.3,,,2,0.4,
25,Thysanocarpus curvipes,,,,,,
25,Trifolium bifidum,,0.2,0.1,41,,in flower
25,Trifolium gracilentum,,,,,,
25,Trifolium hirtum,,,,0.1,,
25,Triteleia laxa,,,,,,
25,Vicia villosa,,,55,3,,
25,Vulpia microstachys,1,4,,0.6,6,
25,Vulpia myuros,,,,,,
25,Zigadenus fremontii,,,,,,
NOTES:,"Rebar quad 3, quad 5 through shrubs, all grasses are late phenology here. ",,,,,,
26,Agoseris heterophylla,0.2,0.1,,0.7,0.3,
26,Anagallis arvensis,,,,,,
26,Aphanes occidentalis,,,,,,
26,Astragalus gambelianus,,,0.1,,,
26,Athysanus pusillus,,,,,,
26,Brodiaea elegans,,,,,,
26,Bromus hordeaceus,13,42,1.5,2,,
26,Bromus madritensis,,0.1,0.2,0.5,6.5,
26,Castilleja attenuata,0.3,0.1,,,,
26,Centaurea solstitialis,,,,,,
26,Centaurium trichanthum,,,,,,
26,Crassula connata,,1.5,,,,
26,Cuscuta californica,,,,,,
26,Daucus pusillus,,,,,,
26,Dichelostemma capitatum,0.1,0.5,0.4,0.6,,
26,Eremocarpus setigerus,,,,,,
26,Erodium cicutarium,0.1,,,,,
26,Eriogonum vimineum,,,,0.1,,
26,Gastridium ventricosum,0.3,0.1,,,0.1,
26,Githopsis specularioides,,,,,,
26,Hemizonia congesta,,,,,,
26,Hesperolinon micranthum,,,,,,
26,Holocarpha virgata,11,15,2.3,12,21,
26,Hypochaeris glabra,,,,,,
26,Lasthenia californica,19,5,0.1,2,13,
26,Lessingia ramulosa,,,,,,
26,Linanthus bicolor,0.2,0.1,,,,
26,Lomatium utriculatum,,,,,,
26,Lotus humistratus,,,7,0.3,,
26,Lotus wrangelianus,10,0.5,,,0.9,
26,Micropus californicus,,,,,0.1,
26,Microseris douglasii,15,11,1,2,0.2,
26,Nassella pulchra,,,,,,
26,Navarretia pubescens,,,,,0.1,
26,Plantago erecta,33,24,40,34,8,
26,Plectritis ciliosa,,,,,,
26,Poa secunda,,,,,,
26,Sidalcea diploscypha,,,,,,
26,Stellaria nitens,,,,,,
26,Taeniatherum caput-medusae,,,,,5,
26,Trifolium albopurpureum,1,,1.1,0.4,,in flower
26,Trifolium microcephalum,,,,0.1,,"light pink, involucre"
26,Vulpia microstachys,1.3,1.6,0.6,3,37,
NOTES:,Rebar quad 3 missing. ,,,,,,
27,Agoseris heterophylla,0.1,0.1,0.3,0.1,0.3,
27,Ancistrocarphus filagineus,,,0.3,,,
27,Astragalus gambelianus,,,,,,
27,Athysanus pusillus,,,,,,
27,Brodiaea elegans,,0.1,,,,
27,Bromus hordeaceus,0.1,0.1,,,0.1,
27,Bromus madritensis,,0.1,,,,
27,Castilleja attenuata,,0.1,,,,
27,Centaurium trichanthum,,,,,,
27,Crassula connata,,,,,,
27,Cuscuta californica,,,,,,
27,Daucus pusillus,,,,,,
27,Dichelostemma capitatum,7,2,0.1,1,1.3,
27,Eremocarpus setigerus,,,,,,
27,Eriogonum vimineum,,,0.1,,,
27,Gastridium ventricosum,0.1,,,,,
27,Githopsis specularioides,,,,,,
27,Hemizonia congesta,,0.1,0.4,0.5,26,
27,Hesperolinon micranthum,,,0.1,,,ID unknown
27,Holocarpha virgata,15,20,1.5,5,,
27,Hypochaeris glabra,0.1,,,,,
27,Lagophylla minor,,,0.5,,0.2,
27,Lasthenia californica,44,9,26,,23,
27,Lepidium nitidum,,,,,,
27,Lessingia ramulosa,2,0.2,0.6,0.1,,
27,Lomatium macrocarpum,,,,,,
27,Lotus humistratus,,9,9,15,46,
27,Lotus wrangelianus,,,,,,
27,Micropus californicus,,,,,,
27,Microseris douglasii,0.1,0.3,6,12,0.3,
27,Mimulus douglasii,0.3,,,,,
27,Plantago erecta,22,50,34,27,34,
27,Poa secunda,,,,,,
27,Polypogon monspeliensis,,,,,,
27,Rigiopappus leptocladus,,,,,,
27,Stellaria nitens,,,,,,
27,Trifolium albopurpureum,,,,,,
27,Trifolium microcephalum,,,,,,
27,Trifolium microdon,,,,,,
27,Vulpia microstachys,,0.1,7,0.1,0.2,
NOTES:,Rebar needed quad 3. ,,,,,,
28,Agoseris heterophylla,,0.3,0.1,0.4,0.2,
28,Ancistrocarphus filagineus,,,,,0.1,
28,Astragalus gambelianus,,,,,,
28,Athysanus pusillus,,,,,,
28,Avena fatua,,,,,,
28,Bromus hordeaceus,0.2,0.3,0.2,0.3,6,
28,Bromus madritensis,17,7,6,0.4,1,
28,Camissonia graciliflora,,,0.1,,,
28,Castilleja attenuata,,0.1,,,,
28,Collinsia sparsiflora,,,,,,
28,Cuscuta californica,,,,,,
28,Daucus pusillus,,,,,,
28,Dichelostemma capitatum,3,3,1.3,1,0.6,
28,Epilobium brachycarpum,,,,,,
28,Erodium cicutarium,,11,0.7,,,
28,Gastridium ventricosum,15,1.2,,0.1,0.4,
28,Githopsis specularioides,,,,,,
28,Hemizonia congesta,,,,,,
28,Hesperolinon micranthum,3,5,,,,seems like disjunctum
28,Holocarpha virgata,4,28,14,29,7,
28,Hypochaeris glabra,,,,,,
28,Lagophylla minor,0.2,,,0.1,,
28,Lasthenia californica,,,,,,
28,Lessingia ramulosa,8,,,,3,
28,Lotus humistratus,0.1,,,0.2,,
28,Lotus wrangelianus,,0.2,0.4,,10,
28,Micropus californicus,,0.1,,0.1,,
28,Microseris douglasii,1.2,0.5,3,0.8,,
28,Mimulus douglasii,0.2,,0.2,,,
28,Navarretia jepsonii,,,,,,
28,Navarretia pubescens,,,2.8,,0.3,
28,Plantago erecta,6,12,15,2.5,21,
28,Plectritis ciliosa,,,,,,
28,Rigiopappus leptocladus,,,,,,
28,Sidalcea diploscypha,,,0.1,0.3,,
28,Stellaria nitens,,,,,,
28,Taeniatherum caput-medusae,,,,,,
28,Trifolium albopurpureum,,,,0.1,,
28,Vulpia microstachys,0.8,0.3,1.2,1.2,1.5,
NOTES:,Missing rebar quad 3,,,,,,
29,Aegilops triuncialis,,,0.4,,,pulled
29,Agoseris heterophylla,,,0.1,1.8,0.5,
29,Allium serra,,,,,,
29,Allium fimbriatum,,,,,,
29,Ancistrocarphus filagineus,,0.2,,,,
29,Astragalus gambelianus,0.1,0.1,,,,
29,Avena fatua,,,,,1.2,
29,Brodiaea elegans,,,,,0.1,seems like fatua
29,Bromus hordeaceus,28,,0.1,,0.2,
29,Bromus madritensis,0.9,13,4,0.1,0.1,
29,Calycadenia pauciflora,0.8,26,,,0.3,
29,Camissonia graciliflora,0.1,1,,,,
29,Castilleja attenuata,,,,,,
29,Centaurea solstitialis,,,,,,
29,Centaurium trichanthum,,,,,,
29,Cryptantha hispidula,,,,,,
29,Dichelostemma capitatum,0.5,0.2,0.3,0.8,0.1,
29,Epilobium brachycarpum,,,,0.4,,
29,Eremocarpus setigerus,,,,,,
29,Eriogonum nudum,,,,,,
29,Eriogonum vimineum,,,,1,,
29,Euphorbia crenulata,,,,,,
29,Gastridium ventricosum,,,,,,
29,Githopsis specularioides,,,,,,
29,Helianthus exilis,,,,,,
29,Hemizonia congesta,,1.2,11,19,18,
29,Hesperolinon californicum,,12,1.6,16,9,seems like disjunctum
29,Hesperolinon micranthum,,,,,,
29,Holocarpha virgata,,,,,,
29,Hypochaeris glabra,,,,,,
29,Lactuca serriola,0.1,,,,,
29,Lagophylla minor,,,,,,
29,Lasthenia californica,,0.3,0.1,,,
29,Lessingia ramulosa,,0.1,0.7,0.1,0.5,
29,Lotus humistratus,3,8,23,17,24,
29,Lotus micranthus,,,,,,
29,Lotus purshianus,33,,,,,
29,Lotus wrangelianus,,,,,,
29,Melilotus indica,,,,,,
29,Micropus californicus,,0.3,0.1,0.1,,
29,Microseris douglasii,,,,,0.1,
29,Mimulus douglasii,,,,,,
29,Mimulus guttatus,,,,,,
29,Phlox gracilis,,,,,,
29,Plantago erecta,8,18,15,0.1,0.1,
29,Poa secunda,,0.2,,,,
29,Polypogon monspeliensis,,,,,,
29,Rigiopappus leptocladus,,,,,,
29,Scutellaria siphoncampyloides,,,,,,
29,Sidalcea diploscypha,,,,,,
29,Taeniatherum caput-medusae,,,,,,
29,Trifolium albopurpureum,0.1,,,,,
29,Trifolium hirtum,,,,,,
29,Triteleia laxa,,,,,,
29,Vulpia microstachys,0.2,0.3,,2,0.3,
NOTES:,"Rebar quad 3 needed; gopher disturbance 20 % quad 3, 8% quad 5. ",,,,,,
30,Agoseris heterophylla,,,,0.1,,
30,Amsinckia menziesii,,,,,,
30,Anagallis arvensis,11,3.5,1,,,
30,Ancistrocarphus filagineus,,,,,,
30,Astragalus gambelianus,,,,,,
30,Athysanus pusillus,,,,,,
30,Avena fatua,9,0.8,1,,,
30,Brodiaea elegans,0.1,,,,,
30,Bromus hordeaceus,0.1,2,0.1,0.1,,
30,Bromus madritensis,,0.1,22,7,0.3,
30,Calandrinia ciliata,,,,,,
30,Calycadenia pauciflora,,,,,0.3,
30,Campanula angustiflora,,,,,,
30,Castilleja attenuata,,,,,,
30,Castilleja rubicundula,,,,,,
30,Clarkia gracilis,12,9,0.6,,,
30,Clarkia purpurea,,,,,,
30,Collinsia sparsiflora,,,,,,
30,Cuscuta californica,,,,,,
30,Daucus pusillus,,0.2,,,,
30,Dichelostemma capitatum,0.6,3.5,1.3,1.8,0.5,
30,Epilobium brachycarpum,15,34,2,,,
30,Eremocarpus setigerus,,,,,,
30,Euphorbia crenulata,,0.2,,,,
30,Gastridium ventricosum,,,,,,
30,Githopsis specularioides,0.1,0.1,0.1,,,
30,Helianthus exilis,,,,,,
30,Hemizonia congesta,31,35,38,31,0.3,
30,Hesperolinon californicum,,,0.6,3,1,"quads 3 & 4, seems like disjunctum"
30,Hesperolinon micranthum,,,,,,
30,Holocarpha virgata,,,,,,
30,Hordeum brachyantherum,,,,,1.5,
31,Lactuca serriola,,,,,0.3,L. saligna only
30,Lactuca serriola,,,,,,
30,Lasthenia californica,22,12,16,0.3,,
30,Lessingia ramulosa,,,,,0.2,
30,Lotus humistratus,,,,,,
30,Lotus micranthus,,,,,,
30,Lotus purshianus,,,,6,6,
30,Lotus wrangelianus,0.8,0.4,0.3,26,,
30,Melilotus indica,,,,,,
30,Micropus californicus,0.1,0.1,,0.3,,
30,Microseris douglasii,,,,,0.2,
30,Nassella pulchra,10,8,,4,2,
30,Plantago erecta,0.1,,,,0.1,
30,Poa secunda,,,,0.1,,
30,Rigiopappus leptocladus,,,,,,
30,Sidalcea diploscypha,,,0.1,0.1,0.1,
30,Stellaria nitens,,,,,,
30,Taeniatherum caput-medusae,,,,3,,
30,Trifolium albopurpureum,,,,,0.6,no flowers
30,Vicia villosa,,,,,,
30,Vulpia microstachys,0.2,0.1,6,1.8,0.2,
NOTES:,Rebar needed quad 3. ,,,,,,
31,Agoseris heterophylla,,,,0.7,0.1,
31,Ancistrocarphus filagineus,,,,,,
31,Astragalus gambelianus,,,0.1,0.1,,
31,Athysanus pusillus,,,,0.2,,
31,Avena fatua,,0.1,47,0.3,6,
31,Brodiaea elegans,0.1,,,,,in fruit
31,Bromus hordeaceus,0.2,,13,0.1,0.1,
31,Bromus madritensis,17,12,,0.6,4,
31,Calandrinia ciliata,,,,,,
31,Castilleja attenuata,0.1,,,,,
31,Clarkia gracilis,,,,,,
31,Clarkia purpurea,,,,,,
31,Crassula connata,,,,,,
31,Cryptantha hispidula,,,,,,
31,Cuscuta californica,,,,,,
31,Daucus pusillus,,,,,,
31,Dichelostemma capitatum,0.9,1.4,0.5,0.2,0.1,
31,Elymus elymoides,,,,,,
31,Epilobium brachycarpum,,,,,,
31,Eremocarpus setigerus,,,,,,
31,Eriogonum vimineum,1.5,0.8,0.2,0.7,0.2,
31,Euphorbia crenulata,,,0.1,,,
31,Githopsis specularioides,,,,,,
31,Hemizonia congesta,7,15,2.4,2.1,1.4,
31,Hesperolinon californicum,1.5,3,0.1,,,"flowering, seems like disjunctum"
31,Holocarpha virgata,,,,0.9,,
31,Hypochaeris glabra,,,,,,
31,Lasthenia californica,15,2.7,1,23,,
31,Lessingia ramulosa,,,,,,
31,Lotus humistratus,13,3,0.8,1.7,36,
31,Lotus micranthus,,,,,,
31,Lotus wrangelianus,,,,,,
31,Micropus californicus,,,0.1,,,
31,Microseris douglasii,0.3,0.2,,3.5,,
31,Mimulus douglasii,,,,,,
31,Nassella pulchra,,,3,5,2.5,
31,Plagiobothrys nothofulvus,,,,,,
31,Plantago erecta,0.1,,,1.4,0.1,
31,Poa secunda,,,,,,
31,Sidalcea diploscypha,,,0.2,,,
31,Sisyrinchium bellum,,,,,,
31,Stellaria nitens,,,,,,
31,Vulpia microstachys,27,12,0.2,8,1.6,
31,Zigadenus fremontii,,,,,,
NOTES:,"Gopher disturbance quad 4 - 20 %, rebar quad 3 & 4. ",,,,,,
32,Achyrachaena mollis,,,,,,
32,Ancistrocarphus filagineus,,,,,,
32,Astragalus rattanii var. jepsonianus,2.8,13,,,,
32,Athysanus pusillus,,,,,,
32,Avena fatua,20,12,65,75,36,could be barbata
32,Bellardia trixago,3,,,,,
32,Bromus hordeaceus,6,2,0.3,2.5,2,
32,Bromus madritensis,,24,0.2,0.6,0.4,
32,Calochortus superbus,,,,,,
32,Castilleja rubicundula,,,,,,
32,Cercocarpus betuloides,,,,,,
32,Clarkia gracilis,,,,,,
32,Dichelostemma capitatum,,,,,,
32,Eremocarpus setigerus,,,,0.1,0.1,
32,Eriogonum nudum,,,,,,
32,Erodium cicutarium,0.1,,,,,
32,Euphorbia crenulata,,,,,,
32,Galium murale,,,,,,
32,Gastridium ventricosum,,,,,,
32,Grindelia camporum,4,,,,3.5,
32,Hemizonia congesta,,16,0.2,0.6,0.3,
32,Hesperolinon californicum,0.2,,,,,"ID suspect, no flowers"
32,Hypochaeris glabra,0.1,,,,0.2,
32,Lactuca serriola,,,,,,
32,Lasthenia californica,,,,,,
32,Lotus humistratus,,,,,,
32,Lotus wrangelianus,,,0.3,0.2,0.2,
32,Lupinus microcarpus,,,1.5,1,,found in fruit only
32,Lupinus succulentus,22,3,16,2,9,
32,Micropus californicus,,,,,,
32,Microseris douglasii,,,,,,
32,Navarretia jepsonii,,,,,,
32,Plantago erecta,0.2,,,0.1,,
32,Senecio vulgaris,,,,,,
32,Taeniatherum caput-medusae,1.8,23,0.3,2.5,0.7,
32,Torilis arvensis,,,,,,
32,Trifolium albopurpureum,,,,,,
32,Trifolium fucatum,,10,2,,,
32,Trifolium hirtum,,,,,,
32,Vulpia microstachys,0.1,0.1,0.1,,0.2,
NOTES:,Needs taller rebar at quads 2-3. ,,,,,,
33,Agoseris heterophylla,,0.5,,,0.1,
33,Allium sp.,,,,,,
33,Ancistrocarphus filagineus,,1.5,5.5,0.1,0.1,
33,Antirrhinum vexillo-calyculatum,,,,,0.1,ID questionable. Only in rosette form. Check 2nd sampling. 
33,Athysanus pusillus,,,,,,
33,Avena fatua,,,,0.1,0.4,
33,Bromus hordeaceus,0.1,0.2,0.1,0.7,,
33,Castilleja rubicundula,,0.1,,,,
33,Chlorogalum pomeridianum,,2,,,,
33,Clarkia gracilis,,0.7,,0.9,13,
33,Dichelostemma capitatum,0.5,0.4,0.5,,,
33,Elymus elymoides,,,,,,
33,Eremocarpus setigerus,,,,,,
33,Eriogonum nudum,,,3.5,2,,
33,Epilobium brachycarpum,,,,,,
33,Filago californica,,,,,,
33,Grindelia camporum,,,,,,
33,Helianthus exilis,,,,,0.2,
33,Hemizonia congesta,16,8,11,3.5,9,
33,Hesperolinon disjunctum,2.2,0.2,,,,"not sure about species ID, no flowers"
33,Holocarpha virgata,,,,,,
33,Lactuca serriola,,,,,0.1,
33,Lagophylla minor,,,,,,
33,Lasthenia californica,1.8,0.8,0.9,15,1.2,
33,Lotus humistratus,7,61,,,,
33,Lotus wrangelianus,,,,0.1,,
33,Lupinus microcarpus,,,,,,
33,Melica torreyana,,,,,,
33,Microseris douglasii,0.1,,,,,
33,Nassella pulchra,,3,25,19,35,
33,Navarretia jepsonii,0.3,7,0.1,,,
33,Perideridia kelloggii,,,,,,
33,Plagiobothrys nothofulvus,,,,,,
33,Plantago erecta,38,0.3,0.1,18,0.1,
33,Plectritis ciliosa,,,,,,
33,Poa secunda,0.5,,2,0.4,,
33,Sidalcea diploscypha,,,1,,,
33,Sisyrinchium bellum,,,,,,
33,Stellaria nitens,,,,,,
33,Streptanthus breweri,,,,,,
33,Trifolium albopurpureum,,,23,,1,
33,Trifolium bifidum,,,,,1.2,
33,Vulpia microstachys,11,3,7,9,5,
33,Vulpia myuros,,,,,,
33,Zigadenus fremontii,,,,,,
NOTES:,Needs 3 rebar.,,,,,,
34,Achyrachaena mollis,,,,,,
34,Amsinckia menziesii,,,,0.1,,
34,Athysanus pusillus,,,,,,
34,Avena fatua,33,13,14,76,54,
34,Brassica nigra,,,14,,,
34,Brodiaea elegans,,,,,,
34,Bromus hordeaceus,3.5,29,20,10,15,
34,Bromus diandrus,,,,,1,
34,Galium aparine,,,,,,
34,Centaurea solstitialis,0.3,10,15,1.2,3.5,
34,Chlorogalum pomeridianum,1,4.5,,1.2,,
34,Clarkia purpurea,,,,,,
34,Dichelostemma capitatum,,,,,,
34,Erodium brachycarpum,,,,,,
34,Erodium cicutarium,,1.6,,0.3,,
34,Galium murale,,,,0.1,,
34,Geranium dissectum,2.6,5.5,7.5,0.9,1.6,
34,Hemizonia congesta,,,,,,
34,Holocarpha virgata,,,,,,
34,Lactuca serriola,,,,,,
34,Lolium multiflorum,,0.1,0.2,2,,
34,Lotus wrangelianus,,,,,,
34,Lupinus bicolor,,,0.4,,,
34,Medicago polymorpha,,,1.5,,,
34,Melica californica,,,,,,
34,Poa bulbosa,,,,,,
34,Senecio vulgaris,,,,,,
34,Taeniatherum caput-medusae,22,47,25,14,46,
34,Torilis arvensis,,,,,,
34,Trifolium hirtum,2.7,3,1.4,4,2,
34,Vicia villosa,0.3,,,0.3,0.3,
34,Vulpia myuros,,,,,,
NOTES:,Put rebar in quads 2-4.,,,,,,
35,Athysanus pusillus,,,,,,
35,Avena fatua,64,70,70,52,49,
35,Bromus diandrus,,,45,8,14,
35,Bromus hordeaceus,7,0.6,,14,1,
35,Bromus madritensis,,,,,,
35,Centaurea solstitialis,2,0.1,,,0.1,
35,Cerastium glomeratum,,,,,,
35,Clarkia purpurea,,,,,,
35,Dichelostemma capitatum,,,,,,
35,Erodium brachycarpum,,,,,,should be botrys
35,Erodium cicutarium,,,,,,
35,Filago gallica,,,,0.1,0.2,
35,Geranium dissectum,,,,,,
35,Hemizonia congesta,3.5,0.1,,,,not observed late aseason - low survival
35,Holocarpha virgata,,,,,,
35,Hordeum marinum,,,,,,
35,Hypochaeris glabra,,,,,,
35,Hypochaeris radicata,,,,,,
35,Lactuca serriola,,,,,,
35,Lolium multiflorum,,,,,,
35,Lotus wrangelianus,,,,,,
35,Lupinus bicolor,0.1,,,,,
35,Medicago polymorpha,0.3,,,,,
35,Micropus californicus,,,,,,
35,Plantago erecta,,,,,0.1,
35,Poa secunda,0.8,,,,,
35,Senecio vulgaris,,,,,,
35,Taeniatherum caput-medusae,30,,,,,
35,Trifolium bifidum,,,,,,
35,Trifolium hirtum,,3.5,0.1,4,6,
35,Triteleia laxa,,,,,,
35,Vicia villosa,18,,,,,
35,Vulpia myuros,,,,,,
NOTES:,,,,,,,
36,Achyrachaena mollis,,,,,,
36,Athysanus pusillus,,,,,,
36,Avena fatua,35,37,40,51,49,
36,Bromus diandrus,,,0.1,,0.4,
36,Bromus hordeaceus,1.4,1.2,1.3,0.4,1,
36,Bromus madritensis,,0.1,0.2,,,
36,Centaurea melitensis,,,,,,
36,Centaurea solstitialis,,0.2,0.1,4.5,,Down to 0.8 in quad 4 by second sampling - low survival? 
36,Clarkia purpurea,,,,,,
36,Dichelostemma capitatum,,,,,,
36,Erodium botrys,,0.1,0.3,0.5,4,
36,Erodium brachycarpum,,,,,,
36,Erodium cicutarium,,1.3,1.2,2.2,,
36,Filago gallica,,,,,0.1,
36,Geranium dissectum,,,,,,
36,Gnaphalium californicum,,,,,,
36,Holocarpha virgata,0.1,,,,,
36,Hordeum murinum,,,,,,
36,Hypochaeris glabra,,,,,,
36,Lactuca serriola,,,,,,
36,Lotus humistratus,,,,,,
36,Lupinus bicolor,2.7,,,0.3,,
36,Lupinus microcarpus,,,,,,
36,Medicago polymorpha,,,,,,
36,Phlox gracilis,,,,,,
36,Plagiobothrys nothofulvus,,,,,0.1,rosette only
36,Plantago erecta,,,,,,
36,Poa bulbosa,,,,,,
36,Taeniatherum caput-medusae,0.1,0.2,,,,
36,Trifolium gracilentum,,,,,,
36,Trifolium hirtum,,3,5,2.2,2.2,
36,Vulpia myuros,,,,,,
NOTES:,All rebarred.,,,,,,
37,Achyrachaena mollis,,,,,,
37,Amsinckia menziesii,,,,,,
37,Avena fatua,35,63,13,36,74,
37,Bromus diandrus,,,,0.1,0.1,
37,Bromus hordeaceus,0.2,0.1,0.2,3.5,0.7,
37,Bromus madritensis,,,0.2,,,
37,Centaurea melitensis,,,,,,
37,Centaurea solstitialis,,,0.2,1,,
37,Clarkia purpurea,,,0.1,,,
37,Cryptantha hispidula,,,,,,
37,Dichelostemma capitatum,,,,,,
37,Erodium botrys,,0.2,2.1,9,0.3,
37,Erodium brachycarpum,,,,,,
37,Erodium cicutarium,0.3,,,,,
37,Filago gallica,,,0.1,,,
37,Geranium dissectum,,,,,,
37,Holocarpha virgata,,,,,,
37,Hypochaeris glabra,,,,,,
37,Lolium multiflorum,,,,,,
37,Lotus humistratus,,,,,,
37,Lupinus bicolor,,,,,,
37,Lupinus microcarpus,2.2,,,,,
37,Medicago polymorpha,,,,,,
37,Micropus californicus,,,,,,
37,Phlox gracilis,,,,,,
37,Plagiobothrys nothofulvus,,,,,,
37,Plantago erecta,,,,,,
37,Poa bulbosa,,,,,,
37,Silene gallica,,,,,,
37,Lactuca serriola,,,,,,
37,Taeniatherum caput-medusae,,,,,,
37,Trifolium bifidum,,0.1,,,,"reflexed flowers, no involcure, leaves bifid with barb"
37,Trifolium gracilentum,,,,,,
37,Trifolium hirtum,0.2,0.1,0.6,0.5,,
37,Trifolium microcephalum,,,,,,
37,Vicia villosa,,,,,,
37,Vulpia myuros,,,,,,
NOTES:,All rebarred.,,,,,,
38,Agoseris heterophylla,,,,,,
38,Aira caryophyllea,,,,,,
38,Aphanes occidentalis,,,,,,
38,Athysanus pusillus,,,,,,
38,Avena fatua,0.1,,,0.4,,
38,Bromus diandrus,,,,0.1,,
38,Bromus hordeaceus,26,40,4,28,45,
38,Bromus madritensis,,,0.1,,,
38,Calandrinia ciliata,,,,,,
38,Cardamine oligosperma,,,,,,
38,Castilleja attenuata,,,0.1,,,
38,Centaurea solstitialis,0.1,,,,,
38,Cerastium glomeratum,,,,,,
38,Chlorogalum pomeridianum,,,,,,
38,Clarkia purpurea,0.2,0.1,0.1,0.1,,
38,Claytonia parviflora,,,,,,
38,Crassula connata,,,,,,
38,Cynosurus echinatus,,,,,0.1,
38,Daucus pusillus,,,,,,
38,Dichelostemma capitatum,,,,,0.1,
38,Dodecatheon hendersonii,,,,,,
38,Epilobium brachycarpum,,,,,,
38,Eremocarpus setigerus,,,,,,
38,Erodium botrys,,,,,,
38,Erodium brachycarpum,0.8,6,11,0.2,,
38,Erodium cicutarium,0.4,1.8,0.1,0.1,,
38,Euphorbia crenulata,,,,,,
38,Filago gallica,,,,,,
38,Galium murale,2,1.6,0.1,0.1,0.1,
38,Gastridium ventricosum,,,,,,
38,Geranium dissectum,0.6,,,,,
38,Geranium mollis,,,,,3,
38,Gilia tricolor,,,0.1,,,
