Site,Spp,1,2,3,4,5,Notes
23,Perideridia kelloggii,,,,,,
23,Phalaris paradoxa,,,,,,
23,Phlox gracilis,,,,,,
23,Plantago erecta,0.2,,,,,
23,Poa secunda,,,,,,
23,Ranunculus occidentalis,,0.2,,,1.2,
23,Sidalcea diploscypha,,,,,,
23,Sonchus oleraceus,,,,,,
23,Stellaria media,,,,,,
23,Taeniatherum caput-medusae,,,,,,
23,Thysanocarpus,,,,,,
23,Trifolium albopurpureum,,,,,,
23,Trifolium bifidum,0.2,1.5,0.3,0.3,0.8,
23,Trifolium fucatum,6.5,,1.0,0.3,,
23,Trifolium gracilentum,0.4,2.0,,2.0,,*might be albopurpureum
23,Triteleia laxa,,,,,,
23,Vulpia microstachys,,,,0.5,0.2,
23,Vulpia myuros,,0.5,,,,
23,Zigadenus fremontii,,2.0,,,,
23,Eriodium cicutarium,,0.1,,,,
23,Achyrachaena mollis,,,,0.1,,
23,Trifolium willdenovii,,,,,0.1,
NOTES:,,,,,,,
24,Achyrachaena mollis,,,,,,
24,Agoseris grandiflora,,,0.3,,,
24,Agoseris heterophylla,,,,,,
24,Allium sp.,,,,,,
24,Amsinckia menziesii,,0.1,,,,
24,Asclepias fascicularis,,,,,,
24,Athysanus pusillus,0.5,,,,,
24,Avena barbata,0.5,,,44.0,0.1,
24,Bromus diandrus,,,0.7,,,
24,Bromus hordeaceus,0.3,,,,1.0,
24,Calandrinia ciliata,,,,,,
24,Calochortus superbus,,,,,,
24,Centaurea solstitialis,,,,,,
24,Cerastium glomeratum,,,,,,
24,Clarkia gracilis,,,,,,
24,Clarkia purpurea,,,,,,
24,Collinsia sparsiflora,0.5,2.5,1.5,,,
24,Cuscuta californica,,,,,,
24,Delphinium hesperium,,,,,,
24,Dichelostemma capitatum,0.3,,1.3,,0.2,
24,Elymus elymoides,,,1.0,,,
24,Epilobium brachycarpum,,,0.1,0.2,4.0,
24,Euphorbia crenulata,,,0.2,0.4,,
24,Galium murale,,,,,,
24,Geranium dissectum,,,,,6.0,
24,Grindelia camporum,0.5,,,,1.0,
24,Helianthella californica,,,,,,
24,Hemizonia congesta,,2.1,1.8,2.2,1.3,
24,Iris douglasiana,,,,,,
24,Lactuca serriola,,0.2,,,0.3,
24,Lasthenia californica,11.0,0.1,20.0,,,
24,Linanthus bicolor,,,,,,
24,Lolium multiflorum,1.0,24.0,11.0,2.5,0.2,
24,Lomatium marginatum,,,,,,
24,Lupinus bicolor,0.4,,1.8,0.6,,
24,Medicago polymorpha,,,,,,
24,Melilotus indica,,,,,,
24,Micropus californicus,0.1,,0.6,,,
24,Microseris douglasii,,,0.1,,,
24,Nassella pulchra,6.0,,,,,
24,Navarretia jepsonii,,,,,,
24,Nemophila heterophylla,,,,,,
24,Nemophila heterophylla,,,,,,
24,Perideridia kelloggii,0.3,4.0,,,,
24,Plantago erecta,,,0.1,,,
24,Poa secunda,,,0.3,,,
24,Ranunculus occidentalis,1.5,,0.4,0.2,1.0,
24,Rumex crispus,,,,,,
24,Sidalcea diploscypha,,,0.3,,,
24,Sisyrinchium bellum,1.0,,,,,
24,Sonchus oleraceus,,,,,0.2,
24,Stellaria nitens,,,,,,
24,Taeniatherum caput-medusae,,,,0.1,1.9,
24,Torilis arvensis,,,,,5.5,
24,Trifolium bifidum,,,,6.0,0.1,
24,Trifolium fucatum,1.5,1.0,,,,
24,Trifolium gracilentum,1.0,0.1,0.1,0.1,0.6,
24,Triteleia laxa,,,,,,
24,Vulpia microstachys,0.2,,,,1.0,
24,Vulpia myuros,,,,,,
24,Wyethia glabra,48.0,,,,,
24,Zigadenus fremontii,,,,0.2,,
24,Eremocarpus setigerus,,,0.1,,,
24,Lactuca saligna,,,,0.8,,
NOTES:,,,,,,,
25,Achyrachaena mollis,,,,,,
25,Agoseris heterophylla,0.1,,,,,
25,Allium serra,,,,,,
25,Amsinckia menziesii,,,,,,
25,Astragalus gambelianus,,,,,,
25,Athysanus pusillus,,,,,,
25,Avena fatua,0.2,1.3,0.3,33.0,4.3,
25,Brodiaea elegans,,,,,0.1,
25,Bromus diandrus,,,2.4,,,
25,Bromus hordeaceus,12.0,0.4,,0.2,,
25,Bromus madritensis,,4.0,,,,
25,Calochortus luteus,0.1,,,,,
25,Carduus pycnocephalus,,,,,,
25,Castilleja attenuata,,,,,,
25,Centaurea solstitialis,,,,,,
25,Cerastium glomeratum,,,,,,
25,Cercocarpus betuloides,,,,,,none actually in the plot
25,Clarkia purpurea,0.2,,,0.1,0.2,
25,Claytonia parviflora,,,,,,
25,Collinsia heterophylla,,,,,,
25,Collinsia sparsiflora,,,,,,
25,Daucus pusillus,,,,,,
25,Dichelostemma capitatum,0.2,2.5,,0.2,0.4,
25,Dodecatheon hendersonii,,,,,0.4,
25,Elymus elymoides,,,,,,
25,Epilobium brachycarpum,,,,,,
25,Eremocarpus setigerus,0.1,,,,,
25,Euphorbia crenulata,,,,,,
25,Galium aparine,,,,,,
25,Galium murale,,,0.4,,,
25,Gastridium ventricosum,,,,,,
25,Geranium molle,,,,,,
25,Githopsis specularioides,,,,,,
25,Hemizonia congesta,0.8,,,,0.1,
25,Holocarpha virgata,2.0,,,,,
25,Hypochaeris glabra,16.0,0.9,,,0.1,
25,Lactuca serriola,,,,,,
25,Lasthenia californica,,,,,,
25,Linanthus bicolor,,,,,,
25,Lolium multiflorum,,,,,,
25,Lomatium marginatum,,,,,,
25,Lotus wrangelianus,0.5,,,,,
25,Lupinus bicolor,,,,,,
25,Melica californica,,,,,,
25,Micropus californicus,0.1,0.3,,,0.7,"Looks like Filago, not Micropus. "
25,Nassella pulchra,,,,,,
25,Navarretia pubescens,0.1,,,,,
25,Plantago erecta,8.0,0.4,,0.1,0.3,
25,Quercus douglasii,,0.3,,,,
25,Ranunculus occidentalis,,,,,,
25,Senecio vulgaris,,,,,,
25,Sisyrinchium bellum,0.6,0.2,,,,
25,Stellaria media,,,,,,
25,Stellaria nitens,,,,,,
25,Taeniatherum caput-medusae,0.6,,,0.7,0.3,
25,Thysanocarpus curvipes,,,,,,
25,Trifolium bifidum,,,,6.0,0.3,
25,Trifolium gracilentum,,,,,,
25,Trifolium hirtum,1.5,,,,,
25,Triteleia laxa,,,,,,
25,Unk oceanspraylike shrub,,,,,,
25,Vicia villosa,0.2,,8.0,4.0,,
25,Vulpia microstachys,0.1,0.2,,,0.2,
25,Vulpia myuros,,0.3,,,,
25,Zigadenus fremontii,,,,,0.1,
25,Unknown branched lily,0.3,,,,,
NOTES:,,,,,,,
26,Agoseris heterophylla,0.2,0.4,0.3,0.1,1.0,
26,Anagallis arvensis,,,,,,
26,Aphanes occidentalis,,,,,,
26,Astragalus gambelianus,,,,,,
26,Athysanus pusillus,,,0.2,,,
26,Brodiaea elegans,,,,,,
26,Bromus hordeaceus,10.0,8.0,0.2,0.1,,
26,Bromus madritensis,,,0.1,0.2,0.3,
26,Castilleja attenuata,1.0,0.1,,,,
26,Centaurea solstitialis,,,,,,
26,Centaurium trichanthum,,,,,,
26,Crassula connata,,0.3,,,,
26,Cuscuta californica,,,,,,
26,Daucus pusillus,,,,,,
26,Dichelostemma capitatum,0.2,2.0,0.6,0.4,,
26,Eremocarpus setigerus,,,,,,
26,Erodium cicutarium,,,,,0.1,
26,Eriogonum sp,,,,,,
26,Gastridium ventricosum,,,,,,
26,Githopsis specularioides,,,,,,
26,Hemizonia congesta,,,,0.2,,
26,Hesperolinon micranthum,,,,,,
26,Holocarpha virgata,6.0,7.0,0.6,3.4,26.0,
26,Lasthenia californica,10.0,3.0,,0.4,6.0,
26,Lessingia ramulosa,,,,,,
26,Linanthus bicolor,0.2,0.1,,,,
26,Lomatium utriculatum,,,,,,
26,Lotus humistratus,,0.3,6.0,,,
26,Lotus wrangelianus,1.4,0.2,,0.7,,
26,Micropus californicus,,,,,0.1,
26,Microseris douglasii,45.0,5.0,0.4,1.0,4.0,
26,Nassella pulchra,,,,,,
26,Navarretia pubescens,,,,,0.1,
26,Plantago erecta,28.0,8.0,16.0,39.0,9.0,
26,Plectritis ciliosa,,,,,,
26,Poa secunda,,,,,,
26,Sidalcea diploscypha,,,,,,
26,Stellaria nitens,,,,,,
26,Taeniatherum caput-medusae,,,,,0.1,
26,Trifolium albopurpureum,0.2,,2.5,0.6,,
26,Trifolium microcephalum,,,,,,
26,Vulpia microstachys,1.0,0.2,0.2,0.1,5.0,
26,Unknown seedling,,,,,,
26,Hypochaeris glabra,,0.1,,,,
NOTES:,Lots of gopher disturbance in quad 4,,,,,,
27,Agoseris heterophylla,,0.1,,0.1,0.6,
27,Ancistrocarphus filagineus,,,0.1,,,
27,Astragalus gambelianus,,,,,,
27,Athysanus pusillus,,,,,,
27,Brodiaea elegans,,,,,,
27,Bromus hordeaceus,0.1,,,,,
27,Bromus madritensis,,,,,,
27,Castilleja attenuata,,,,,,
27,Centaurium trichanthum,,,,,,
27,Crassula connata,,,,,,
27,Cuscuta californica,,,,,,
27,Daucus pusillus,,,,,,
27,Dichelostemma capitatum,6.0,1.4,0.2,1.2,0.2,
27,Eremocarpus setigerus,,,,,,
27,Eriogonum vimineum,,,0.2,,,
27,Gastridium ventricosum,,,,,,
27,Githopsis specularioides,,,,,,
27,Hemizonia congesta,0.1,0.2,0.7,0.2,11.0,
27,Hesperolinon micranthum,,,,,,
27,Holocarpha virgata,2.4,7.0,0.1,3.6,,
27,Hypochaeris glabra,,,,,,
27,Lagophylla minor,,0.1,0.2,,0.1,
27,Lasthenia californica,25.0,0.9,4.5,,5.0,
27,Lepidium nitidum,,,,,,
27,Lessingia ramulosa,2.0,0.1,0.2,0.1,,
27,Lomatium macrocarpum,,,,,,
27,Lotus humistratus,0.1,1.6,2.0,7.0,4.0,
27,Lotus wrangelianus,,,,,6.0,
27,Micropus californicus,,,0.1,,,
27,Microseris douglasii,24.0,12.0,15.0,9.0,6.0,
27,Mimulus douglasii,,,,,,
27,Plantago erecta,7.0,25.0,5.5,21.0,6.0,
27,Poa secunda,,,,,,
27,Polypogon monspeliensis,,,,,,
27,Rigiopappus leptocladus,,,,,,
27,Stellaria nitens,,,,,,
27,Trifolium albopurpureum,,0.3,0.2,0.1,,
27,Trifolium microcephalum,,,,,,
27,Trifolium microdon,,,,,,
27,Vulpia microstachys,,,0.1,,0.1,
27,unk lilly,,,,0.1,,
NOTES:,Measured out and reestablished (PVC laying down) marker for quad 2. Soil disturbance quad 4 & 5.,,,,,,
28,Agoseris heterophylla,,0.3,0.1,0.4,0.2,
28,Ancistrocarphus filagineus,,,,,,
28,Astragalus gambelianus,,,,,,
28,Athysanus pusillus,0.1,,,,,
28,Avena sp,,,,,,
28,Bromus hordeaceus,,,0.1,,1.0,
28,Bromus madritensis,0.6,0.1,0.2,0.1,0.2,
28,Camissonia graciliflora,,,,,,
28,Castilleja attenuata,,,,,,
28,Collinsia sparsiflora,,,,,,
28,Cuscuta californica,,,,,,
28,Daucus pusillus,,,,,,
28,Dichelostemma capitatum,4.0,1.4,3.5,1.6,1.5,
28,Epilobium brachycarpum,,,,,,
28,Erodium cicutarium,,1.7,,,,
28,Gastridium ventricosum,,,,,,
28,Githopsis specularioides,,,,,,
28,Hemizonia congesta,,,,0.1,,
28,Hesperolinon micranthum,,,,,,
28,Holocarpha virgata,1.6,19.0,6.0,21.0,15.0,
28,Hypochaeris glabra,0.1,,,,,
28,Lagophylla minor,0.6,,,0.2,,
28,Lasthenia californica,35.0,34.0,33.0,27.0,15.0,
28,Lessingia ramulosa,18.0,,,,2.4,
28,Lotus humistratus,,,,,,
28,Lotus wrangelianus,,0.5,0.6,,6.0,
28,Micropus californicus,,,,0.1,,
28,Microseris douglasii,0.7,6.0,12.0,8.0,12.0,
28,Mimulus douglasii,0.1,,0.1,,,
28,Navarretia jepsonii,,,,,,
28,Navarretia pubescens,,,,,,
28,Plantago erecta,2.0,13.0,9.0,3.5,7.0,
28,Plectritis ciliosa,,,0.1,,,
28,Rigiopappus leptocladus,,,,,,
28,Sidalcea diploscypha,,,,0.1,,
28,Stellaria nitens,,,,,,
28,Taeniatherum caput-medusae,,,,,,
28,Trifolium albopurpureum,,,,,0.1,
28,Vulpia microstachys,,,,,0.1,
NOTES:,,,,,,,
29,Agoseris heterophylla,,,0.2,0.9,0.1,
29,Allium serra,,,,,,
29,Allium fimbriatum,,,,,,
29,Ancistrocarphus filagineus,,0.4,,,,
29,Astragalus gambelianus,,0.1,,,,
29,Avena barbata,,,0.2,,0.2,
29,Brodiaea elegans,,,,,,
29,Bromus hordeaceus,18.0,,0.1,,,
29,Bromus madritensis,0.1,11.0,3.5,2.0,,
29,Calycadenia pauciflora,0.3,4.5,,,0.7,
29,Camissonia graciliflora,,,,,,
29,Castilleja attenuata,,,,,,
29,Centaurium trichanthum,,,,,,
29,Cryptantha spp.,,,,,,
29,Dichelostemma capitatum,0.2,0.4,0.7,1.0,4.0,
29,Epilobium brachycarpum,,,,,,
29,Eremocarpus setigerus,,,,0.1,,
29,Eriogonum nudum,,0.1,0.6,,,
29,Eriogonum vimineum,,,,0.2,,
29,Euphorbia crenulata,,,,,,
29,Gastridium ventricosum,,,,,,
29,Githopsis specularioides,,,,,,
39,Helianthus exilis,,,,,,
29,Hemizonia congesta,0.1,0.1,8.0,12.0,6.0,
29,Hesperolinon californicum,,,1.0,0.4,0.8,
29,Hesperolinon micranthum,,,0.1,0.2,0.1,
29,Holocarpha virgata,,,,,,
29,Hypochaeris glabra,,0.1,,,,
29,Lactuca serriola,0.2,,,0.1,,
29,Lagophylla minor,,,,,,
29,Lasthenia californica,,0.8,,,,
29,Lessingia ramulosa,,0.1,0.7,,2.3,
29,Lotus humistratus,,0.4,3.3,3.0,8.0,
29,Lotus micranthus,12.0,,,,,
29,Lotus wrangelianus,,,,,,
29,Melilotus indica,,,,,,
29,Micropus californicus,,0.7,0.1,0.1,,
29,Microseris douglasii,,,,0.3,,
29,Mimulus douglasii,,,,,,
29,Mimulus guttatus,,,,,,
29,Phlox gracilis,,,,,,
29,Plantago erecta,0.7,15.0,11.0,,0.2,
29,Poa secunda,,0.2,,,,ID uncertain - 2012
29,Polypogon monspeliensis,,,,,,
29,Rigiopappus leptocladus,,,,,,
29,Scutellaria siphoncampyloides,,,,,,
29,Sidalcea diploscypha,,,,,,
29,Sonchus oleraceus,,,,,,
29,Taeniatherum caput-medusae,,,,0.1,,
29,Trifolium hirtum,,,,,,
29,Trifolium sp.,0.1,,,,,
29,Triteleia laxa,,,,,,
29,Vulpia microstachys,0.1,0.1,,4.0,0.1,
29,unk purple stems,,,,,,
29,Unknown seedling,,,,,,
29,Centaurea solstitialis,0.5,,,,,
29,Unknown herb,,,,0.1,,
NOTES:,needs new number tag,,,,,,
30,Agoseris heterophylla,,,0.1,,,
30,Amsinckia menziesii,,,,,,
30,Anagallis arvensis,12.0,2.6,1.9,,,
30,Ancistrocarphus filagineus,,,,,,
30,Astragalus gambelianus,,,,,,
30,Athysanus pusillus,0.1,0.1,,,,
30,Avena barbata,2.3,0.1,0.1,,,
30,Brodiaea elegans,0.1,,,,,
30,Bromus hordeaceus,,3.0,,,,
30,Bromus madritensis,,0.1,4.5,0.2,0.4,
30,Calandrinia ciliata,,,,,,
30,Calycadenia pauciflora,,,,,0.5,
30,Campanula angustiflora,,,,,,
30,Castilleja attenuata,,,,,,
30,Castilleja rubicundula,,,,,,
30,Clarkia gracilis,,,,,,
30,Clarkia purpurea,6.0,33.0,1.2,,,
30,Collinsia sparsiflora,,,,,,
30,Cuscuta californica,,,,,,
30,Daucus pusillus,,,,,,
30,Dichelostemma capitatum,0.1,0.2,0.2,0.2,0.1,
30,Epilobium brachycarpum,,,,,,
30,Eremocarpus setigerus,,,,,0.1,
30,Euphorbia crenulata,0.1,0.1,0.1,,,
30,Gastridium ventricosum,,,,,,
30,Githopsis specularioides,,0.1,0.1,,,
30,Helianthus exilis,,,,,,
30,Hemizonia congesta,5.5,13.0,25.0,3.5,1.2,
30,Hesperolinon californicum,,,0.2,0.1,,
30,Hesperolinon micranthum,,,,,,
30,Holocarpha virgata,,,,,,
30,Hordeum brachyantherum,,,,,,
30,Lactuca serriola,,,,,1.1,
30,Lasthenia californica,2.2,2.0,1.4,0.2,,
30,Lessingia ramulosa,,,,,0.2,
30,Lotus humistratus,,,,,,
30,Lotus micranthus,,,,,,
30,Lotus purshianus,,,,,,
30,Lotus wrangelianus,,,,3.6,3.4,
30,Melilotus indica,,,,,,
30,Micropus californicus,0.1,,,,,
30,Microseris douglasii,,,0.1,0.1,,
30,Nassella pulchra,15.0,7.0,,2.0,6.5,
30,Plantago erecta,,,,,0.1,
30,Poa secunda,,,,,,
30,Rigiopappus leptocladus,,,,,,
30,Sidalcea diploscypha,,,0.1,0.1,,
30,Sonchus oleraceus,,,,,,
30,Stellaria nitens,0.1,0.1,,,,
30,Taeniatherum caput-medusae,,,0.2,0.3,,
30,Trifolium albopurpureum,,,,,0.3,
30,Vicia villosa,,,,,,
30,Vulpia microstachys,0.1,,0.2,0.2,,
30,Unknown Woody seedling,,,,,,
NOTES:,Quad 4 has lots of gopher disturbance. ,,,,,,
31,Agoseris heterophylla,0.5,,,0.5,,
31,Ancistrocarphus filagineus,,,,,,
31,Astragalus gambelianus,0.1,,,,,
31,Athysanus pusillus,,,,0.2,,
31,Avena barbata,,,15.0,,5.5,
31,Brodiaea elegans,0.1,,,,,
31,Bromus hordeaceus,0.1,,,,,
31,Bromus madritensis,1.5,1.3,0.2,0.2,0.1,
31,Calandrinia ciliata,,,,0.4,,
31,Castilleja attenuata,,,,,,
31,Clarkia gracilis,,,,,,
31,Clarkia purpurea,,,,,,
31,Crassula connata,,,,,,
31,Cryptantha spp.,,,,,,
31,Cuscuta californica,,,,,,
31,Daucus pusillus,,,,,,
31,Dichelostemma capitatum,0.3,0.4,0.2,0.3,0.2,
31,Elymus elymoides,,,,,,
31,Epilobium brachycarpum,,,,,,
31,Eremocarpus setigerus,0.1,,0.1,,,
31,Eriogonum vimineum,2.2,1.8,0.1,0.3,0.2,
31,Euphorbia crenulata,,,,,,
31,Githopsis specularioides,,,,,,
31,Hemizonia congesta,7.2,6.0,0.6,6.0,0.1,
31,Hesperolinon californicum,0.2,0.2,,,,
31,Holocarpha virgata,,,,2.6,,
31,Hypochaeris glabra,,,,,,
31,Lactuca serriola,,,,,,
31,Lasthenia californica,5.0,2.0,0.6,0.3,,
31,Lessingia ramulosa,,,,,,
31,Lotus humistratus,1.8,1.0,,,,
31,Lotus micranthus,,,,,,
31,Lotus wrangelianus,,,0.3,0.4,,
31,Micropus californicus,,,,,,
31,Microseris douglasii,12.0,7.0,1.2,7.0,,
31,Mimulus douglasii,,,,,,
31,Nassella pulchra,,,4.0,5.0,2.0,
31,Plagiobothrys nothofulvus,,,,,,
31,Plantago erecta,,,,1.0,,
31,Poa secunda,,,,,,
31,Sidalcea diploscypha,,,0.6,,,
31,Sisyrinchium bellum,,,,,,
31,Stellaria nitens,,,,,,
31,Vulpia microstachys,8.0,1.2,0.3,0.2,0.2,
31,Zigadenus fremontii,,0.5,,,,
NOTES:,Subplot 4 replaced with PVC.,,,,,,
32,Achyrachaena mollis,,,,,,
32,Ancistrocarphus filagineus,,,,,,
32,Astragalus rattanii var. jepsonianus,,,,,,
32,Athysanus pusillus,,,,,,
32,Avena fatua,60.0,12.0,75.0,80.0,25.0,
32,Bellardia trixago,,,,,,
32,Bromus hordeaceus,,,,,,
32,Bromus madritensis,,9.0,,3.0,0.5,
32,Calochortus superbus,,,,,,
32,Castilleja rubicundula,,,,,,
32,Cercocarpus betuloides,,,,,,
32,Clarkia gracilis,,,,,,
32,Dichelostemma capitatum,,,,0.1,0.2,
32,Eremocarpus setigerus,,,,,,
32,Eriogonum nudum,,,,,,
32,Erodium cicutarium,,,,,,
32,Euphorbia crenulata,,,,,,
32,Galium murale,,,,,,
32,Gastridium ventricosum,,,,,,
32,Grindelia camporum,1.0,,,,8.0,
32,Hemizonia congesta,,0.4,,,,
32,Hesperolinon californicum,,,,,,
32,Hypochaeris glabra,,,,0.3,,
32,Lactuca serriola,,,,,,
32,Lasthenia californica,,,,,,
32,Lotus humistratus,,,,,,
32,Lotus wrangelianus,0.1,,,,,
32,Lupinus microcarpus,,0.1,,,,
32,Lupinus succulentus,0.6,,,0.2,,
32,Micropus californicus,,,,,,
32,Microseris douglasii,,,,,,
32,Navarretia jepsonii,,,,,,
32,Plantago erecta,,,,0.1,,
32,Senecio vulgaris,,,,,,
32,Taeniatherum caput-medusae,8.0,8.0,,4.0,0.2,
32,Torilis arvensis,,,,,,
32,Trifolium albopurpureum,,,,,,
32,Trifolium fucatum,,,,,,
32,Trifolium hirtum,,,,,,
32,Vulpia microstachys,,,,,,
NOTES:,Needs taller PVC to mark quads,,,,,,
33,Agoseris heterophylla,,1.0,1.0,0.5,0.2,
33,Allium sp.,,,,,,
33,Ancistrocarphus filagineus,,0.2,0.2,,0.1,
33,Athysanus pusillus,,,,,,
33,Avena barbata,,,0.1,0.1,0.2,
33,Bromus hordeaceus,,,,,,
33,Castilleja rubicundula,,,,,,
33,Chlorogalum pomeridianum,,,,,,
33,Clarkia gracilis,,0.9,0.3,0.1,1.6,
33,Dichelostemma capitatum,7.0,,0.3,0.3,0.4,
33,Elymus elymoides,,,,,,
33,Eremocarpus setigerus,,,,0.5,,
33,Eriogonum nudum,,,4.0,6.0,,
33,Filago californica,,,,,,
33,Grindelia camporum,,,,,,
33,Helianthus exilis,,,,,,
33,Hemizonia congesta,4.0,8.0,7.0,,0.2,
33,Hesperolinon disjunctum,,0.3,,,,"not sure about species ID, but only Hesperolinen on list"
33,Holocarpha virgata,,,,,,
33,Lactuca serriola,,,,,0.6,
33,Lagophylla minor,,,,,,
33,Lasthenia californica,2.0,,0.6,8.0,0.3,
33,Lotus humistratus,0.5,7.0,,,,
33,Lotus wrangelianus,,,,,,
33,Lupinus microcarpus,,,,,,
33,Melica torreyana ?,,,,,,
33,Microseris douglasii,,,,,,
33,Nassella pulchra,,0.5,12.0,20.0,15.0,
33,Navarretia jepsonii,,1.6,0.2,,,
33,Perideridia kelloggii,,,,,,
33,Plagiobothrys nothofulvus,,,,,,
33,Plantago erecta,50.0,0.1,0.1,5.0,,
33,Plectritis ciliosa,,,,,,
33,Poa secunda,,,1.0,3.0,,
33,Sidalcea diploscypha,,,,0.3,,
33,Sisyrinchium bellum,,,,,,
33,Stellaria nitens,,,,,,
33,Streptanthus breweri,,,,,,
33,Trifolium albopurpureum,,,0.5,0.2,,
33,Trifolium bifidum,,,,,0.1,
33,Vulpia microstachys,,2.0,1.2,1.5,,
33,Vulpia myuros,,,,,,
33,Zigadenus fremontii,,,,,,
NOTES:,,,,,,,
34,Achyrachaena mollis,,,,,,
34,Amsinckia menziesii,,,,,,
34,Athysanus pusillus,,,,,,
34,Avena fatua,16.0,11.0,3.0,7.0,8.5,
34,Brassica nigra,,,,,,
34,Brodiaea elegans,,,0.2,,,
34,Bromus hordeaceus,1.3,11.5,1.5,0.4,2.6,
34,Galium aparine,,,,,,
34,Centaurea solstitialis,7.0,4.4,3.0,7.0,3.0,
34,Chlorogalum pomeridianum,,5.0,,,1.3,
34,Clarkia purpurea,,,,,,
34,Dichelostemma capitatum,,,,,0.1,
34,Erodium brachycarpum,,,,0.6,0.3,
34,Erodium cicutarium,1.0,3.9,,,,
34,Galium murale,,0.1,,1.0,0.1,
34,Geranium dissectum,2.0,3.5,1.4,8.0,10.0,
34,Hemizonia congesta,,,,,,
34,Holocarpha virgata,,,,,,
34,Lactuca serriola,,,,,,
34,Lolium multiflorum,0.2,,,1.2,,
34,Lotus wrangelianus,,,,,,
34,Lupinus bicolor,,,,,,
34,Medicago polymorpha,,,,,,
34,Melica californica,,,,,,
34,Poa bulbosa,,,,,,
34,Senecio vulgaris,,,,,,
34,Sonchus oleraceus,,,,,,
34,Taeniatherum caput-medusae,11.0,21.0,3.0,1.2,58.0,
34,Torilis arvensis,,,,,,
34,Trifolium hirtum,,4.5,,0.4,1.6,
34,Vicia villosa,,,,,,
34,Vulpia myuros,,,,,,
34,Bromus diandrus,0.2,,,,,
NOTES:,Appears to have been burned last year (2011),,,,,,
35,Athysanus pusillus,,,,,,
35,Avena fatua,7.0,15.0,23.0,25.0,25.0,
35,Bromus diandrus,,,16.0,0.5,8.0,
35,Bromus hordeaceus,3.0,2.0,0.3,2.0,1.4,
35,Bromus madritensis,,,,,,
35,Centaurea solstitialis,15.0,7.0,11.0,8.0,9.0,
35,Cerastium glomeratum,,,,,,
35,Clarkia purpurea,,,,,,
35,Dichelostemma capitatum,,,,,,
35,Erodium brachycarpum,1.0,0.3,0.4,,0.2,Should be botrys
35,Erodium cicutarium,,0.5,0.7,6.5,11.0,
35,Filago gallica,,,,,,
35,Geranium dissectum,6.0,,,,,
35,Hemizonia congesta,,,,,,
35,Holocarpha virgata,,,,,,
35,Hordeum marinum,,,,,,
35,Hypochaeris glabra,,,,,,
35,Hypochaeris radicata,,,,,,
35,Lactuca serriola,,,,,,
35,Lolium multiflorum,3.8,,,,,
35,Lotus wrangelianus,,,,,,
35,Lupinus bicolor,,,,,,
35,Lupinus nanus,,,,,,
35,Medicago polymorpha,,,,,,
35,Micropus californicus,,,,,,
35,Plantago erecta,,,,,,
35,Senecio vulgaris,,,,,,
35,Taeniatherum caput-medusae,41.0,2.0,,,,
35,Trifolium bifidum,,,,,,
35,Trifolium hirtum,3.6,,2.0,1.0,3.5,
35,Triteleia laxa,,,,,,
35,Vicia villosa,,,,,,
35,Vulpia myuros,,,,,,
35,Bromus diandrus,0.3,0.5,16.0,0.5,8.0,
NOTES:,added new PVC,,,,,,
36,Achyrachaena mollis,,,,,,
36,Athysanus pusillus,,,,,,
36,Avena fatua,8.0,6.0,6.0,3.5,12.5,
36,Bromus diandrus,,0.5,1.0,0.1,0.1,
36,Bromus hordeaceus,,0.5,0.8,0.2,0.2,
36,Bromus madritensis,,,,,,
36,Centaurea melitensis,,,,,,
36,Centaurea solstitialis,1.2,0.7,0.2,0.2,1.6,
36,Clarkia purpurea,,,,,,
36,Dichelostemma capitatum,,,,,0.4,
36,Erodium botrys,,,,,,
36,Erodium brachycarpum,4.0,5.0,1.5,2.0,39.0,
36,Erodium cicutarium,16.0,14.0,20.0,17.0,3.0,
36,Filago gallica,,,,,,
36,Geranium dissectum,,,,,,
36,Holocarpha virgata,,,,,,
36,Hordeum murinum,,,,,,
36,Hypochaeris glabra,,,,,,
36,Lactuca serriola,,,,,,
36,Lotus humistratus,,,,,,
36,Lupinus bicolor,,,,,,
36,Lupinus microcarpus,,,,,,
36,Medicago polymorpha,,,,,,
36,Phlox gracilis,,,,,,
36,Plagiobothrys nothofulvus,,,,,,
36,Plantago erecta,,,,,,
36,Poa bulbosa,,,,,,
36,Taeniatherum caput-medusae,0.2,,,,,
36,Trifolium gracilentum,,,,,,
36,Trifolium hirtum,0.7,3.5,2.0,0.9,6.0,
36,Vulpia myuros,,,,,,
36,Gnaphalium spp.,,,,,0.2,
NOTES:,Burned last year 2011.,,,,,,
37,Achyrachaena mollis,,,,,,
37,Amsinckia menziesii,,,,,,
37,Avena fatua,16.0,23.0,15.0,24.0,36.0,
37,Bromus diandrus,,,,,,
37,Bromus hordeaceus,0.7,0.2,0.2,0.3,,
37,Bromus madritensis,,,,,,
37,Centaurea melitensis,,,,,,
37,Centaurea solstitialis,0.2,2.5,,0.8,1.0,
37,Clarkia purpurea,,,,,,
37,Cryptantha flaccida,,,,,,
37,Dichelostemma capitatum,,,0.1,0.1,,
37,Erodium botrys,,8.0,33.0,8.0,9.0,
37,Erodium brachycarpum,,,0.9,10.0,10.0,
37,Erodium cicutarium,28.0,18.0,2.0,25.0,2.0,
37,Filago gallica,,,0.1,0.1,,
37,Geranium dissectum,,,,,,
